,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X600271.SH,X300003.SZ,X601877.SH,X300124.SZ,X002008.SZ,X600487.SH,X002236.SZ,X000596.SZ,X600809.SH,X000100.SZ,X000661.SZ,X002179.SZ,X600867.SH,X002456.SZ,X000625.SZ,X300142.SZ,X002007.SZ,X000977.SZ,X600066.SH,X600498.SH,X600566.SH,X000157.SZ,X002294.SZ,X300136.SZ,X002241.SZ,X002180.SZ,X300146.SZ,X600522.SH,X600177.SH,X600089.SH,X600372.SH,X000869.SZ,X000050.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.409752014568832,0.06481717155719,0,0,0,0,0.00163515047580406,0,0,0,0.0288099323533677,0,0.0137712340770876,0,0.0635148405144301,0,0.0331520843131341,1.73472347597681e-18,0,0,0,0,0,0.0196058775072689,0,0.0247062798073726,0,0,0,0,0,0.047952094936008,0,0,0,0,0,0,0.0181253168413844,0,0,0,0,0,0,0,0,0,0.00169856575583024,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.0416480955283764,0,0,0,0,0,0,0,0.228444829137257,0.224054684474216,0.0304985786529206,0.213808611802716,0.0691062224309639,0.00239318654871793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0280951060182359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0276938862512481,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.126011802731441,0.0763806676018647,0.0588401809964029,0,0.0429806092975905,0,0,0,0,0,0,0,0.0701851206837581,0,0,0,0,0.40888850404365,0.00348356400334739,0,0,0,0,0,0,0,0,0,0.181676166079021,0,0,0,0,0,0,0,0,-0.0612284422203679,0,0,0,-0.134437623392762,0,0,0,0,0.00545860690458165,0.0224536226704551,0,0,0,0,0,0
X000858.SZ,0.36399593792756,0.0565497489701926,0,0,0,0,0.169426883660625,0,0.116754327609886,0,0,0,0.0901267567711265,0,0,0,0,0,0,0,0,0,0,0.0846786254503662,0,0,0,0,0,0,0,0.0826026929818392,0,0,0,0,-0.0659723660464826,0,0.204091866273768,0,0,0,0,0,0,0,0,0,0,0,0,0.00178199578688114,0,0,0,0,0,0,0
X000651.SZ,0.150661722441142,0,0,0,0,0,0,0,0,0,0,0,0.16759407297938,0,0,0,0,0,0,0.0323638807769233,0.310138758430348,0,0,0.0388077420762831,0,0,0,0,0.0572021884529263,0,0,0,0,0,0.0512560181707384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00745215264282706,0.013349930208049,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298132245720239,0,0,0,0,0.132062725888362,0.0178938770428099,0,0,0.0393220454460707,0,0,0,0,0,0.0851707922905614,0,0,0,0.019934834825523,0,0.234880546912342,0,0,0,0.222944012490579,0,0,0,0,0,0,0,0,0.0351574724106145,0.0399807869281151,0,0,0,0,0,0
X002304.SZ,0,0,0,0.325960859866027,0,0,0,0,0,0.125225505042526,0,0,0.501463196341414,0,0,0,0,0.0745030128890732,0,0,0,0,0,0,0.268848413407138,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.13105917622905,0,0,0,0,-0.171973100409477,0,0,0,0,0,0.00785821070114179,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149126289753394,0,0,0,0.147124173869482,0.0226369158765419,0,0,0.333017339114751,0.0337992962534808,0,0,0,0,0,0,0.0358252383742924,0,0.132484402238493,0,0,0,0,0,0,0,0.0491020713525205,0,0,0.219216419941809,0,0,0,0,0.00192421781350347,0.0239221582074649,0,0,0,0,0,0
X600690.SH,0,0,0,0.27615913237243,0,0,0,0.0160954241492668,0,0,0,0,0,0,0,0.052594945325946,0,0,0,0,0,0,0.0841234565346218,0,0,0,0,0,0.0979326300863133,0.299129349975302,0,0,0,0,0,0,0,0,0,0,0,0,-0.080728513408202,0,0,0,0,0,0,0,0,0.0101275448580398,-0.0238021069750801,0,0,0,0,0,0
X000063.SZ,0,0,0.0463382245471939,0,0,0,0,0,0,0,0,0,0,0.239099540444133,0,0.329452551399913,0,-0.094709157466432,0,0,0.00371168783448489,0,0,0,0,0,0,0,0,0.0915863582579081,0,0,0,0,0,0,0,0,0,0,0,0.192875429152596,-0.00317539048879254,0.178182010978426,0,0,4.33680868994202e-19,0,0,0,0,0.0560187157172836,0,0,0,0,0,0,0
