,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X600690.SH,X002304.SZ,X600276.SH,X300014.SZ,X000651.SZ,X600104.SH,X002371.SZ,X002129.SZ,X300124.SZ,X003816.SZ,X000625.SZ,X000725.SZ,X002049.SZ,X600031.SH,X000596.SZ,X000063.SZ,X600703.SH,X002241.SZ,X002179.SZ,X000338.SZ,X600089.SH,X600522.SH,X000661.SZ,X300142.SZ,X601877.SH,X002180.SZ,X000733.SZ,X002074.SZ,X600741.SH,X600460.SH,X000100.SZ,X600884.SH,X000157.SZ,X600702.SH,X002414.SZ,X600487.SH,X600584.SH,X000799.SZ,X601799.SH,X002236.SZ,X600563.SH,X600418.SH,X002056.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.333424509447075,0,0,0,0,0,0,0,0,0,0,0,0,-0.0362804932143239,0,0,-0.0433329220987003,0,0,0,0,0,0,0,-0.0152233671593263,0,0,0.00294640679828148,0,0,0,0,0,0,0,0,0,0,-0.00256577419018482,0,0.0503779933883975,0.0237599614379396,0,0,0,0,-0.00895529619237899,0,0.0391532939293374,0.0299707107830296,0,0,0,-0.0213665937979136,0,0
X000858.SZ,0,0,0,0,0,0,0.0217383519328135,0.135246927548684,0,0,0,0,0.0747233611121539,0,0,0,0,0,0,0,0.0102295459381893,0,0,0,0,0,0,0,0,0,0,0.0139978964735388,0,0,0,0.0656541924637738,0,0,0,0.311391842694616,-0.0434098813680666,0,0,0,0,0,0,-0.00662511710916447,0.0075233333573545,0,0,0.0181468861171829,0,0,0,0,-0.0155301112843928,0,0
X600809.SH,0,0,0,0.001148445435882,0,0.0379312201928288,0,0,0,0,0,0,0,0,-0.19038160535177,0,0,0,0,0,0.00613259419514399,0,0,0,0,0,0,0,0.143116911242962,0,0,0,0,0.154158607191565,0,0,0,0,0,0.328370557803853,0,0,0,0,-0.0902344186756906,0,0,0,0,0,0.367440763938419,0,0,0,0,0,-0.0526215702842882,0,0
X000568.SZ,0,0.23575957398477,0.147130311872308,0,0,0,0,0,0,0,0,0,-0.0332523634182669,0,0,0,-0.0165862174970434,0,0,0,0.00383403456385784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326829331551361,-0.000634761286907607,0,0,0,0,0,-0.0181243618115897,0,0,0,0,-0.0222628796210235,0,0,0,0,-0.00237694569188478,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.142265706939388,-0.0619689827759821,0,0,0,0,0,0,0,0,0,0,0,0,0.0972721682501697,0,0,0,0,0,0,0,0.0312904209143512,0,0,0,0,0,0,0,0,0.0228013329548974,0,0,0.00101526109674024,0,0,0.603284476320409,-0.0140301845649748,0,0,0,0,0,0.0446075965995984,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307009774381451,0,0.0591721857934779,0,0,0,-0.0182211964976888,0,0,0.195371127508954,0,0,-0.111682091705035,-0.0370330936207787,0,0,0,0,-0.0559937582826444,0,0,0.194271958555795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111865652429631,0.0187565651444566,0,0,0,0.000338986965418828,0,0
X600690.SH,0,0,0.0704314983105788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142304169468156,0,0,0,-0.209837637196571,0,0.0595688695570752,0,0,0,0.0293701021292968,0,0,0.172236103291361,-0.0443423809390991,-0.0132625856627259,0,0,0,0,0,-0.0480720309851637,0,0,0,-0.044092598277765,0,0,0,0,0,0,0
X002304.SZ,0,0.485661941597643,0,0.0166093790573745,0,0.0502621863093391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284181895368656,0,0,0,0,0.0897412927221621,0,0,0,0,0,0,0,0.0917165853523185,-0.110876694822159,0,0,0,0,0,0,0.0390051326475173,0,0,0,0,0.0299216789198887,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0187354280128758,0,0,0,0,0,0,0,0,0,0.123032385759214,0,-0.0757052405374974,0,0,0,0.0746331387292436,0.193334566582092,0,0,0,0,-0.127075308369339,0,0.128100122731728,0,0,0,0,-0.0155660341874528,0,0,0,0,0,0,0,0,0,0,-0.0121340521633157,0,0,0,0.0726812109944654,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905841384692621,0,0,0,0,0,0,0,0,0,0,0.132725643803587,0,0.167445454599221,0.196434336592319,0,0,0.305179924190752,0,0,0,0.0686698883789702,0,0,0,0,0,0,0.0330602343799386,0,0.00562669004732985,8.67361737988404e-19,0,0,0,-0.01279141603459,0,0,0,0,0,0,0
