,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X002304.SZ,X600031.SH,X000338.SZ,X600690.SH,X000568.SZ,X600703.SH,X000661.SZ,X600741.SH,X000100.SZ,X002371.SZ,X600809.SH,X002241.SZ,X600183.SH,X300014.SZ,X000596.SZ,X300003.SZ,X002236.SZ,X601877.SH,X000977.SZ,X002007.SZ,X002456.SZ,X002129.SZ,X000157.SZ,X000625.SZ,X300136.SZ,X300124.SZ,X002180.SZ,X002463.SZ,X600271.SH,X600584.SH,X300142.SZ,X000066.SZ,X002179.SZ,X002414.SZ,X002008.SZ,X600118.SH,X002185.SZ,X002049.SZ,X600699.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0890037254696226,0,0,0,0,0,0,0,0,0,0,-0.0396158928794186,0.0407396018793037,0,0,0,0,0,0,0,0,0,0.033030930849235,0.215465408872946,0.10836257993469,0,0,0,0,0,0,0,0,0,0,0,-0.152851761151473,0,0,0.0349181446318141,0,0,-0.0353133631168613,0,0,0.000211728601646161,0,0.0532967428652731,0,0,0,-0.0881173442938931,0,0,0,-0.134451619526773,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0416293033323176,0,0.590649500747814,0,0.0132396192600305,0,0,0,0.0238006198612735,0,0,0.0457167783024831,0.0472640763901399,0,0,0,0,0,0,0,0,0.0275292417275442,0,0,0,0,0,0,0.0684142116050685,0.0232373234750088,0,0,0,0,0,0,0.027691858802331,0,0,0,0,0,0,0,0.0189241318458611,0,0
X600276.SH,0.176519975536537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128659676164429,0,0,0.0222287789479443,0.0924534987261536,0.00956553205272458,0,0,0,0.077853316951485,0,0,-0.0999044388605245,0.0996421366461608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179610191993425,0,0,0,0,0,0,0.0127705638153995,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.10056273119577,0,0.246321628760489,0,0,0,0,0,0,0.0300729308416931,0,0,0,0,0,0,0.0364036408834874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338744982266964,0,0,0,0,0,0,0,0.00211287917581789,0,0
X002415.SZ,0,0.0172314984563367,0,0,0,0,0.121539183810276,0,0,0,0.116248290961451,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.161856122762419,0,0,0,0,0.370684508127468,0,0,0,0,0,0,0.0539989687957922,0,0,0,0,0.0639879694648875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386403637309283,0,0,0,0.0305533757741404,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0944826113672752,0,0.200957906317293,0,0,0,0,0,0,0,0.0867189124188212,0,0,0,0,0,0,0.00818166454503899,0,0,0,0,0,0.271686222864355,0,0,0,0.0732478018139414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494667247319985,0,0
X002475.SZ,0,0,0,0,1.73472347597681e-18,0,0,0,0.0658972648939636,0,0,0,0,0,0,0,0.138529182819623,0.0056091020947921,0,0,0,0.16003208854014,0,0.0593523111216876,0,0,0,0,-0.0532354052147073,0,0,0,0,0,0.0568297912063795,0,0,0,0,0,0,0,0,0,0.318262626099861,0,0.0563851842567851,0,0,0,0,0,-0.000907125900825246,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165848671484789,0,0,0,0,0,0,0,0.0277576333499595,0,0.0558208531601657,0,0,0,0,0,0.175106253317238,0,0,0,0,0,0,0.127598405870276,0,0.0859566981622109,0,0,-0.00277313301772372,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.076681269643146,0,0,0,0,0,0.0633795989302719,0,0,0.465664218094689,0,0,0,0,0.0241470906317896,0.0170237896465744,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.184228629994054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00380348666925984,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15271475811419,0,0,0,0,0,0,0,0,0,0,0.197296189302991,0,0,0,0,0,0.105168125644682,0,0.00968715414895784,0,0,0,0,0,0,0,0,0.236994119503033,0,0,0,0,0.0153553005115812,0,0.093099417086797,0,0,0.00347739066612899,0,0,0,0,0,0,0
X002304.SZ,0,0.0529744813997934,0,0,0,0.15587174457266,0,0,0,0,0,-8.67361737988404e-19,0.0749887368607229,0,0.287108656650142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00606886106525472,0,0,0,0.0211729968698328,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.119393288981308,0,0.0296405746179609,0,-4.33680868994202e-19,0,0,0,0.0730963713209245,0.0479070974261749,0,0.00696296632078901,0,0,0.115005725835803,0,0,0,0,0,0,0,0.445995510677407,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133383528616958,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.0735214118391493,0,0,0,0,0.247453662936499,0.292663788439282,0,0,0,0,0,0,0,0.114971348429529,0,0,0,0,0,0,0,0,0,0.205830523243138,0,0,0.00569704305913432,0,0,0,0,0,0,0,0.0788185905606877,0,0,0,0,0,0,0,0,0,0,-0.0469587773134775,0,0,0,0,-3.46944695195361e-18,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0.29169291315307,0,0,0,0,0,0,0,0,0,0,0,0.0682631553043415,0.13240324981292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359942230166003,0,-0.0632940024723997,0,0,0,0,0.0791951649442797,0,0,0,-0.0036176424370148,0,0,0,0,0,0
X000568.SZ,0,0.237627987904015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172431881282306,0.39761537555314,0,0,0,0,0,0,0,0,0,0.114372711065965,0,0.0234767748750801,0,0,0,0,0,0,0,0,0.0353049866028458,0,0,0,-0.00492431537057102,0,0,0,0,0,0,0,0,0,0,0.0161721386117536,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00422942514753112,0,0.216606308490978,0.0419006028418769,0.0177037062919324,0,0,0,0,0,0,0.121821225477083,0.135702431463177,0,0,0,0,0,0,0,0.337156755643619,0,0,0,0,0,0.0571306263291635,0,0,0,0,0,0,0.015395666076636,0,0,0,0,0,0
X000661.SZ,0.22032897883346,0,0.358773800712116,0,0,0,0,0.0413290720488483,0,0,0,0,0,0,0,0,0,0,0,0,0.0669820870084667,0,0,0,0.126010016260577,0,0,0,0,0,-6.93889390390723e-18,0.0670108215489728,0,0.145182716012347,0,0,0,0,0,0,0,0,0,0,0,0.0102333658609536,0,0,0.0963801231864243,0,0,0.0111099928723394,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.239885919009441,0.0620594738334943,0.0910276780448784,0,0,0,0,0,0,0,0,0,0,-0.0328788542257596,0,0,0,0,0,0.00476930971576608,0,0,-0.0893749351367109,-0.0597865987624237,0,0,0,0.252922714872473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00789902851625557,0,0,0,0.0211699809380409,0,0,0,0.0255875031676771,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.541034737440407,0,0,0,0,0,0,0.0268264856226746,0,0,0,0.0527161079666688,0,0.0172889464373376,0,0,0,0,0,0,0,0,0,0.123927621030413,-0.215426140728507,0,0.076923805011131,0,0,0,0.140785308638413,0,0,0,0,0.00556441164190218,0,0.0189602464111506,0.0171683666742923,0,0,0.12442216292438,0,0.00843001021761553,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652793178002923,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0449856697844481,0,0.178630549020846,0.216838837585177,0,0,0,0,0,0.138555568310847,0,0.0153321351401503,0,0,0,0.00669721623034558,0,0,0,0.297040504768138,0,0,0,-0.0219402704600527,0,0,0,0,0,0,0
X600809.SH,0,0,0.0391912775251446,0,0,0,0,0,0,0.0552714727811136,0,0,0,0,0.533356722541797,0,0.0667320785856733,0,0,0.0100836692616843,0,0,0,0,0.109784748722661,0,0,0,0,0.00401410594262962,0.0730698466322253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.00893324040385153,0.0147509692183155,-0.0133648899515565,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.673638406702877,0,0,0,0,0,0,0,0,0.001719437469344,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.029057228366542,0,0.101990416611893,0,0,0.217978885960029,0,0,0,0,0,0,0,0,0,0.0183757690165804,0,0,0,-0.00814857028035562,0,0,0,-0.00441005249970329,0,0,0,-0.0159623924563545,0,0
X600183.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0872193965026202,0,0,0,0,0,0.262336875020629,0,0,0,-0.0319693832501002,0,0,0,0,0,0,0.0151330547804267,0,0,0.0171624632199559,0.0201306856257344,0,0,0.519246472477004,0,0.143664980793881,0,0,0,0,0,0,0,0,0,0,0,0.0174500000391701,0,0,0,0,0,0,0
