,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X000063.SZ,X002475.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600183.SH,X000596.SZ,X600703.SH,X002241.SZ,X002236.SZ,X000100.SZ,X300003.SZ,X601877.SH,X002007.SZ,X002463.SZ,X000157.SZ,X000066.SZ,X300142.SZ,X002179.SZ,X300124.SZ,X600271.SH,X002008.SZ,X600867.SH,X000977.SZ,X000625.SZ,X002371.SZ,X002129.SZ,X002506.SZ,X300136.SZ,X600498.SH,X002049.SZ,X600177.SH,X002456.SZ,X600066.SH,X002180.SZ,X600487.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.419407923084548,0,0,0.0332755812364765,0,-0.00342918258790823,0,0,0.135157507267944,0,0.110498982854425,0,0,0,-0.1097782305857,0,0,0,0,0.0149666933842629,0,0,0,0,0,0,-0.0407765253536744,0,0,0,0,0,0,0.022422191467016,0,0,0,0,0,0,0,0,0,0,0,0,0.0600373892151495,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.0495410918479436,0,0.312555942681516,0,0,0,0,0.349365352811163,0,0,0.0844950360524115,0,0.0112448491892457,0,0,0,0,0,-0.112676487357131,0,0,0,0,0,0,0,0,0,0,0.0464316804361092,0.0877854802840785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.13350248749879,0,0.185237030113188,0,0,0,0.0909608058270088,0,0.0801417673875363,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0207912734500876,0,0,0,0,0,0,0,0.0921869248442402,0,0,0,0,0,0,0,0,0,0.000482553839870931,0,0,0,0.00784827107865132,0.195390181151769,0,-0.0149724400259189,0,0,0,0.0126421525063109,0,0
X000651.SZ,0,0,0,0,0.0500329952602538,0,0,0,0,0,0,0,0,0,0,0,0.224952682947458,0,-0.0568227718945079,0.0294591546482679,0,0,0,-0.0123566174200909,0,0.0524183951027171,0.179136003382115,-0.0244632759070944,0,0.13147653664451,0,0,0,0,0,0.114206963076362,0,0,0,0.016483939079488,0,0,0,0,0,0,0.0211393375503586,-0.0641699891411651,0,0,0,-0.00483306556411549,0,0,0,0,0.0153199029422439,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0177448028926834,0.104344154642973,0,0,0.11557427612876,0,0,0,0,0,0,0,0,0.0388487139998065,0.19546291446563,0,0,0.0842787072972433,0,0,0,0,0,0,0,0,0,-0.00536207896579866,0,0,0,0,0,0,0,0.00809993697567056,0,0,0,0.0947285688539466,0,0,0,0,0,0,0,0,-0.0110017501454629,0,0
X600104.SH,0,0,0,0,0,0,0.00504993614534472,0,0,0,0,0,0,0,0.0902980111863752,0.128231960120949,0,0,-0.0813301713056179,0,0,0,0,0,0,0.0976770245869154,0,0.0347725582715722,0,0,0,0,0,0,0.0462564597995756,-0.0256988339046654,0,0.156991659027502,0,0,0,0,0,0,0,0.00458227176507602,0,0,0,0,0,-0.0120415985269775,0,0,0,0,0.0146286991891018,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00161009480898448,-0.112336492525332,-0.0511597505045287,0,0,0,0,-0.042287459755585,0,0,0,0,0,0,0,0,0.0417970125226433,0,0,0.0229725341047303,0,0,0,0,-0.0300145030453059,0,0,0,0,0.177346001133667,0,0
X002304.SZ,0,0,0.117858925736529,0,0,0,0.0952675417369422,0,0,0,0,0,0,0,0,0.0149437479144859,0,0,0,0.283240060742953,0,0.0126448927133147,0,0,0,0,0,0,0,-0.0557308523921284,0,0,0,0,0.156806488920353,0,0,0,0,-0.0229275949273312,0,0,0,0,0,0.0300434027974811,0,0,0,0,0,-4.33680868994202e-19,0.000972075771894814,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.299372049301387,0,0,0,0,0,0,0,0,0,0,0,0.0919349819213448,0,0,0,0.0805400380582016,0.0527691721454126,0.0425487690911643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00801125895383713,0,0,0,0,0,0,0,0,0,0,0.0958279620445145,0,0.0116538751765098,0.00700590041591922,0,0,0,0,0,0
X002475.SZ,0,0.122522774863287,0,0,0.183041938492395,0,0,0,0,0,0,0,0.0980461497531663,0,0,0,0,0.00580133779177192,0,0,0,0,0.0514129562117785,0,0,0,0,0,0,0.100720010749679,0,0,0,0,0.217357343760343,0.15017431157093,0,0,0,0.017297092928138,0,0,0,0,0,0,0,0,0,-0.0813457938385571,0,0.00981926135202307,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.0941235576789069,0,0.0350912582789344,0,0,0,0.128249843523261,0.0546538192362243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353158434176745,0,0.166627453061103,0,0,0,0,0,0,0,-0.0558113887832339,0.108219789777912,0,0,0,0,0,0
X000568.SZ,0,0.600588030299168,0,0,0,0,0,0.215330366804466,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.117163226623258,0,0.181517129390288,0,-0.0378060309405013,0,0,-0.059774081415792,0,0,-0.0240397449660157,0.0555825886707762,0,0,0,-0.182446155813939,0,0,0,-0.032049638586932,-0.0045727140581321,0,0.0332893978255397,0,-0.0997341771962184,0,0,0,0,0,0.0872186320911684,0,0,0,0,0,0,0,0,0.00891259552482595,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0878598343762813,0,0,0,0,0.103275614815281,0,0,0.116957970890852,0,0,0,-0.0387598289960876,0,0,0,0,0,0.0546418033028354,0.176014098884154,0,0,0.0615599500797064,0,0,0,0,0.0582545888736893,0,-0.0449952826798705,0,0,0,0,0,0,0,0,0,0,0,0,0.0176474163986373,0,0,0,0,-0.0223944608673137,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00913966412056043,0,0,0,0,0,0,0.0481613424150492,0,0,0,0,0,0,0,0,0,0,0.147393315713668,0.0412273641978895,0,0,0,0,-0.129577039657989,0,0,0,0,0,0.0662052044987001,0,0,0,0,0,0,0.0212792205640777,0,0,0,0.00917150022127887,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163511183765295,0,0,0,-0.00321591664629543,0,0,0,0,0.142108510257965,0,0,0.0302173129060364,0.175818423380875,0,0,0.0313062790712815,0,0,0.106200715854274,0,0,0,0,0,0,0.0514913796977056,0,0,0,0,0,0,0,-0.0203794441881598,0,0,0,0,1.0842021724855e-19,0,0
