,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X600690.SH,X000651.SZ,X002475.SZ,X600104.SH,X003816.SZ,X002371.SZ,X300124.SZ,X000725.SZ,X000596.SZ,X000063.SZ,X300014.SZ,X600031.SH,X002129.SZ,X000625.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600703.SH,X002049.SZ,X002236.SZ,X600372.SH,X000100.SZ,X000661.SZ,X002241.SZ,X601877.SH,X000157.SZ,X600741.SH,X002180.SZ,X600702.SH,X000977.SZ,X600522.SH,X002074.SZ,X600584.SH,X300142.SZ,X600460.SH,X000733.SZ,X300003.SZ,X002007.SZ,X000800.SZ,X300146.SZ,X002294.SZ,X002463.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.164741478901393,0,0,0,0.199823864166039,0,0,0,0,0,0,0.0694588591811052,0,0,0,-0.0443218945082871,0.0502586503110179,0,0,0.0319389066057689,0,0,0,0,0,0,0,0,0,-0.0410821513984564,0,0,0,0,0.0662371595966453,0,0.0303118252345449,0,0,0,0,0,0,0,0,0.0682236936917261,0.0479377929467461,0,0,0,-0.0798349316375778,0.0421447131363908,0,0,0,0,0,0
X000858.SZ,0,0,0,0.11266205676755,0,0.0661481853010219,0,0,0,0,0,0,0,0,0,0.092338457810859,0,0,0.0660130588350702,0,0,0.033087592413456,0,0,0,0.00518688928362828,0,0,0,0,0,0,0,0,0,0.0221870714449395,-0.0166215972808918,0,0,0,0,0,0,0,0,0,0.00290590645926852,0,0,0,0,-0.0338432669731141,-0.00214003254462808,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.0902016379984948,0,0,0,0,-0.127735951021489,0,0,0,0.0160873869531241,0.22184294342888,0,0,0,-0.0399004006460205,0,0,0,-0.0169128921949883,0.160623854261474,0,0,0,0.0940444511529656,0,0,0,0.134942615870821,0,0,0,0.0465865529260982,0.0731163921671778,0,0,0,0,0,0.0823832607710741,0,0,-0.0333049549236849,0.105079593097897,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.350578535155578,0,0,0,0,0.3088667026694,0,0,0,0,0,0.0322840473942876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940378409891334,0,0,0,0,0,0.0174073846326145,0,0,0.11147503154397,-0.00118588730931136,0,0,-0.09481005441972,0,0,0,0,0,0.0608806615976945,0,0,0,0,0,-0.0427910551422951,0,0,0,0,0,0,0
X600276.SH,0,0,0.0440127589884338,0,0,0.133225572396548,0,0.131640400366894,0,-0.0341997217317904,0,0,0.0262391553807605,0,0,0,-0.0494364463142712,0.0568539101965938,0.205747395577908,0,0,0,0,0,0,0,0.00474802619619942,0,0,0,0,0,0,0,0,0,0,0,0.0254284032986558,-1.73472347597681e-18,0,0,0,0,0.511908394943483,0,0,0.00402449474785676,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.357578740892952,0,0,0,0,0.232982900682169,0,0.187041955996058,0,0,0,0,0,0,0.0136504901465125,0,0,0,0,0,0,0,0,0,0,0.0359678587476351,-0.0963405491140052,0,0.0541647122276849,0,0,0,0,0.0640603834915964,0,-0.0140251465729992,0,0,0,0,0,0,0,0,0,0,0,0,-0.0268050590012981,0,-0.043836635413155,-0.0121144854430215,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.244270722762372,0,0.0923430315543494,0,0,0,0,0,0,0,0,-0.0430545495394974,0,0,0,0,0,0,0,0,0,-0.0430718515176021,0,0,0,0,-0.0591296782629912,0,0,0,0.15702310255671,0,0,0,0,0,0,0,0,-0.0256396318753697,0,0,-0.00186436079761351,0,0,0,0,0.00544041059487074,0,0,0,0,0,0
X600690.SH,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.124769291798574,0,-0.499465449874318,-0.00762171477310298,0,0.234168637012362,0.133767080489216,0,0,0,0,0,0,-0.162526692577379,0.0239040137739441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207071669449927,0,0,0,0,0.0518045337015251,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0134569384870144,0.373152695353367,0,0,0,0,-0.0170130252906795,0.100063608065037,0,0,0,0,-0.551186862001558,0,0,0,0,0,0.0862998553728614,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.114282296032739,0,0,0,-0.0355664864807885,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215632260952406,0,0,0,0,0,0,0,0,0,0,0.116109681333365,0,0,0,0,0,0.111237168853869,0,0,0.094672309871235,0,0.0446853806844432,0,0,0,0,-0.157609797742439,0,0,0,0,0,0.0381469101971163,0,0,0,0,0,0
X600104.SH,0,0,0.00918047819182255,0,0,0,0,0,0.126922668194514,0,0,0,0,0,0,0,0,0,0,0,0.240355443134427,0,0,0,0,0.0123077140364104,0,0,0,-0.0306310113795462,0,0,1.73472347597681e-18,0.210653889381422,0,-8.67361737988404e-19,0.0099695781415381,0,0,0,0,0,0,0,0,0.0615255719412675,0,0,0,0.0244189243830353,0,0.00100875534532772,8.67361737988404e-19,0,0,0,0,0,0
X003816.SZ,0,0,0.0179754687638209,0,-3.46944695195361e-18,-0.0456406778512428,0,0,0,-0.0904425499577528,0,0,0,0,0,0,0.0437734279729015,0,0,0,0,0.099711543723331,0,0.0681915174165027,0,0.0171485652865689,0,0,0,-0.0867655037075949,0.031235898025799,0,0,0,0,0.0117756801790848,0.0793202714792469,0,0,0,0,0,0,0,0,0,0,0,-0.059711529203704,0,0.0243089629626579,0.0302976172689785,-0.00750657729244472,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106543399181123,0,0,0,0,0,0.00288569466413831,0,0,-0.506948711226443,0.511351356924635,0.101236937294171,0,0,0,0.0196191651400577,0,0,0,0,0,0,0,0,0,0,0,0.00387393530831304,0.0557678498273125,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.0793260236522195,0,0,0.127142431358832,0,0,0,0,0,0,0,0,0.146566671946499,0.0310109378221574,0,0,0,0,0,0,0,0,0,0,0.0385646284585002,0.1566443610508,0,0,0,0,0.00021441610731204,0.0693948121283906,0,0,0.132637294026497,0,0,0,0,0,0,0,0,-0.0435299938885454,-0.157447862308197,0,-0.00934291268337762,0.0475928941167336,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153348882652111,0.111430130608035,0,0.113113026633619,0,0,0,0,0,0,0,0,0.0669326964723439,0,0.0104332807705477,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0520658195192389,0,-0.0102973046054062,-0.0457346384294771,0,0,0,0,0,0
X000596.SZ,0.126767488562698,0.249457499684568,0,0,0,0.063672012902704,0,0,0,0,0,0,0.0159723235283515,0.0300447284995501,0,0,0,0.041312593271662,0,0,0,0,0,0,0,0,0,0,0,0.172935795423409,0,0,0,0,0,0.0423938075777224,0,0,0,0,0,0,0,0,0,0,0.0876873310699254,0,-0.00920604951491811,-0.0861204954062298,0,0,0.00942190449600919,0,0,0,0,0,0
X000063.SZ,0,0,0.140389008980147,0,0,0,0,0,0,0,0,0,0.344691754911284,0,0,0,0,0,0,0,0,-0.165182409075585,0,0,0,-0.329446537829279,0.496045742903601,0,0,0,0,0,0,0,0,0,0.0113417527818223,0,0,0,0,0,0,0,0,0,0.103100586980596,0,0,0,0.161685599062416,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,-0.0814834224383056,0,0.0509134611733881,0,0,-0.00874492297513273,0,0,0,-0.17436325785862,0,-0.272016533103608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225703624966923,0,0,0,0.276414797528603,0,0,0,0,0,0,0,0,0,0,0.0715414826993633,0,0,0.00913692329320888,0,0,0,0,0,0
