,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X600066.SH,X002241.SZ,X002236.SZ,X000568.SZ,X600271.SH,X000100.SZ,X600031.SH,X600118.SH,X002475.SZ,X002456.SZ,X002292.SZ,X600177.SH,X000559.SZ,X000338.SZ,X600372.SH,X002007.SZ,X000157.SZ,X300003.SZ,X002074.SZ,X002506.SZ,X002180.SZ,X600867.SH,X600522.SH,X300124.SZ,X002294.SZ,X002085.SZ,X600498.SH,X600089.SH,X002426.SZ,X002508.SZ,X000050.SZ,X601877.SH,X002249.SZ,X600487.SH,X002465.SZ,X000869.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.19039907082071,0,0,0,0,0.117308665523156,0,0.00639702921315365,0,0,0,0,0,0.0277206638771945,0,0.153723233709536,0,0,0,0,0,0,0,0.126889363597001,0.0415610971371159,0,0,0.173946604077761,0,0,0,0,0,0,0,0,0.0370473772357973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082147723202687,0,0,0,0,0.0630481304666208,0,0
X600104.SH,0.134832476723357,0,0.107086906394865,0,0,0,0,0,0.455313360086134,0,0,0,0,0,0.0539311127943672,0,0,0,0,0,0,0,-0.0866948791383822,0,0,0,0,0,0,0,0,0,0,0.0505421670824296,0,0.00182914541922659,0,0,-0.0648832616363801,0.00721515331163515,0,0,0,0,0,0,0,0,0,0.0132739279084468,0,0,-0.00566302846973327,0,0,0,-0.33704200498866,0,0
X002415.SZ,0,0,0,0,0,0.0363591847186362,0,0,0,0,0,0,0,0,0,0.1052466187231,0,0,0,0,0,0.0804328655781441,0,0,0.12203873310672,0,0,0,0.0067252108318148,0,0,0.0149977657011206,0,0.0164836607041104,0,0,0,0.45993459236665,0,0,0,0,0.162893158618299,0,0,0,0,0,0,0.120651539487708,0,0.0750077049349172,-0.0660906792583957,0,0,0,-0.198813718319146,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0540926145151482,0,0,0.214172554071532,0,0,0.000606062874968539,0,0,0,0.504733238972514,0,0,0,0,0,0,0,0,0,0,0,0.077950542844158,0,0,0,0,0.0389546382713222,0,0,0,0,0,0.0789393043379073,0,0,0,0,0,0,0,0,0,0,0,-0.0354182794757261,-3.46944695195361e-18,0,0,0,0,0,0
X600276.SH,0.108813304466623,0,0.174436088701408,0,0,0,0,0,0,0,0.0541476556721268,0,0.0458145360243064,0.0401276445541704,0,0,0,0,0,0,0,0,0,0,0,0,0.0336610683518174,0,0,0,0,0.0269095795569573,0,0.0532363757373931,0,0,0,0,0,0,0,0,-0.012605180736245,-0.0756108580046841,0.0855380884611908,0,-0.126122986242475,0,0,0,0,-0.0229463425030984,-0.0425175527692805,0,0,0,0,0,0
X002304.SZ,0.0314570256228986,-0.00505423599367572,0,0,0.625588150161721,0,0,0,0,0,0,0,0,0,0,0,0.131165793637026,0,0,0,0,0,-0.0181901640785919,0,0,0,0,0.0853288854003379,0,0,0,0,0.0909874028532854,0.0614100723600935,0,0,0,0,0.000155957688069655,0,0,-0.0194500839038726,0,0,0,0,0.0483000104039866,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.185402931136872,0,0,0,0,0.0459074510267481,0,0,0.0657701344596402,0,0,0,0,0,0,0.0558240489856075,0.0801924468180694,0,0,0,0,0,0,0,-0.00470322114906631,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010976344829497,0,-0.0778904861038981,0,0,0,0,0,0,0
X000625.SZ,0,0.153078250220361,0,0,0,0,0,0,0,0.0300483587508515,0,0,0.117155062039273,0.0683183520340135,0,0,0,0,0,0,0,0,-0.017533243579885,-0.0183849891601717,0.00211227132376921,0,0,0,0,0,0,0,0,0,0,0.0545512126179013,0,0,0,0,0,0,0,0,0,0,0.0940399579649414,0,0,0.00908166581370694,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.147901247353301,0,0,0,0,0,0,0,0.00252718546326023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152573627113843,0,0.028576642997524,0,0,0.0274337338515402,0,0.0721671375554012,0,0,0,0,0,0,0,0.0135717111460199,0.0105213396072187,0,0.00745673456168277,0,0,0.0379816393299312,0,0,0.0819339997215636,0,0,0,0,0,0
