,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000725.SZ,X000625.SZ,X002371.SZ,X600031.SH,X000596.SZ,X300014.SZ,X002129.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002049.SZ,X000100.SZ,X002236.SZ,X600372.SH,X000977.SZ,X600741.SH,X002241.SZ,X600584.SH,X601877.SH,X000157.SZ,X000661.SZ,X600522.SH,X002180.SZ,X002074.SZ,X600702.SH,X000733.SZ,X002463.SZ,X000800.SZ,X300142.SZ,X600460.SH,X601799.SH,X002007.SZ,X000066.SZ,X002028.SZ,X000988.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.370722443786754,0.0832491779803104,0,0.0225674552085673,0.050299303811328,0,0,0,0.0839552438094644,0,0,-0.0679807644982345,0,-0.0787345749351805,0.00689892846454518,0,0,0,0.0626239500187376,0.000944569821682417,0,0,-0.023310252179547,0,0,0,0,0,-0.0261730748130322,0,0,0,0,0,0,0,0,0,0,0,-0.00112779615249877,0,0,0,0,0,0,0,0,0,0,0.0265920131378517,0,0,0,0,0,0
X000858.SZ,0.12866940973422,0,0.58951544160716,0,0,0,0,0.049436961245174,0,0.00451759293309067,0,0,0,0,0.0119026651076882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00970863254542471,0,0,0,0,0,0,0,0,0,0.0986529493427533,0,0,0,0,0,0,0,0.0322111883329749,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0
X000568.SZ,0.49599012840998,0.246117718689206,0,0,0,0,0,0,0,0,0,0,-0.0200646892666941,0,0,-0.0219249516533605,0.0524475474047591,0,0.132527235881853,0,0,0,0,0,0,0,0,-0.0113374898376651,0,0.0116719961964241,0,0,0,0,0,0,0,0,0,0.19914961939175,0,0.0499449860121822,0,0,0,-0.0302982604385092,0,0,3.46944695195361e-18,-0.0735458947287026,0,-0.00480944366033128,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.162161769309706,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.186089578407185,0,0,0,0.324371841307657,0,0,0,0,0,0,0,0,-0.286561102830033,0.32663645306281,0,0.115499300914019,0,-0.143374270911073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,-0.0472298370485308,0,0.266600641511872,0,0,0,-0.0158416381068143,0,0,0,0,0.1522740361531,0,0.0885479508525634,0,0,0,0.05251406891529,0,0,0,0,0.178907626772522,0,0,0,0,0,0,0,0,-0.0682553872152977,0,0.113735783462037,0,0,0,-0.0309223766372528,0,0,0,0,0,-0.0131037806127378,0,0.0992615526243312,0.102716211081357,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0262728289121332,0,0,-0.243647418303397,-0.0317433409280392,0,0.263904309329356,0,0.0836379675640218,0,0,-0.373324516016004,0.188786994377504,0,0,-0.386169359005479,0,0.0311930088044043,0,0,0,0,0,0.297342351913209,0.106594554924288,0,0,0,0,0,0,0,0,0,0,0,0,0.137552844676193,0,-0.0113811350122358,-0.108842012262668,0,0,0,0,0,0
X002475.SZ,0,0,0,0.113258382490628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25176583587833e-05,0,0,0,0.0604683554474827,0,0.0699700597338327,0,0.65162397374523,0.11014611351949,0,0,0,0,0,0,0.00136295429309079,0,0,0,0,0,0,0,0,0,0,0,-0.0173712174117271,0,0,0,0,0,0,0
X600690.SH,0,0.254230397661725,0,0,-0.0195540866094699,0.0364939691331473,0,0,0,0.0237607402347252,0,0,0,0,0,0,0.00701993250156136,0.00023218802075252,0,0,0,0,0,0,0,0,0,0,0,-0.00347605338314927,0,-0.0472740699734285,-0.0157587056506977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235593120539591,0,0,0,0,0,0,0,0
X002304.SZ,0,0.15573092628453,0.340078952591322,0,0.00686537729563988,0,0,0,0,0,0,0,0,0,0.0532618136786023,0,0,0,0.116538573874162,0.0331408238078713,0,0,0,0,0,0,0,0.00210182217924312,0,8.67361737988404e-19,0,0,0,0,0,0,0.00690068408608986,0,0,0,0,0,0,0,0,0,0,0,0,0.0118058633968805,0,0.00385136419107456,0.0137149981737726,0,0,0,0,0,0
X000651.SZ,0,0.112512122974066,0,-0.0831742566587453,0,0,0,0.450041480742017,0,0,0,0,0,0,0,0.0624417585506211,0,0,0,0,0.0779099557670561,0,0,0,0,0,0,0,0,-0.0281522970200598,0,-0.0228605092702263,0,0,0,0,-0.0150940098916321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140489539498451,0.0141467701383814,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,-8.67361737988404e-19,0.0146037498335047,0,0,0,0,0,0.0655095573496755,0,0,0.264309141223612,0.116260760270235,-1.38777878078145e-17,0.0437143343816817,0,0,0,0,0,0,0,-0.350406633323185,0.130762182480582,0,0,0,0,0,0,0,0,0,0.0893099626632886,0,0,0,0,0,0,0,0,0,0,0,-0.0922996109374515,0,0,-0.0360362615679162,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0103620417105232,0,0,0,0,0,0,0,0,0.108728182184769,0,0.135506122664576,0.0200529659061254,0,-0.0127035131287118,0,0,0,0,0,0.0762861931437371,0.00713762723133708,0,-0.0290905837676436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141543810279185,0.0274104244830369,0,0,0.0173647199313495,0.028509269594842,1.0842021724855e-19,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.158782550110018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527575462985305,0,0,0,0.146063878724554,0,0,0,0,0,0,0,0,0,0.0999414484098123,0,0.119730047470789,0,0,0,0,0,0,0,0.114366061652825,0,-0.0822625356254474,0,0,0,0,0,0,0
