,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600031.SH,X000568.SZ,X600066.SH,X002475.SZ,X000100.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X002236.SZ,X600118.SH,X600271.SH,X002085.SZ,X600177.SH,X000157.SZ,X002007.SZ,X600372.SH,X300124.SZ,X300003.SZ,X000559.SZ,X600867.SH,X002294.SZ,X002292.SZ,X600089.SH,X002180.SZ,X002426.SZ,X600522.SH,X002074.SZ,X002508.SZ,X002506.SZ,X000981.SZ,X601877.SH,X000623.SZ,X300136.SZ,X000536.SZ,X600498.SH,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00631188490456716,0.0252201095588186,0,0.375882830404849,0,0,0.075163757311769,0,0.0223873432863876,0.0442123323775463,0,0,0.0237916636521474,0,0,0,0,0.0546950139708228,0,0.0508931392510446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215148334482025,0,0,0,0,0,0,0.00218059265637007,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0711696370761133,0,0,0,0,0,0.847747641545157,0,0.0831575622315241,0,0,0,0,0,0.0926267485505219,0,0,0,-0.0694138317016751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0450486070292012,-0.0779255715390675,0,0.00981854681761091,-0.129532402631341,-0.0232431003063518,0,-0.00757494870870954,0.152077954632121,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.822731360409301,0,0,0,0,0,0,0,0,0,0,-0.0545913045629624,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504239640161457,0,0,0.26523524793189,0,0,0,0,0,0,-0.0552903923434963,0.371890314603929,-0.163162467774471,-0.115527899160134,0,0,-0.445292722114904,0,0.0187729770020172,0,0,0,0,0,0
X002415.SZ,0,0,0.0867026891164931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228244130670434,0.0152302710874184,0,0.0615082698993037,0,0.0391090815282528,0,0.00862615726137897,0,0,0,0,0,0,-0.0613266267021298,0,0,0,0,0,0,0.334031192960548,0,0,0,0.078853886709924,0,0,0,0,0,0,0.00472431611125735,0,0,0,0,0,0
X000858.SZ,0.0224751931558004,0,0,0.0129948227752983,0,0,0,0,0.185941575428938,0,0.118214207748408,0.0842129853495083,0,0,0.422608859799558,0,0,0,0,0,0.045094471706517,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.00828871640628885,0,0,0.0287159862933279,0,0,0,0,-0.0105187464705353,0.0171537872601901,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0492209993094855,0,0,-0.06543356171921,0.061694138249409,0,0,0,-0.0562386649679767,0,0,0,0.0939245772995615,0,0,0,-0.0123144890990234,0,0,0.0889252112293096,0,0,0,0.0342074244112989,0,0,0,0,0,0,0,0,0.137277045953905,0,0,0.0795420320491166,-0.0515628554592693,-0.0287956429834305,0,0,0.0397018648558871,-0.014956427262467,0.094429929682748,0,0,0,0,0
X002304.SZ,0,0.0902947211147423,0,0,0,0,0,0,0,0,0,0,0.271508565456448,0,0.13207187111192,0.030869145927949,0,0,0.0483285391192852,0.0809323972388423,0,0,0,0,0.0373270269927177,0,0,0,0,0.0236053162311656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0854575729724794,0,0.00757298789948239,0,0,0,0,0,0
X000725.SZ,0,0,0.118732616728608,0,0,0,0,0,0,0.0429314303101163,0,0,0,0,0,0,0,0,0.0659802103091557,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0572859572512953,0,0.00467368433399956,0.298660931689501,0,0.0369048748957972,0.0585559455923268,0,0,0.0816062494388171,0.0321492563570188,0,-0.0036016995463857,0.0975946052284029,0,0,0,0,0
X000625.SZ,0,0.18189856191504,0.110734529147671,0,0.221608186972088,0,0,0,0,0.022871211278722,0,0,0.147445107112079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164884032759716,0,0.0266332277937408,0,-0.0176590717784263,0,0,0,0,0.0479107483334858,-0.0475545720328494,0,0,0,0,0,0
X000063.SZ,0,0.0699284459836643,0.117422775082329,0,0,0,0,0,0,0,0,0,0,0.0243139513611806,0,0,0,0,0,0.296249872463159,0.0412970363569226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168752514182885,0,0,0,0,0.154911709425418,-0.0692373632358081,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X600690.SH,0,0,0.0888056789955763,0,0.24054347955023,0,0,0,0,0,0,0,0,0.111636742004987,0,0,0,0,0.259723332150589,0.0777458195689377,-0.136336434136335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0889370764953677,0,0,0.147611107443568,0,0,0,0,0,0,0,0,0.0127673649258947,-0.0218077002798802,0,0,0,0,0,0.121841102207146
X600703.SH,0,0,0,0.114744587432186,0,0,0,0,0.293796730991977,0,0,0,0,0.123618948777576,0,0,0,0,0,0,-0.118686985932033,0,0.158367705986652,0,0,0,0,0,0,0,0,0,0,0,0,0.085977563142947,0,0,0,0,0,0,0,0.0226847263610099,-0.0720983548848128,0,0,0,0,0.175772632438045,0.0358338830411789,0,0,0,0,0,0,0
