,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600031.SH,X600809.SH,X600690.SH,X002304.SZ,X600104.SH,X002475.SZ,X000725.SZ,X000661.SZ,X000338.SZ,X003816.SZ,X300124.SZ,X000100.SZ,X000063.SZ,X300014.SZ,X600703.SH,X000157.SZ,X000596.SZ,X002129.SZ,X002241.SZ,X600741.SH,X000625.SZ,X601877.SH,X002179.SZ,X300142.SZ,X002007.SZ,X002236.SZ,X002371.SZ,X002049.SZ,X002414.SZ,X600584.SH,X300003.SZ,X600183.SH,X601799.SH,X000800.SZ,X002074.SZ,X000799.SZ,X000066.SZ,X300146.SZ,X600707.SH,X002008.SZ,X600089.SH,X000977.SZ,X002294.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.170357328063225,0,0,0,0.158895549984172,0,0.025934528589669,0.0615411062965276,0.0375862223571042,0,0,0,0,0,0,0,0,0,0,0,0.0963391106125386,0,0,0,0,0,0,0,0,0,0,-0.147379641151459,0,0,0,0,0,0.0637540098632912,0,0,0.0465303265642966,0,0,0,0,0,0,0,0,0,0.00695284596803588,-0.0252865548007681,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.323823793294356,0,0.160624329740295,0,0.112533652362507,0,0,0,0,0,0,0,0,0,0,0,0.0154453477726154,0,0,0,0,0,0,0.00586310383191426,0,0,0,0,0,0,0,0,0,0,0,0.0148360792536763,0.114278053666785,0,0,0,0,0,0,0,0,0,-0.00371969209388784,-0.0209090325720884,0,0,0,-0.0202894145627514,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.022545123777638,0.158070523516708,0,0.159078746552212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584775622216798,0,0.13464894587205,0.402440917337898,0,0,0,0,0,0,0,0,0,0.0256761221507306,0,0.0123997225015271,-0.00966177131258305,0,0,-0.039763663956854,0,-0.121802194804651,0,0.00803189869612194,0.00856397597725115,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0370175300821668,0,0,0,0,0,0,0,0,0,0,0.0228992357435514,0,0,0,0,0.0265582715881719,0,0,0,0,0.0221766476551582,0,0.179427638622607,0,0,0,-0.0227300576571587,0,0,0,0,0,0.128079102525631,0,0.00129039315151172,0,0,-0.16323619095354,0,0.00146956784414477,0,0,0.120989976772244,0,0,0,0.0201525574053367,0,0,0,-0.0428333212989458,0,0
X000651.SZ,0,0,0,0,0,0,-0.0370710890231066,0.0389157263746555,0.147762994151618,0.156880736342194,0,0,0,0,0,0,0.0604443103972614,0.0882716556414782,0,0,0,0,0,0.0515467363177984,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0449047660994738,-0.110074569991544,0,0,0,0,0,0.0101465789312233,0,0,0,0,0,-0.0154456271687205,-0.0475427378308449,0.0356285220216715,0,0,0,0,0,0
X000568.SZ,0.00266013915523954,0.666285172852323,0,0,0,0,0,0,0,0.0353807157641399,0,0,0,0,0,0,0,0,0,0,-0.0179945398402631,0,0,0,0,0,0,0,0,0,0.0680007444052972,0,0,0,0,0,0,0,0,0,0,0.29156273926287,0,0,0,0,0,-0.0637595319973119,0,0,0,0,-0.0305948688420939,0,0,0,-0.0142743277360336,0,0
X600031.SH,0,0,0.080471396068577,0,0,0,0,0.244257213096968,0.0353777042222443,0,0,0,0,0,0,0,0.0632061559952727,0,0,0,0.203017685445828,0.169086451693936,0,0,0,0,0,0,0,0,0,0,0,0.0682033811906475,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.040012477733409,0,0,0,0,-0.0181215205488852,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.332268258719913,0,0,0,0,0,0,0.0825347443154001,0,0,0.0589454346922285,0,0,0,0,0,0.262101452803449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035694249821457,0,0,0.165436682659631,0,-0.0183910857859856,0,0,0,0,0,0,0,0,-0.0598465312818099,0,0,0,0,0,0
X600690.SH,0,0,0.23171386896718,0,0,0.0372511859333094,0,0.273422980015409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0723134496745592,0,0.20061948330204,0,0,0.0468287626823854,0,0,0,0,0,0,0,0,0,0,0,0,0.0334369505832396,0,0,0,0,0,0,0.0253484779122665,0,0,0.00403320609272013,0,0,0,0,-0.079618355500041,0,0
X002304.SZ,0,0.246374747303748,0,0,0,0.0176428198178308,0,0,0.0225844115697475,0,0,0,0,0,-0.0324435626173339,0,0,0,0,0,0,0,0.0958498170558086,0,0,0,0,0,0,0,0,0.0222332304411014,0,0,0,0,0,0,0.0691044992927048,-0.081422622092073,0.171172625294351,0.119993604705412,0,0,0,0,0,0,0,0,0,-0.0352657556617287,0,0,0,0,-0.0745054578166595,0,0
