,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600809.SH,X000651.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X000063.SZ,X003816.SZ,X002241.SZ,X000625.SZ,X000596.SZ,X600703.SH,X000100.SZ,X300142.SZ,X002371.SZ,X000157.SZ,X002129.SZ,X002179.SZ,X002049.SZ,X600741.SH,X000799.SZ,X600702.SH,X002007.SZ,X601877.SH,X002236.SZ,X600584.SH,X600779.SH,X002414.SZ,X300146.SZ,X300003.SZ,X601799.SH,X600183.SH,X000800.SZ,X600460.SH,X002074.SZ,X000066.SZ,X600089.SH,X002508.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.15358703559922,0,0,0.0511608259800725,0,0,0,0,0,0,0,0.0541097508802199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249037947921344,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,-6.93889390390723e-18,0.129999071237617,0,0,-0.139103675458145,0,0,0,-0.100713955596683,0,0,0,0,0,0
X000858.SZ,0.175974520439853,0,0,0.170485186035981,0.361610270873736,0,0,0.0188000903733195,0,0,0,0,0,0,0,0,0,0,0,0.0548528614630334,0,0,0,0,0,3.46944695195361e-18,0,0,0.0524681182649269,0,0,0.113491167674675,0,0,0,0,0,0,0,0.0325201153558369,0,0,0,0,0,0.00959474738740561,0,0,0,0,0,0.000814649859687429,0,0,0,0,-0.00608336276097884,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0284276620252776,0,0,0.0551151404008436,0,0,0,0,0.191361158829163,0,0,0.0173367069800864,0,0,0,0,0,0,0,0.0943652896472608,0,0,0.0567391030983337,0,0,0,0,0,0,0.0288897802505698,0,0,0.0648080762656199,0,0,0,0,0,0,0,0,0,0,0,0.0040754027708336,0,0
X600276.SH,0,0.0794493819923069,0,0,0.0304103165004173,0,0,0.125627012749354,0,0.0079527881755724,0,0,-0.101217178004212,0,0.0184317136948071,0,0,0,0,0.00418249228569252,0,0,0,0,0,0,0,0,0,0.193248612686448,0,0,0,0,0.113092323559801,0.150042862572182,0,0,0,-0.107866829051917,0,0,0,0,0,0,0,0,0,0,0,0.135405212242968,0,0,0,0,0.0123026716733792,0,0
X000568.SZ,0,0.362424501781504,0,0,0,0.0186495700179268,0,0,0,0,0,0,0,0,0,0.048171833504739,0,0,0,0,0,0.177694468010927,0,0,0,0.0556152279816324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155384298862669,0,0,0,0.145539672091548,0,0,0,0,0,0,-0.0721085488193585,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.110305777341549,0,0,0,0,0,0,0,0,0,0,0.00547860046717468,0,0,0,0,0.0155821637074563,0,0,0,0,0,0,0,0,0,0,0.375933246845994,0.0410918723638552,0,0,0,0,-4.33680868994202e-19,0,0,0,0.136552608805001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0781295095975058,0,0
X000651.SZ,0,0,0,0,0,0,0,0.058146769712023,0,0,0,0,0,0,0,0,0,0,0,0.0496175836349756,0.0182387813387584,0,0,0.219634553876698,0,0,0.0235142577066491,0,0,0,0,0,0.0606822661186854,0,0,0,0,0.0201812983318456,0,0,0,0,0,0,-0.0453034881096858,0,0,0,0,0,0,0,0,0,0,0,-0.00181073804124597,0,0
X002304.SZ,0,0,0,0.270486832291582,0.0604408342330635,0.080917817210294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247076402363571,0,0.0307752195567472,0,0,0,0,0,0,0,0,0,0,0,0,0.0996403035845942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207906796168284,0,0
X600690.SH,0,0,0.13648892979431,0,0,0,0,0,0,0.0574916466920076,0,0,0.0563223312998997,0,0,0.0305354661866495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540874329232412,0.0373358877511786,0,0.246215260157536,0,0,0.118616141702125,0,0,0,0,0,0,5.42101086242752e-20,0.0234349406694563,0,0.0153684145437638,0,0,0,0,-0.0161825772359869,0,0,0,0.0335296681415177,0,0
X002475.SZ,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0726144035171912,0,0,0,0.0435417978409089,0,0,0.192849039056594,0,0.158154072514937,-0.107112117113146,-0.0484436657746901,0.129756449178294,0.20656009650125,0,0,0,0.0444468544716226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684606965254435,0,0,0,-0.0525724918731824,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302391766355207,0.208064646990013,0,0,0,0,0,0.111852570678131,0,0,0,0,0,0.14672768356404,0.133368614924506,0,0,0,0,0,0,0,0,0,0.137965143152115,0,0.0390375066838532,0,0,0,0,0.023724838077699,0,0,0,0,-0.0409974991971164,0,0,0,0,8.67361737988404e-19,0,0
