,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X000651.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600031.SH,X600104.SH,X000725.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X000338.SZ,X003816.SZ,X002241.SZ,X000063.SZ,X000625.SZ,X000100.SZ,X000596.SZ,X600703.SH,X300142.SZ,X000157.SZ,X002371.SZ,X002129.SZ,X002179.SZ,X002049.SZ,X000799.SZ,X600741.SH,X002007.SZ,X002236.SZ,X601877.SH,X002414.SZ,X300146.SZ,X300003.SZ,X600702.SH,X600584.SH,X600779.SH,X601799.SH,X600183.SH,X000800.SZ,X600460.SH,X600089.SH,X000066.SZ,X002074.SZ,X600707.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.391818073733344,0,0,0,0,0,0,0,0,0,0,0,0.307221059891266,0,-0.00559361338474534,0,0,0,0,0,0.0951612055105091,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0514184775766418,0,0,0,0,0,0,-0.143455139801125,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0255216594377335,0,0,0,-0.0172151620476108,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.301465527116002,0.273531305426136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422576067373551,0,0,0,0,0.0996852357926746,0,0.0803956265774174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165124057735388,0,0,0,0,0,0,0,8.67361737988404e-19,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0107491133096321,0,0,0,0.0785603671093054,0,0,0,0,0,0,0,0,0,0,0.0961831033831026,0,0,0,0,0.192357956802229,0,0.220437539695806,0,0,0.0406542482119815,0,0,0.114196579436489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163081032555068,0,0
X600276.SH,0,0.155559535560588,0,0,3.46944695195361e-18,0.143413930305751,0,0,0,0,0,0,-0.0952523835173099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00134398188387056,0,0,0,0,0,0,0,0,0,-0.138985555043774,0,0,0,0,0.0926060113321605,0,0,0,0,0,0,0,0,0,0.0826133911226366,0,0,0,0,0.0145152263809505,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116885355750839,0,0,0,0,0,-0.0130761203219546,0,0,0,0,0,0.373517967006025,0,0,0.0971169159005399,0.463841365039871,0,0,0,0,0,0.0527966985328305,0,0,0,0.103943071403709,6.93889390390723e-18,0,0,0.00168520734529972,0,0,0.0261725456832934,0,0,0,0,-0.0751059097980632,0,0,0,-0.0103069464288676,0,0
X000568.SZ,0,0.744382150764516,0,0,0,0,0,0.0346672704819046,0,0.0658038301448491,0,0,0,0,0,0,0,0,0,0,-0.0346050879481776,0,0,0,0,0,0,0,0,0,0,0,0.298996886059564,0,0,0.00487990137086179,0,0,0,0,0.00898452316703169,0,0,0,0,0,0,0,0,0,0.0706015038005496,0,-0.0566853607728356,0,0,0,0,0,0
X000651.SZ,0,1.73472347597681e-18,0,0,0,0,0,0.0724320043647396,0.0326146613403496,0.0294069574770807,0,0,0,0,0,0.022364216925207,0,0,0,0,0,0.192649700943668,0,0,-0.0113036093413134,0.0488210027366998,0,0,0,0,0,0.0714075612463987,0,0,0,0,0,0,0.0473921222001308,0,0,0,0,0,-0.0488769634599295,0,0,0,0,0,0,0,0,0,0,0,-0.0117573499140119,0,0
X002304.SZ,0,0.136530761939791,0,0.0795777266489767,0.103288740750089,0.173508307714112,0.025929387086966,0,0.143685238094083,0,0,0,0,0.11568395393698,0,0,0,0,0,0,-0.0310223170909931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585424988625906,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0257335443090405,0,0,0,0,0,0,0
X600690.SH,0,0,0.101285577490387,0.00236538517756895,0,0,0,0,0,0,0,0,0,0.0572839163802656,0.118601106444644,0,0,0,0,0,0,0,0,0,-0.0323497331681394,0,0,0,0,0,0.163274989618782,0.363678819304714,0,0.00823982621388148,0.00751716019064289,0,0,0.0875300223129976,0,0,0.0659133243132784,0,0,0,0.00694340083662504,0,0,0,0,0,0,0,-0.117969070416185,0,0,0,0.0324166452841413,0,0
X002475.SZ,0,0,0,0,0,0,0.118256895048514,0,0,0,0,0,0,0.0686581078989367,0,0.138370875141862,0,0,0.35891737044664,0,0,0.086159743512077,0,0,-0.00303025396426937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117889128970766,0,0,0,-0.0106767015898503,0,0
