,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X000338.SZ,X002236.SZ,X600031.SH,X601877.SH,X300003.SZ,X002008.SZ,X002456.SZ,X000625.SZ,X300124.SZ,X600066.SH,X600271.SH,X600809.SH,X000100.SZ,X600867.SH,X600487.SH,X002294.SZ,X002241.SZ,X600566.SH,X000981.SZ,X300136.SZ,X002180.SZ,X002179.SZ,X000977.SZ,X002049.SZ,X600522.SH,X000157.SZ,X002508.SZ,X000050.SZ,X000661.SZ,X600089.SH,X600584.SH,X000596.SZ,X600177.SH,X300142.SZ,X002129.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0554831641046523,0,0.509246499592461,-3.46944695195361e-18,0,0.0228573187532071,0,0,0.00329327560603699,0,0,0.0410334848400803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360035977955236,0,0,0,0,-0.0189540193035342,-0.0227693238126346,0,0,0,0.0316628629636033,0,0,0,0,0,0,0.0189650950091623,0,0,0,0,0,0.0237708830455519,0.00325304066294167,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314615641142006,0,0,0,0,-0.00886634973839508,0,-0.143497919701698,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.18318784599091,0,0,0,0,0,0,0.2199113134383,-0.157609293297188,0,0.0989431310701397,-0.0682886480358004,0,0,-0.0210874867826714,0,0,0.114317610678439,0,0,0,0
X002415.SZ,0.190139238648376,0,0,0,0.0473255104336812,0,3.46944695195361e-18,0.0594159611083757,0,0,0,0,0,0,0,0.189453326557934,0,0,0,0.18289146347112,0.0242125530036282,0,0,0,-0.0301124660062719,0,0,0,0.21967735800074,0,0.08935820983725,0,0,0.136009976746355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0064879622177489,0.01594470632434,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.225581064179839,0,0,0,0,0.403380154179823,0,0,0,0,0,0,0.037852127028901,-0.00140559105788161,-0.0447600431796261,0,0,0,0.115793107434232,0,0,0,0,0,0,0,0,0,0,-0.0544979955173869,0,0,0,-0.0105426424354427,0,0,0.13879156823968,0,0,0,-0.0365031066885233,0,0,0.103161619148123,0,0,0,-0.0151175020290298,0.00178127831622487,0,0,0,0,0,0
X000858.SZ,0.23858121849811,0,0,0.325249964974117,0,0,0.0455820047536362,0,0,0.00195783204670981,0,0.401410202417795,0,0,0,0.0672458974221504,0,0,0,0,0,0,0,0,0.00649385258951092,0,0,0,0,0,0,0,0,-0.0590987227213004,0,0,0,0,0,0,0,0,0,0,-0.0489387413321522,0,0,0,0,0,0,0.00645840920088361,0,0,0,0,0,0,0
X600276.SH,0,0,0.0891244978436353,0.0427439182791831,0.182562478221839,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0586907984616902,-0.228104790303397,0,0,0,0.304243694125271,0,-0.00761271619077096,0,0,0,0,0.104341064526012,0,0,0.0810915985021294,0,0,0.0955223684900475,0.0336035474537115,0,0,0,0,0,0,0,0.0266311929295867,0,0.150977186962451,0,0,0,0,0,0,0,0,-0.0439500498407074,0.0535180552227122,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.125669987264149,0,0,-0.0471833534399095,-0.0487667592075831,0,0,0.284579206569554,0.0288035789649106,0.321546472286788,0,0,0,0,0,0,0,0,0,0,-0.04364799415692,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300285541153141,0,0,0,0,0,0,0,0,0,0,0.0122144328014978,-0.00912401721732125,-0.0956023085443474,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.192133213578595,0,0,0,0,0,0,0.00582770200061849,0,0,0.0530598874590456,0,0,0,0,0,0,0,0.364461933268187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146795144426725,0.44856069203576,0,0.0684757033902303,0,0,-0.0191799557429066,0,0,-0.0592148013618133,0.0396262774738766,0,0,0,0,0,0
X000063.SZ,0,-0.0237051740399022,0,0,0,0,0,0.52865040359653,0,0,0,0,0,0,0,0,0,-0.00914036333915671,-0.0367830171533346,0,0,0,0,0,0.172870076810165,0,0.143581541638767,-0.0372416714713675,0.313634302166934,0,0,0.145935358264523,0,-0.0244822509238993,0,0,0,0,0,0,0,0,-0.0165752781105825,0,0,0.236269920823299,0,0,0.0930284968406818,0,0,0.0340822521244892,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.286806245821714,0.141056089787689,0,0.111720085439314,0.0384158564284465,0,0,0,0.0896651039313794,0,0.10836773743424,0,0,-0.0330859836279629,0,0,0,0,0,0,0.0987776652105696,0,0,0,0,0,0,0,0,0,0,0,-0.161420764377109,0,0,0,0,0.0405604324652849,0,0.0356095850432031,0,0,0,0,0,0,0,0,0.0210760195184931,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0578942374391853,0.133570229230498,0,-0.150918703833292,0.414527209170682,0,0.297646114381154,0,0,0,0,-0.0413935818815839,0,0,0,0,0,0.166125037372758,0,0,0,0,0,0,0,0,0.140294671823859,0,0,0,0,0,0,0.0242951875613679,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.58962793924197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100579598272692,0,0,0,0,0,0.0882145955153174,0.0548864644881405,0.110925418259045,0,0,0,0,0,0.0571262744198834,0,0,0,-0.0278394934018542,0,0,0,0,0,0,0,0.00321954642004801,0,0,0,0,0,0.0215515608894426,0.0144803126690046,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.0597813944499811,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.331367683480829,0,0,0,0,0,0,0,0,0,0,0.0176087608979369,0,0.00888729370589065,0,0,0,0,0,0,0,0,0.000222325523988741,0,0,0,0,0,0,0,0,-0.00151990285643794,0.0238317234114358,0,0,0,0,0,0
X600741.SH,0,0.310656978657134,0,0.219963318432962,0.124110268964551,0,0.0758154928440727,0,0,0,0,0.00768316856197686,0,0,0,0,0,0,0.109846713823201,0,0,0,0,0,-0.0391246821040763,0,0,0,0,0,0,0,0,0,0,0,0,0.03620089524154,0,0,0,0,0,0,0,0,0,-0.0230041465963989,0,0,0,0,-0.0499525247705607,0,0,0,0,0,0
X000338.SZ,0,0,0,0.0671194087516784,0,0,0,0.246759319235975,0,0,-0.0862908955614684,0.0742174529090426,0,0,0,0.00159979243596659,0.465089154031935,0,0,0,0,0,0,0,0.21026007845234,0,0,0,0,0,0,0,0,0,0,0,-0.0307938487085601,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,-0.00102676546224619,0.0264886017281273,0,0,0,0,0,0
X002236.SZ,0,0,0.0791556822547299,0,0.061873283516355,0.35160613110489,0,0,0,0,0,0,0,0,0.0928152873900443,0,0,0,0,0.613924546856517,0.0794334659077354,0,0,0,0,0.0950616056533876,0,0,0,0,0,0,-0.271971810726168,0.364453129880742,0,0,0.163613524543951,0,0,0,0,-0.124289036046311,0,0,0,0,0,0,0,0,0,0.0294104295749561,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0391686637308453,0,0.182240037991264,0,0,0.174903151080733,0,0.0135391912121386,0.207691676005753,0,0,0.0351772102263078,0,0,-0.0244259206643617,0,0,0,0.0712782900988395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127232275031306,0,0,0,0,0,0,0,0,0,0,0.000855666082844963,0.00227093823398659,0,0.201216680531628,0,0,0,0
X601877.SH,0,0.175029071059102,0,0,0,0.0619274559316826,0,0,0.0705710667888595,0.00167197098288909,0,0,0,0,0,0,0.0970464408542079,0,0,0,0,0,0,0,0,0,0,0,0.0861340451824317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134072009013584,0,0,0.0690042793214025,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.0117670574853073,-0.00309800520105675,0.331495288854768,0,0,0,0,0,0,0,0,0,0.0421414721474723,0,0,0,0,0,0,0,0,0,0.257208548448676,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.132826859872337,0,0,0.0348768551555694,0.0939075627844672,0,0,0,0,0,0.0328913677192172,0,0,0,-0.0202146210021044,0,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0,0,0,0,0,0.232282260717509,0,0,0,0.203273475707805,0,0,0,0,0,0,0.114114585804385,0,0.227041387273891,0,0,0,0.410863816016821,0.0493599833466318,0,0.0282144954911918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234941204298492,-5.42101086242752e-20,-0.221562079953457,0,0,0,0,0
X002456.SZ,0,-0.233028585927538,0,0,0,0,0,0,0.00451297115432289,0,0,0,0.218557236380762,0,0,0.0174960070970602,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0506873167903645,0.0674476883086139,0,0.268363156009179,0,0,0.15875924241669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400291175241636,0.0100670679786626,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0.13776152259127,0.186217833483157,0,0,0,0,0,0.0505034413795938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132871828106252,0,0,0,0.0304340702262961,0.131665300916827,0,0,-0.00693703736269463,0,0,0,0,0,0
X300124.SZ,0,0,0,0.104740532573739,0,0.0831936408355611,0,0,0.110726448783207,0,0,0,0,0,0.120728648061576,0.0252594757191157,0,0,0.00228675912069292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202866495699114,0,0.115294630476008,0,0,0,0,0,0,0,0.0248791349531258,0,0,0,0.033484722641242,0,0,-0.0697049888032095,-0.0195416720274932,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0805500053747766,0.0270278838171755,0,0.140006776066746,0,0,0,0,0.0354841756310032,0,0.017280530177633,0,0,0.0160402977226811,0,0.00294393335439421,0.0689813535019618,0,0.0160959456223477,0,0,0,0,0,0.0995172219814209,-0.12351451371976,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0319959975168512,-0.00630947486037661,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0.275478606477989,0,0,0,0,0,0,0.240492330164493,0,0.183641368485881,0,0,0.164217173591302,0,0,-1.38777878078145e-17,0,0,-0.151203754638046,0,0,0,0,0,0,0,-0.0227616754806161,0,0,0.149214274834615,0,0,0,0,0,0,0,0,0,0,0,-0.0357045487429936,0,0,-0.0326504825199923,0.103218011362391,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.389968601462834,0,0,0,0,0,0,0,0,0,0,0,0,-0.215885804594789,0,0,0,0,0,0,0,0.089138624448456,0,0,0,0,0.0612579542580609,0,0,0.379600010377181,0.315366031194387,0,0,0,0,0,0,-0.116730655636478,0.233490576719722,0,1.73472347597681e-18,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0.0262778655476649,0.0517568532286048,0,0,0.101406114060439,0.292048888568834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0342320893656229,0,0,0.018922639236416,0,0,0,-0.0176625503796887,0,0,0,0.0815359232030889,0,0,0,0,0,0.00114830784983856,-0.0853754229368753,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,6.93889390390723e-18,0,0.127022556511598,0,0,0.314251549468476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277468987399331,0,0,0,0,-0.0821571428828572,0,0,-8.67361737988404e-19,-0.0183767409718288,0,0,0.0867167575212138,0,0.141043725466125,0,0,0,0,0,0,-0.160956348035168,0,0.00123875210881883,0.041350163312666,0,0,0,0,0,0
X600487.SH,0,0,0.0636387822142946,0,0,0,0,0.275869005387461,0.506281685319581,0,0.0831504398606535,0,0,0,0,0,0,0,0,0.222976866851156,0,0,0,0,0,0.07019073919742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734698661405852,0,0.201787532301516,0,0,0,0.0378285294743138,-0.0482938239866172,0.0343535015779142,0,-0.0180409242906389,0.053497873134243,0,0,0,0,0,0
X002294.SZ,0,0,0.315683727248709,0,0,0.230165241810698,0,0,0,0,0,0,0,0,0,0,0,0,0.130089034781834,0.0426320001708779,0,0,0,0,0,-0.227586555891517,0,0,0.0119298270683629,0,0,0,0,0,0,0.0450799625815023,0,0.0438168106583889,0,0,0.191249730858927,0,0,0,0.0597217608989072,0,0,0,0,0,0,0,0,0,0,0,0,0,0
