,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600809.SH,X600703.SH,X002007.SZ,X002371.SZ,X600183.SH,X000596.SZ,X300003.SZ,X300142.SZ,X300014.SZ,X600741.SH,X002241.SZ,X000100.SZ,X300124.SZ,X000977.SZ,X601877.SH,X002236.SZ,X000157.SZ,X000800.SZ,X002463.SZ,X002129.SZ,X000625.SZ,X002456.SZ,X002179.SZ,X300136.SZ,X600498.SH,X600118.SH,X600584.SH,X002049.SZ,X002414.SZ,X002223.SZ,X002185.SZ,X000066.SZ,X600271.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.248900637182196,0,0,0,0,0,0,0,0,0,0,0,0.0320494959475625,0,0,0,0,0,0,0,0.149223241690668,0,0,-3.46944695195361e-18,0,0,0.0454993360551286,0,0,0.0225335412873381,0,0,0,0,0,0.0465265250379743,0,0,0,0,0.0947255272044403,0,-0.0356526604913504,0,0,0,0,0,0,0,0.00174978945042115,0.00171119587481523,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.032294495872425,0,0,0,0,0,0,0.095052846620385,0,0,0.430943480263659,0,0,0,0,0.197048572172882,0,0,0,0,0.00768469113032953,0.0490610477018587,0.0242465887550649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278222663497498,0,0,0,0,0.0163846261363875,0.0181323873911984,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09343623333711e-05,0,0.0210329503655814,0,0,0.040096890075791,0,0,0.187227518576162,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0158325390449202,0,0,0,0,0,0,0
X000651.SZ,0,0.135143495588761,0,0,0,0.112677725545042,0.0381181593891381,0,0.0367600818418505,0,0,0,0.243929019100443,0,0,0.16001668072432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019074053937089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218781554535141,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0823736301665187,0,0,0,0,0,0,0,0,0.156238039673659,0,0,0,0,0,0,0.26823114703321,0,0,0.0468861243701867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579730075166222,0.0515677191618341,0,0.0569147101012931,0,0,0,0,0.00937235867072553,0,0,0,0.000592388549486763,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291119069222904,0,0,0,0,0.149566994298656,0.142100104947513,0.315125429560765,0,0,0,0,0,0,0,0,0,0.0322693404418919,0,0,0.0736290932642982,0,0,0,0.0685237623875434,0,0,0,0,0,0,0,0.0270692654340196,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0242022308680247,0,0,0.0846507215925446,0,0,0,0,0,0,0,0,0,0,0,0,0.402438672080501,0,0,0.0203611419582014,0,0,0,0,0,0,0,0,0.0641136799870002,0,0,0.118299655668317,0,0,0,0,0,0,0.0126092933735937,0,0,0,0,0,0,0,0.00828980432313396,0.038027040017728,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.127826761877752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229091978706596,0,0,0,0.00465964803898863,0,0,0,0,0,0,0,0,0,0,0,0.261792924388431,0,0,0.0329090361965593,0.223924541164072,0.0480181505738741,0,0,0.0478157222675659,0.0838400676678951,0,0,0,-0.0226294397264894,0,0.0218915532531986,0.0149722806304356,0,0,0,0,0,0
X600031.SH,0,0.0822269734803011,0,0.0475732622572418,0,0,0.0125642815589804,0,0,0,0.0361637225411275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0818118129689164,0,0,0,0,0,0,0,0.606513817297807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126431935956404,0.00973059168924831,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.00794122101480133,0,0,0,0,0,0,0.251851380877245,0.0630379761547519,0,0,0,0,0.0273836378651209,0,0,0,0,0,0.0208554697211889,0,0,0,0,0,0,0,0,0,0.0708802854295786,0,0,0,0,0,0,0,0.0131280035534866,0,0,0,0,0,0.219773100100179,0,0.0561007245269932,0,0.0169912479612285,-0.0101693774333348,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326800572482217,0.0378080084395739,0,0,0,0,0,0,0,0,0,0.0354868224765343,0,0,0,0,0,0,0,0,0,0,0,0.022088911165258,0,0,0,0.0219911687889934,0.00186679669082508,0,0,0,-0.0417330618360497,0.0645004721307899,0,0.0104088150631225,0,0,0.0244586722258362,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0553712962335567,0,0,0,0,0,0,0,0,0,0.0312279600028442,0,0,0.143969730739086,0,0.40239420540768,0,0,0,0.13696137210406,0,0,0.0412532288087066,0,0,0.00419279929692905,0,0,0,0.0490205040838376,0,0,0,0,0,0,0.0910585427265003,0,0,0,-0.00427723855305221,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0430194132293567,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.0456620297138396,0,0,0,0,0,0,0,0.255144597178899,0,0.0248648591866792,0,0,0.00308538447025786,0,0,0,0.027727932149752,0,0,0,0,0,0,0,0,0,0.0317715583687554,0,0,0,0,0,0,0
X000568.SZ,0,0.315569004440896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481196942354899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112121555280132,0,0,0,0.0109621289794473,0,0,0.00198727970595346,0.00974764309411618,0,0,0,0,0,0,-0.0172308624402115,-0.0151336230183453,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175983448824119,0,0,0,3.46944695195361e-18,0,0,0.0774715552520942,0,0,0,0,0,0,0,0,0,0,0,0.0141321814038302,0,0,0,0.00563983221739656,0,0,0,0.00196608100137216,0,0,0,0,0,0,0,0,0.121500944423341,0,0.0280775675414709,-0.0100436077371609,0,0,0,0,0,0
