,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X300124.SZ,X000725.SZ,X002304.SZ,X000338.SZ,X002371.SZ,X000625.SZ,X600031.SH,X000063.SZ,X000596.SZ,X000100.SZ,X600089.SH,X002179.SZ,X300014.SZ,X000157.SZ,X600703.SH,X002236.SZ,X002241.SZ,X600372.SH,X600741.SH,X002463.SZ,X000661.SZ,X000977.SZ,X002129.SZ,X002049.SZ,X002028.SZ,X600584.SH,X601877.SH,X600522.SH,X601799.SH,X000800.SZ,X600066.SH,X600183.SH,X000921.SZ,X002223.SZ,X002007.SZ,X600177.SH,X002074.SZ,X002156.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.317342938519323,0.0537828815908565,0.112969584149709,0,0,0.130059269629649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0897131238209401,0,0,0,0,0,0,0,0,-0.0302860554595263,0,0,0,0,0,0,0.126018476347503,0,0,0,0,0,0,0,0,0,0,0,0.0178181122333921,-0.0169359421052525,0,0,0,0,0,0
X000858.SZ,0,0,0.0377306547042842,0,0.0277493630811975,0.514820296200227,0,0,0,0,-0.0155339468638169,0,0,0,0,0,-0.0489513818648917,0,0.108126738645264,0,0,0,0,0.0969480883991442,0,0,0,0,0,0,0,0,0.0239516463839042,0.00400250199217737,0,-0.0384253816906199,0,0,0,0,0,-0.0332449168246868,0,0,0,0,0,0,0,0,0,0.00115021820397578,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.173042978129202,0,0,0,0,0,0,0,0.102570148241884,0,0,0.102877181741896,0.176797048950155,0,0,0.181321069409577,0.101543522965531,0,0,0,0,0,0,0,0,0,0,0,0.0320026887754234,0,0,0,0,0,0,0,0,0,0,0,-0.0215041672973967,0.0212984921794319,0,0,0,0.0312226642080089,0,0
X600809.SH,0,0,0,0,0,0.504846776745597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319310707668948,0,0,0,0.0379351955932186,0,0,0,0,0.106600875659875,0,0,0,0,0,0,0,0,0,0,0.0730809761588791,0,0,-0.0866122225222826,0,0,0,0,0,-0.0833645568615448,0,0,-0.0443687115400033,0.0300314610123496,0.0931935761779581,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037460080550222,0,0.163873794981635,0,0,0,0,0,0.0339637571668863,0,0,0,0,0,0.0122617089746306,0,0.117358099739668,0.217917421914255,0,0.00640788857207723,0,0,0,0,0.0132698049576755,0.0521617652784946,0,0.0831314137388023,0,0,0,0,0,0,0,0,0,-0.0034141122459146,0,0,0,0,0,0,0
X000568.SZ,0,0.654177702456338,0,0.311358951173177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117018158330976,0,-0.06363584056628,0,0,0,0,0,0,0,0,0,0,0.0303749254852178,0,0,0.0526404537131812,0,0,0,0,0,0,-0.00542887877090334,0,0,0,0,0,0,0,0.00961357380902223,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0107303519035067,0,0.341658036511565,0,0,0,0,-0.0505617557901127,0,0,0,0.108785780440067,0,0,0,0,0,-0.0100986925507407,0,0,0,0,0,0,0,0,0,-0.103823638914779,0,0,0,0,0,0,0,0,0,0,0,-0.0068175483073196,0.132473296024128,0,0,0,0,0,0,0,-0.00992643669332738,0.0239642141594053,-0.0937400309020305,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0588886034358856,0,0,0,0,0.0260329413012232,0,0,0.0322775171091586,0,0.0108677047780705,0,0,0,0,0,0,0,-0.164902438986348,0,0,-0.0637130942856367,0,0,0,0,0,0,0,0,0,0,0,0.126437641136892,0,0.0509035239700529,0.0567586374761093,0.451172193986282,-0.126495878931209,0,0,0,0,0,0,0,-0.0100931613693607,0.0798847046120546,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941017326318534,0,0,0,0,0,0,0,0,0,0,0.397515600335657,0,0,0,0,-0.147971280249085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523839663032535,0.166641260525851,0,-0.0587663063683083,0.0203310883071952,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.0312776911502514,0,0,0,0,0,0,0,0.00783362545141856,0,0,0,0,0,0,0,0.213092975292277,0,-0.112905826464065,0,0.380973452140514,0,-0.0266598616917698,0,-0.00616430007317104,-0.187672537789702,0,0,0,0,0,0,0,0,0,0.0344196396974128,0,0.105324393391018,0,0,0,0,0,-0.0316449631761928,0,0,0,0,0,0,0
