,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X000568.SZ,X600104.SH,X002304.SZ,X000725.SZ,X000661.SZ,X600031.SH,X000063.SZ,X600809.SH,X003816.SZ,X600690.SH,X002241.SZ,X000596.SZ,X600703.SH,X000338.SZ,X002007.SZ,X300142.SZ,X300124.SZ,X000100.SZ,X002371.SZ,X300014.SZ,X600741.SH,X002049.SZ,X601877.SH,X300003.SZ,X002236.SZ,X000157.SZ,X600584.SH,X002129.SZ,X000800.SZ,X002414.SZ,X300136.SZ,X600183.SH,X000625.SZ,X002179.SZ,X000977.SZ,X000066.SZ,X002456.SZ,X600118.SH,X601799.SH,X002185.SZ,X000050.SZ,X002008.SZ,X002294.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.128778308500083,0,0,0,0,0.179544467768013,0,0,0,0,0,0,0,0,0,0,0.0886575748705484,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0783768346517074,0,0,0,0,0.00208297470243234,0.00391250135004587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116156171638368,0,0,0,-0.00119571195779049,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.16344041750169,0,0,0,0,0,0,0.460098154744944,0,0,0,0.0828708262005643,0.0847634218103212,0,0,-3.46944695195361e-18,0,0,0,-0.0514445035644011,0,0,0,0,0,0,0,0,0,0,0.0952721908694845,0,0,0,0,0,0,0,0,0.0823310832646808,0,0,0,0,0,0,-0.000256727859534162,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0649891142622418,0,0.0614715750505719,5.42101086242752e-20,0.234633343009941,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0477026754403953,0,0,0,0,0.0139004141898774,0,-0.0609533833373214,0,0,0,0,0,0,0,0,0,0,0,-0.00786860214474807,0,0.140783728415422,0,0,-0.00282391766167334,0.00378739172730898,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285090004146393,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.026081362527993,0,0,0,0,0.14824117400677,0.0359290322925298,0,0,0,0,0,0,0,0.00937883604431506,0.0192028952059813,0,0,0,0,0,0.133293432105464,0,0,0,-0.0278890430415957,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0521034176263413,0,0,0,0,0.100516719539133,0,0,0,0,0,0,0.236719109373164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084528576808517,0,-0.0594896844001872,0,0,0,0.057687030568087,0.0418127443127495,0,0,0.0661917401505774,0.0339786891701826,0,0,0,0,0,0,0,0.0333432769744247,0,0.00530662698367021,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0555508296365629,0,0.0626159314937668,0,0,0.0132585278082223,0,0,0.00244718450741717,0,0,0,0,0,0,0.142133098588542,0,0,0,0.0538838327644957,0,0,0,0.0906641989802807,0,0,0,0,0,-0.0191003826875197,0,0,0,0,0,0,0,0,0.0907218580281551,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0406876834182347,-0.0148667918938542,0,0,0,0,0,0
X000568.SZ,0,0.489966473170391,0,0,0,0,0,0,0.124630235048576,0.0628593977537533,0,0,0,0.0801228897203732,0,0,0,0.0104699083625522,0,0,0,0.0424476458465987,0,0,0,0,0,0,0,0,0,0,0.102171203174835,-0.0348927859582612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00447797711671638,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381510057993329,0,0,0,0.117798980916042,0,-0.00665224223639647,0,0,0,0,0,0,0,0,0.0302699335568142,0,0,0,0.0736783623824563,0,0,0.024986265009333,0,0,0,0,0.17681184173413,0,-0.0672500155710641,0,0,0,0,0,-0.026944832767073,-0.0333025135466035,0.0202771092696396,0,0,0,0,0,0
X002304.SZ,0,0.267620146418263,0,0,0,0,0.417040124951866,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0769071350256249,0,0,0.0158287303800205,0,0,0,0,0,0,0,0,0.0328009811569808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164266472571399,-0.00512570233323641,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.169582728318948,0,0,0,0,0,0,0.0205952739123017,0,0,0,0,0,0,0,0.447182220412749,0.0330228822524078,0.0658654046233,0,0,0,-0.154231558681778,0,0,0,0.106227280021641,0,0,0,0.149773690230515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425176634970991,0.00899605295445905,0,0,0,0,0,0
