,X600519.SH,X002415.SZ,X000858.SZ,X600104.SH,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X002236.SZ,X000100.SZ,X600809.SH,X000661.SZ,X000596.SZ,X300003.SZ,X002008.SZ,X300124.SZ,X600487.SH,X002007.SZ,X600776.SH,X000625.SZ,X002456.SZ,X600498.SH,X000157.SZ,X002179.SZ,X600867.SH,X000050.SZ,X300146.SZ,X002371.SZ,X002180.SZ,X300142.SZ,X000977.SZ,X002241.SZ,X600089.SH,X600522.SH,X600118.SH,X600177.SH,X600372.SH,X600066.SH,X300136.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.397204649868014,0,0,0.183819409029078,0,-0.0460246711407901,0,0,-0.0704907139029236,0,0,0.0458802963711242,0,-0.0765208036117182,0,0,0,0,0,0.0325028726922896,0,0,0,0,0,0,-0.012982795113611,0,0,0,0,0,0,0,0.0565626787071739,0,-0.0283460580569024,0,-0.0256119299559538,0,0,0,0,0,0,0,0.00505067917960195,0,0,-0.0122766145241639,0.0512621433398306,0,0,0,-0.0322313896418237,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.107798875732019,0.105481935358604,0,0.17382658595541,0,-0.018454712535114,0,0,0.267956266474365,0,0,0,0,0,0,0,0,-0.0129649686167783,-0.00845871251106072,0,0,0,0,0.13613606653272,0,0,0,0,0,0,0,0.0145053599322767,0,0,0,0,0,0,0,0,0,-0.028582698827464,0.0480383905886427,0,0,0,0,0,0
X000858.SZ,0,0.110073560123498,0,0,0,0,0.130714537733141,0,0,0,0,0,0,0.352994969267526,0,0.0255958483567312,0,0,0,0,0.0792676496381788,0,0.0322120109221824,0,0,0,0,0,-0.00346994055976434,0,0,0,0,0,0,0,0,0,0,0,0.00543814625889077,0,0,0,0.047345683707388,0,0,0,0.0120218660025171,0,0,-0.0162476750083637,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.125894149951327,0,0,0.118390908174783,0,0.210487420868785,0.00244972213465073,0,0,0.0651759080352855,0,0,0.10431644980006,0,0,0,0,0,0,-0.0114886473107674,0,0,0,0,0,0,0.0156102169152079,0,0,0,0,0,0.139847965009748,0,0,0,0,0,0,0,0.159067610111935,0,-3.86856792067283e-05,-0.0872887817740608,0,0,0,0,0,0
X000651.SZ,0,0,0.180576479339011,0.0772021742912133,0,0,0,0,0,0.17153120193706,0,0,0,0,0.0567043216936832,0,0,0,0.100749551014845,0,0,0,0,0,0,0,0,0,0.0225216079030615,0,0,0,0,0,0,-0.0101667541816091,0,0,0,0,0,0,0,0,0,0,0,0,0.0359629149969884,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.138674784252579,0,0,0,0,-0.0288842210456212,0,0,0,0.0394702171811933,0,0,0,0,0,0.046924839630148,0.079735309690894,0.251568772030735,0,0,0,0,0,0,0,0,0,0,0,0.0365684112192927,0,0,-0.0827859901640797,0,0,0,0,0,0,0,0,0,0,0,0,0.0362273837120443,0.0523836507850414,0,0,0,0,0,0
X002304.SZ,0,0,0.0744784469488493,0,0,0,0,0,0,0,0.0800303796114235,0,0,0.338494173415128,0,0,0,0,0,0,0.0453571594278053,0,0.0195593844955508,0,0,0.0950371712263928,0,0.028969343340278,0.0208631965330389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174808226239464,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0511251314085529,0,0,0,0,0,0,0,0.079267116425043,0.142827000208111,0,0,0,0.105554750092663,0,0,0,0,0.00557913210767441,0.0158458140768816,0.144458646350211,0,0,0,0,0.160658388439007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0424720719960735,0.0429549674609494,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455715040204145,0,0,0.0350181748105973,0,0,0,0,0,0.0230335371637839,0,0.20690169433367,0,0.0132539528502482,0,0.121033749195642,0.311177941914122,0,0,0,0,0.00157990651348671,0.049128454859747,0,0,0.139019959309413,0,0,0,0,0,0,0,0,0,0,-0.0233958605559779,0,0,0,0,0,0,0
X600690.SH,0,0,0.107321808283713,0.177480284189762,0.157488125272243,0,0,0,0,0,0,0,0.139629389436788,0,0,0,0,0,0,0,0.00317180007092632,0,0,0,0,0,0,0,-0.0113952495999783,0,0,0,0,0.0841086322026306,0,0,0,0,0,0,0.17581945623289,0,0,0,0,0,0,0,0,0,0,-0.029910298460509,-0.00904699267490679,0,0,0,0,0,0
