,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X300014.SZ,X600104.SH,X000651.SZ,X600031.SH,X000725.SZ,X002241.SZ,X002371.SZ,X300124.SZ,X600703.SH,X000063.SZ,X000338.SZ,X003816.SZ,X000596.SZ,X002049.SZ,X002129.SZ,X000625.SZ,X000661.SZ,X601877.SH,X002179.SZ,X300142.SZ,X002074.SZ,X600089.SH,X000100.SZ,X600741.SH,X600460.SH,X600702.SH,X002236.SZ,X000799.SZ,X600779.SH,X000157.SZ,X600522.SH,X601799.SH,X002414.SZ,X002180.SZ,X000733.SZ,X600884.SH,X600584.SH,X002008.SZ,X600183.SH,X002007.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.502213375497475,0,0.0571857844381639,0.0225713850811646,0,0,0,0,0,0,0,0,-0.12181234691421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00180843508772352,0,0,0,0,0,0.0216676268558603,0,0,0,0,-0.00227519516823064,0,0,0,0,0,0,0,0,0,0,0,0,-0.00320636130702904,0,0,0,0,0,0
X000858.SZ,0,0,0,0.338245884092002,0.059977955471515,0,0,0,0,0.00376998706035815,0,0,0,0,0,0,0,0.0315384357217297,0,0,-0.111699452225106,0,0,0,0,0.281592712882397,0,0,8.67361737988404e-19,0,0.0554622860905612,0,0,0,0.125603905605821,0,0,0.0124564026748861,0,0,0.0799035619499883,0,0,0,0,0,0,0,0,0,0,-0.00412977264515317,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0460414019099694,0.28808459725939,0,0,0,0,0,0,0,-0.0186192730864197,0,0,0,0,0,0,0,0,-0.0768958506539399,0,0,0,0,-0.0214162552610436,0,0,0,-0.0487997535885863,0.220253111438565,0,0,0,0,0,0.0746499351236482,0,0,0.0449614922170417,0,0,0,0,0,0,0.0205720912633822,0,0,0,0,0,0,0
X600809.SH,0,0.304124603702006,0,0,0,0,0,0,0.0377153668879451,-0.0334843435699161,0,0,0,0,-0.0623327673088959,0,0,0,0,0,0,0,0,0,0,0.181383484235803,0,-0.00570290174786996,0,0,0,-0.0799327018435344,0,0,0,0,0.182697780329428,0.0338308129456596,0,0,0,0,0,0,0.0578535764101636,0,0,0,0,0,0,-0.0351392766548375,-0.0501786327163788,0,0,0,0,0,0
X000568.SZ,0,0,0,0.215585508798227,0,0,0,0,0,0,0,0,0,0,0,0,0.0394917096227274,0,0,0,0,0.460210710967046,-0.0502766294774585,0,0,0.0508523201105189,0,0,-0.00819050286368438,0,0,0,0,0,0,0,0,0.156644480737108,0,-0.106334693646807,0,-0.183573848571112,0,0,0,0,0,0,0,0,0,0,0.0193273415677916,0,0,0,0,0,0
X002475.SZ,0,0.12209300031763,0,0,0,0,0.162185733786698,0,0,0,0,0,0,0,0,0.0599384279357167,0.199069469962576,0.00106556968636665,0,0,0,0,0,0,0,0.0502083408887251,0,0,0,0,0,0.0838360472006181,0,0,0,0,0,0,0,0.0080529399370268,0,0,0,0,-0.0203933977857586,0,0,0,0,0,0,0.0169623940079103,0,0,0,0,0,0,0
X600276.SH,0,0,0.110037944880779,0,0,0.0275901475630033,0,0,0,-0.0617834211519366,0,0,0,0,0,0,0,0,0,0,0,0,0.0275881117155251,0,0,0.0257084096506702,0.150431413961012,-0.228428303361754,0,0,0,0.0754280113099899,0,0,0,0,0,0,0,0.0137288690368165,0,0,0,0,-0.0992610756573141,0,-0.0710730589965224,0,0.209635609799877,0,0,-0.00653256447985049,0.0110040903189123,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00706170733622622,0,0,0,0,0,0,0,-0.0900099529990039,0.0349671966672514,0,0,0,0,0,0,0,0,0.0265519367965913,0.31188980990835,0,-0.122207449597812,0,0,0,0,0,0,0,0,0,0,-0.0398605277295076,0,0,0.0210137376881464,0,0,0,0.0100971956764897,0,0,0,0,0,0,0
X002304.SZ,0,0.226773187106186,0.0604920603978858,0.204274985828076,0,0,0,0.132200518243858,0,0,0,0,0,0,0,0,0,0,0,0,-0.0944107109745559,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378990714171103,0,0.123854600020405,0,-0.025931581268767,0,0,0,0,0,0,0,0,0,0,0,0.0206833875074818,0,0,0,0,0,0,0
X300014.SZ,0,0,-0.434173334724427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117686864180256,0,0,0,0,0,0.00397263007020287,0,0.173154733033838,0.163789192809676,0,0,0.00914671997137743,0.133559105174062,0,0,0,0,0,-0.015069705308345,0,0,0,-0.00812487585532123,0.194369633198555,0,0,0,0,0,0,0,0,0,0,-0.0350558161675608,0.0720043050784905,0,0,0,0,0,0
X600104.SH,0,0,-0.0223442007689581,0,0.0372406657140455,0,-0.0908183500186197,0,0,0,0,0,0.180972479682982,0,0.0701665767153343,0,0,0,0,0,0,0,0,0,0.0251694660626587,0,0,0,-0.0171808600006864,0,0,0,0,0.0401451971883526,0,0,0,0,0,0,0,0,0,0,0,0,0.0128143357123975,0,0,0.00800664672395994,0,0.0182371357609212,0.0133313511988873,0,0,0,-0.0858186771698722,0,0
X000651.SZ,0,0,0,0,0,0,0,0.163631174194779,0,0,0,0,0,0,0.0788940275261605,0,0,0,0,0,0,0.131718085597592,0,0,0,0,-0.0785827578501608,0,-0.0387076105852127,0,-0.0437963616076088,0,0,0,0.157537977626492,0.0313935577681294,0,0,0,0,0,0,0,-0.0101912559215919,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0265207727928287,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283174586043658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143711055028242,0,0,0,0,0.0709217560070659,0,0,0,0,0,0,0,0,0,0,0.0199063740493925,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.0405603761139145,0.027303514959472,0.0378871660475973,0,0,0,0,0,0,0,0.0146825196511551,0,0,0,0,0,0,0,0.0255999680016792,0,-0.0235714249456483,0,0.0589664849349614,0,8.67361737988404e-19,0.307851506475801,0,0,0,0,0,0,0.125809431347049,0.0449136675807016,0,0,0,-0.0225428801840643,0,0,0,0,0,0,0,8.67361737988404e-19,-0.041107689630117,0,0,0,0,0,0
