,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X002241.SZ,X600066.SH,X600741.SH,X002292.SZ,X600118.SH,X002506.SZ,X002049.SZ,X600031.SH,X002236.SZ,X002475.SZ,X600372.SH,X000157.SZ,X000559.SZ,X002465.SZ,X000568.SZ,X300124.SZ,X000338.SZ,X600867.SH,X600089.SH,X002294.SZ,X300003.SZ,X002007.SZ,X600177.SH,X002074.SZ,X002456.SZ,X601877.SH,X002085.SZ,X600498.SH,X002008.SZ,X000050.SZ,X300146.SZ,X600584.SH,X000869.SZ,X600582.SH,X000547.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0693441770866177,0,0,0,0,0,0,0.0987403097185961,0,0.189044869645644,0,0,0.0243222150585152,0,0,0,0,0,0,0,0,0,0,0,0.0479492658461755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.194035781781965,0,0,0,0,0,0,0,0,0,0.00547442897000144,0,0.23231705766747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806473273856818,0,0,-1.0842021724855e-19,0,0,0.114373094723427,0,0,0,0,0,0,0,-0.0210300304281273,-0.00109392775191279,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0679699887846113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223403686120615,0,0,0,0,0.269911839861618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.206066936051907,0.045029354641302,0,0.0682931594909289,0,0,0,0,0,0,0,0,0,0,0,0,0.179992032614896,0,0.0039787092954965,0,0,0,0,0.056761977188368,0,0.0665544403145619,0,0,0.0027300608685575,0,0,0.0731221062013482,0,0.182376123275719,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0.00976418408642232,0,0,0,0,0,0.0840959122073791,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066137609701234,0,0.0245032646908136,0,0.0276095510944986,0,-6.93889390390723e-18,0,0,0,0.0385195974960663,0.109985205434333,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183446347902005,0,0,0,0,0,0,0.0155424338380859,0,0,0,0,0,0,0,0,0,0,0,0.0139770950586177,0.128562543637282,0.0120827941321752,0.0294267495137421,0.0921440071614609,0.00723068982535956,0,0,0.0424653566387199,0,0.088759098385715,0,0,-0.0162337112891026,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127960633389762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018990520251225,0,0,0.0921358682847447,0,0,0,0,0.08000094019715,0,0,0.194570061160415,0,0.0884974596679063,0,0,0,0,0.0515664306148487,0,0,0,0,-0.0173141165512887,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147946052595144,0.210111790654839,0,0,0.187919463089636,0.024777522415362,0,0,0,0,0,0,0,0,0,0.0719064819387825,0.0907801787618073,0.096181522923815,0.0557989262739625,0,0,0,0,0,0,0,0,0.0163506488173618,0,0,-0.00460942693731029,0,0,0,0,0,0
X000625.SZ,0,0,0.108341361538258,0,0,0,0,0,0,0,0,0,0,0.124093193851691,0,0,0.0123916099731928,0,0,0,0,0,0,0,0,0.285282108075576,0,0,0,0,0.00843007768131833,0,0,0,0.0178138043162048,0,0,0,0,0,0,0,0.0491415561997794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129753710984325,0,0,0.0425413819400641,0,0,0,0,0,0,0,0,0.130868871347738,0,0,0.195993823570921,0,0,0,0,0,0,0.170287250627443,0.0711675656361425,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.00794181346601048,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0518267349067839,0,0.0442372851469354,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.113636671712545,0,-0.0409078059727925,0,0,0,-0.11617833032325,0,0,0,0,0,0,-0.0765187827782161,0,0.0426740667808203,0,0,-0.116791248754907,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798288681392005,0,0,0,0.0251194929267321,0,0,0,0,0,0,0,0.1021328628275,0,0,0,0,0,0,0,0,0,0,0.0279792702001395,6.93889390390723e-18,0.0717927133484923,0,0.0944243205185409,0.196868920352461,0.067362962689778,0.0547872898380136,0,0,0,0,0,0,-0.0239133240908895,0,0,0,0,0,0
X000100.SZ,0,0,0.0600613614044687,0,0,0,0,0,0.126432345354723,0,0,0,0,0.0224523515449121,0,0,0,0,0.0456169575473636,0,0.0569790916191909,0,0,0,0,0,0,0,0.0719942831819847,0,0.0550857076266583,0,0,0,0.0295652112485905,0,0,0.154532768479702,0,0,0,0,0,0,0,0,0,0,0,0,-0.0606960250208322,0,0,0,0,0,0
X002241.SZ,0,0,0.0295886982254976,0,0,0,0,0,0.0678105745030889,0,0,0.0545346172215251,0,0,0,0,-0.0720177459614352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010962048442298,0,0,0.0341114680332904,0.200637246272862,0.074710574671611,0,0,0.0962338521412724,0,0.430367449314449,0,-0.00527767722716488,0.0166412524776587,0,0,0,0,0,0
X600066.SH,0,0,0.035030315260905,0,0,0,0,0,0.197462726647458,0,0.207117218122811,0,0,0,0,0,-0.00453643974819376,0,0,-0.0315977834266914,0,0,0,0,0.0669770292262251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0928836430308891,0.19943453084881,0,0.153360904036846,0,0,0,0,0.0115844181931088,0,0,0,0,0,0
X600741.SH,0,0,0,0.287117902801001,0,0,0,0,0.00994725116533262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20705531274901,0,0.0336931747521493,0,-3.46944695195361e-18,0,0,0.0675927764565944,0.00654077263004343,0,0,0,0,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104301970056562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277776236875807,0.168604940615738,0,-0.23999448147393,0,0,0.339195812301421,0,0,0,0,0.0620095494956366,-0.00520191329897788,0.0442503420553051,-0.142083855200734,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00542851328769608,0,0,0.0768885625534451,0,0.0643096848364028,0,0,0,0,0.138073938899969,0,0.0826452605848382,0,0,-0.0191623936193285,0,0.224033338019703,0,0,0,0,0,0,0.229013358890941,0.010127269667281,0,0.00959708701292537,0,0,0,-0.0638043501898186,0,0,0.176708942267381,0,0,0,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177954462812173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156875430045316,0,0.274754925038921,0,0,0,0,0.0898318599302723,0,0.0635180053658669,0,0,0.133442547364434,0,0,0,0.182800858133313,0.00990046875308548,0,0,0.0269024579701366,0,0,0,0,0,0
