,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600104.SH,X300014.SZ,X002371.SZ,X000651.SZ,X000725.SZ,X600031.SH,X300124.SZ,X002241.SZ,X600703.SH,X000063.SZ,X002129.SZ,X003816.SZ,X000596.SZ,X000625.SZ,X000338.SZ,X002049.SZ,X000661.SZ,X601877.SH,X002179.SZ,X300142.SZ,X600460.SH,X000100.SZ,X600089.SH,X600741.SH,X002074.SZ,X002236.SZ,X000799.SZ,X600779.SH,X600702.SH,X000733.SZ,X600884.SH,X601799.SH,X000157.SZ,X002414.SZ,X600183.SH,X600522.SH,X600584.SH,X002007.SZ,X600563.SH,X000800.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.452486963942675,0,0.0703311072766025,0,0.0733549936489244,0,0,0,0,0,0,0,-0.095111761754827,0,0,0,0,0,0,0,0.00272980093713824,0,0,0,0,0.0248600984427035,0,0,0,0,0,0,0,0,0,0,0.0385893943892516,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0112064822410989,0,0,0,0.00140517839261354,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.393577851741892,0,0,0,0,0,0,0.0804905501089954,0,0,0,0,0,0,0,0,0,-0.0548071098117281,0.0869768004251854,-0.0159293896222688,0,0,0.16153227092765,0,0,0,0,0,0.0620102710869877,0,0,0,0.136438928356488,0,0,0,0,0,0,0,0,0,0,0,-0.0104819791997438,0,0,0,-0.00477919835712657,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,3.46944695195361e-18,0,0.0612091399268853,0.202045664681373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202212263022638,0,0,-7.47966171553995e-05,-0.00261384531209261,0,0.113544577732041,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.0121499849933441,0,0.0585204718147449,0,0,0.0435955686396591,0,0,0,0,0,0.0370462131398348,0,0,0,0,0,0,0,0.0482855692080834,0,0
X600809.SH,0,0.152469634275821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0479598717390831,0,0.00145900318016023,0,0,0,0,0,-0.0448549343936054,0.0725211043901363,0,0,0,0.0854662973262407,0,0,0,0,0,0.562026070907213,0,0,0,0,0.121764433834994,0,0,0,-0.0689593174758063,0,0,0,0,0,0,-0.042777693492186,0,0,0,0,0.0178649457430776,0,0
X600276.SH,0,0,0,0.148209424958486,0,0,0,0.22184128949285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.197054123138147,0,-0.0124835657211088,0,0,0,0,0,0.3309353435149,0,0,0,-0.205050733171714,0,0,0,0,0.111368068924295,0,0,0,0,0,0,0.0130737902347378,4.33680868994202e-19,0,0,0,0.0402306460203338,0,0
X000568.SZ,0,0.30450314652159,0,0.221891314120227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203821915097295,0,0,-0.012286017381727,0.0573591807466704,0,0,0,0,0,0,0,0,0,0.0895758175294628,0.078775748361944,0,-0.0397229589051883,-0.0357519864589464,0,0,-0.104123114669982,0,0,0,0,0,0,0,0,0.0502653199615902,0,0,0,0,0.00401151383688528,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0248468762737201,0,0,0,0,0.0992190936089207,0.0942740803718619,0,0,0,0,0,0,0,0,0,-0.0484184092567234,0,0,0,-0.0928604148924248,0,0,0,0,0.0396572331362292,0,-0.0950452978983653,0,0.238815402745173,0,0,0,0.00745995123225586,0.0288617814639289,0.103665212236429,0,0,0,0,0,-0.0164501152083891,0,0,0,0.15219199940223,0,0
X002304.SZ,0,0.138705244114125,0,0.200210383579209,0,0,0,0,0.171210844285885,0,0,0,0,0,0,0,0,0,0,0,-0.132274870575263,0.0568836623693285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133095561300499,0.0823969430235233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282202440224797,0,0,0,0,-0.0490927511155058,0,0
X600690.SH,0,0.0816499688461473,0.102001802037332,0,0,0,0,0.0232213188669468,0,0,0,0,0.0438007830911384,0,0,0,0,0,0,0,-0.0345593924115107,0,0,0,0,0,0,0,0,-0.0483809006158485,0.245707515852108,0.0506118381105946,0,0,0,0,0.0126516667373525,0,0,0,0,0,0,0,0,0,0,0.0479510768454381,0,0,0.0421525243619218,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165679314087916,0,0,0,0,0,0.0476820608130659,0.0421686929417677,-0.023631544556721,0,-0.0146848908368872,0,0,0.039218615703625,0,0,0,0,0,0,0.091561877612485,0,0,0,0.0654038128075592,0,0,0,0,0,0,-0.0970495970465975,0.0707556693098719,0,0,0.0299225415744266,0.0138418406925586,0,0,0,0,0,0
X300014.SZ,0,0,-0.0320293973432106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872238376218815,0.123505222201751,0,0,0,0.0954077528449014,0,0,-0.0956093694697104,0,0.176059231929584,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0882337603674585,0,0,0,0.160922938391495,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.246273796044426,0,0,0.399782239069144,0,-0.146548416502675,0,0,0.219665573348036,0,-0.26930352535417,-0.234724604405442,0,0,0,0.379363235080957,0,-0.0792986035233744,0.423256047299676,0,0,0,0,-0.029624108129234,0,0,0.157537114175297,0,0.127979214000851,0,-0.0186643760014718,0,0,0,0,0.0248442318455486,0,0
X000651.SZ,0,0,0,0,0,0,0.102376176877289,0,0.0352702188965736,0,0,0.0294568492415943,0,0,0,0,0.0794251742715784,0,0,0,0,0,0,0,0,0,-0.0079017046083152,0,0,0,0,-0.0995570194852402,0,0,0,0,0,0.102267995515923,-0.0765320420311078,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0546650991097252,0,0,0,-4.33680868994202e-19,0,0
