,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X000725.SZ,X000661.SZ,X000063.SZ,X600809.SH,X003816.SZ,X600690.SH,X002241.SZ,X600703.SH,X000596.SZ,X000338.SZ,X002007.SZ,X000100.SZ,X300142.SZ,X300124.SZ,X300014.SZ,X002371.SZ,X600741.SH,X002049.SZ,X000800.SZ,X601877.SH,X300003.SZ,X002236.SZ,X000157.SZ,X002129.SZ,X002414.SZ,X600584.SH,X000625.SZ,X300136.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002294.SZ,X002456.SZ,X002185.SZ,X000050.SZ,X300146.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.158359308268803,0,0,0,0,0,0.193341084731267,0,0,0,0,0,0.087051211916955,0,0,0,0,0.0384582711947431,0,0,0,0,0,0,0,0,0.05377662103591,0,0,0,0,0,0,0,0.0238081862289582,0,0,0,0,0,0,0,0,0.107126721728519,0,0,0,0,0,0,-0.00773432653413729,0.00108976489824553,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.146631734533034,0,0,0,0,0.425085709131835,0,0,0.0299923817840403,0,0.0510350209552622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207879329659069,0,0,0.0541985435934972,0,0,0.012386849383528,0.00554401158880157,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0365786476716377,0.180436884447617,0,0,0.158419773042682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224679706451144,0,0,0,0,0,0,0.00726253826445548,0.00971708103291946,0,0,0,0,0,0,0,0,0.118593271937578,0,0,0,0,0,0,-0.029719878764441,0.0104452696813437,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334048969741826,0,0,0,0.0556062460015027,0.0446816836897035,0,0,0,0,0,0.0172759208228767,0,0,0,0,0,0.0255563372412118,0,0.0152744563263508,0,0,0,0,0,0,0,0.0505604175213342,0.0780848187625288,0,0.128402462168277,0,0,0,0,0.0105591931876745,-0.0172807652663546,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262125889954215,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0050340884995725,0,0,0,0.0921127983382263,0,0,0,-0.0399830600119857,0,0.0655330209108584,0.0880409225044108,0,0,0,0,0,0,0,0,0,0.0770640644737978,0,0,0,-0.00590736546933882,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0477864754890519,0,0,0.138419174317807,0,0,0,0,0,0,0,0.00994424961481013,0.0392456998379982,0,0,0.136409042206196,0,0,0,0,0,0,0,0.0403591908652726,0.0430864277191539,0,0,0,0.0155201766879684,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0569275129161798,0,0,-0.0360892348618159,0.0483402669151288,0,-0.0325426194048076,-0.00876807553142562,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.00265399943018207,0,0,0,0.00252460391223566,0,0.0226844935904613,0,0.0900106836568998,0,0,0,0,0,0,0,0,0.10798828183017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180768970411657,0.0292483100962155,0,0,0,0,-0.0398114850849355,-0.00663501381641936,0,0,0,0,0,0
X000568.SZ,0,0.446240907115516,0,0,0,0,0,0,0.191172945729093,0,0,0,0,0.0930895087648489,0,0,0.035587802959948,0,0,0,0,0,0.0219706057062693,0,0,0,0,-1.05501139948086e-05,0,0,0,0,0,-0.0358737989811921,0,0.134592226893129,0,0,0,0,0,0,0,0,0,0,0,0,-0.0242799543903132,0,0,-0.0170401812166844,0.00395542743686655,0,0,0,0,0,0
X002304.SZ,0,0.31774961523004,0,0,0,0,0,0.390388498011471,0,0,0.0337506794666783,0,0,0,0,0,0,0,0,0,0,0,0.0642580503651998,0,0,0,0,0,0,0,0,0,0,0.0393727507694028,0,0,0,0,0,0,0,0,0,-0.02746099302623,0,0,0,0,0,0,0,0.0194050050323665,-0.00279044801917561,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0195529347138024,0,0,0,0,0,0,0,0,0,0.0837923742878836,0.306160457768695,0,0,0,0,0,0,0.0355778688444691,0.0448801575111119,0,0,0,0,0.349672211355625,0,-0.0853461349135103,0,0,0.0378432255198235,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281480466431554,0,0,0,0,0,0,0
