,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X003816.SZ,X002415.SZ,X000651.SZ,X600690.SH,X600809.SH,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X000625.SZ,X000063.SZ,X000338.SZ,X002304.SZ,X300124.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X002241.SZ,X300014.SZ,X002463.SZ,X600089.SH,X600372.SH,X000157.SZ,X600584.SH,X600703.SH,X002028.SZ,X600066.SH,X000977.SZ,X600183.SH,X600418.SH,X600522.SH,X002236.SZ,X600741.SH,X002049.SZ,X601877.SH,X000800.SZ,X600177.SH,X002223.SZ,X000921.SZ,X002180.SZ,X601799.SH,X000661.SZ,X002074.SZ,X600487.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.209115569365929,0,0,0,0,0,0,0.0790585131923939,0.130453931683174,0,0,0,0,0,0,0.0355878265265302,0,0,0.0813469756743007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00686202158210258,0,0,-0.00760328220238024,0,-0.0599973818259321,0,0,-0.0631180517905795,0,0,0,0.0220738930622384,0,0
X000858.SZ,0.0997458227142337,0,0.0206694137007207,0,0,0,0,0,0.081956635735515,0.296292033459101,0,0,0,0.00607294247602164,0,0,0,0,0,0.0154769900163857,0,0,0,0,-0.0417770175329702,0,0,0,0,0,0,0,0,0,0,0,0,0.108068753728392,0,0,0,0,0.0686395405721891,0,0,0,-1.73472347597681e-18,0.0162825139711771,0,0,0,-0.0386890824207612,0.0429604807604951,0,0,0,0.0256818036808548,0,0
X600276.SH,0,0,0,0,0,0.0495933003582986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214956902006392,0,0,0,0,0,0,0.00227807722535642,0,0,0,0.0316534365445366,0,0,0,0,0,0,0,0.354253847387908,0,0,0,0,-0.0459200358828756,0,0,0,0,-0.0015556984462508,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,-0.00375977153154855,0,0,0,0,0,0,0,0,-0.139169680535465,0,-0.0814646217769129,0,0.514391424199718,0,0.044466097636248,0,0,0,0.235036302364676,0,0.134284339247814,0.01171267742455,0.0445568602720783,0,5.42101086242752e-20,0.0188040913366467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240870586101567,0,0,0,-0.038075009074244,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.17879519230736,-0.0808032611959291,6.93889390390723e-18,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.182461344461743,0,0,0,0,0,-0.10117896538056,0,0,0,0,0,0,0.152176603933244,0,0,0,0,0,-0.0538230097394451,0,0,0,0,0,0,-0.221171203520127,0,0,0,0,0,0,0.191445740460644,-0.125476667582941,0,0,0,-0.0575883748613401,0,0
X002415.SZ,0,0,0.151462768266025,0,0,0,0,0.0872910168787704,-0.0565542459033095,0,0,0,0,0,0,0,0,0,0,0,0,0.192448117214931,0,0,0,0,0,0,0,0,0,0,0,0,0.0102169814445624,0,0.0215714141985016,0,0.273070439179382,0,0,0,0,0,-0.158253696241193,0.112405701661341,0,-0.0418053478991257,0,0,0,0.0739448522824944,0,0,0,0,0.00499042954795201,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0721248909663752,0.0023813853806247,0,0,0,0,0,0,0,0.0327407128691089,0,0,0.0391824426717998,0,0,0,0,0,0,0,0.00146913296536851,0,0,0,0.0550159279453523,0,0,0.00164267808616377,0,0,0,0,0,0,0,0,0.126478794312437,0,0,0,-0.0615113872945559,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.0274527929078112,0.00896459820222086,0,0,0.330626698655515,0,0,0,0,0,0.0739603443653757,0.112790936972826,0,0,0.0797278397675396,0,0,0,0,0,0,0,0.12909615698003,0,0,-0.134107470756261,-0.000754582649495712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138665944078874,0,0,0,0,0,0,0,0,-0.0697104386057186,0,0,0,-0.00163558550623611,0,0
X600809.SH,0.16455649204602,0,0,0,0,0,0,0,0,0,0.189270056116764,0,0,-0.0926287537550091,0,0,0.103252418981905,0,0,0.435769480003067,0,0,0,0,0,0,0,0,0,0,0,0,-0.0686908254059069,0,0,0,0,-0.0648716056221656,0,0,0,0,0.165196405847848,0,0,0,0,-0.0322809996030547,0,0,0.0125587560062765,0,0,0,0,0,0.019891161676671,0,0
X000568.SZ,0.552840975138051,0,0,0.0227386002603559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273390091787152,0,-0.12095059848788,0,0,0,0,0,0.11152471713868,0,0,0,0,0,-0.027010839635784,0,0,0,0,0,0,0,0,0.0175512042067666,0,0,0,0.0743185428455612,0,-0.0364619348814541,0,0,0,-0.02231330755064,-0.0812710554716699,0,0,-0.0009044714175854,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0462372604062401,-0.0154420203178102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361474654657701,0,0,0.267833763934547,0,-0.0241002589973117,0.0716527335490013,0,0,0,0,0,0,0,0,-0.153677215412754,0.138814484682792,0,0,0,0,0,0,0,0.00384506320442903,0,0,0,0.00470311165250462,0,0
X600104.SH,0,0,0,-0.0230379293015958,0,0,0,0.105871602848596,0,0,0,0,0,0.217132492243824,0,0,0,0,0,0,-0.0540615771038883,0,0.06008259830879,-0.00387271515392524,-0.0452454551899566,0,0,0,0,0,0,0,0,0,0,0,0,0.0651139299042418,0,0,0,0,0,0,0.131271026148474,0.0575849230905534,0,0,0,0,0,0,0,0,0,0,-0.0251543443524287,0,0
X000725.SZ,0,0,0,0,-0.00332973861683766,0,0,0.0459553600485951,0,0,0,0,0,0,0,0,-0.00273266970591442,0,0,0,0,0.715060120391653,0,0,0.127503800666548,0,0,0,-0.148716771802925,0,0,0,0,0,0,0,0,0,0.0509864755442051,0,0,0,0,0,0.245808623730018,0,0,0,0,0,0,-0.047730575401484,0,0,0,0,0,0,0
X600031.SH,-0.0606002019494348,0,0,0,-0.155102850636645,0,0,0,0,0,0,0,0,0,0,0,0.233852710871277,0,0,0,0,0.269394746085764,0,0.00988056013492808,0,0,0,0.0284098615735581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416835804574786,0,0,0,0,0,0,0,-0.035333923636947,-0.114140448170997,0,-0.00965036049274359,0,0,0.0135444162166333,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,-0.0358110992580726,0,0.0377078423238178,0,0,0,0,0,0,-0.0179794356991119,0,0,0.222996980128596,0,0.0631607178545697,0,0,0,0,0.0710393498890105,0,0,0.0296333259188857,0,0.320945196919524,0,0,0,0,0,0,0,-0.00204812655414482,0,0,0,0,0,0,0.183020056961198,0,0.0846498658823069,0,0,0,0,-0.0114081515564266,0,0
X000063.SZ,0,0,-0.0394781033800911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187766043350333,0,0,0.0393609671663345,0,0.0990749239172653,0,0.0547044546671328,0,0,0.127484763603167,0,0,0.0628927327125228,0.0607282469095236,0,0.161989663641616,0,0,0,0,0,0,0,0,0,0,0,0,0.0691961566510791,0.0670470217364895,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.0422103215618879,0,0,-0.0296477005770632,0,0,0.354628064330474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133081958261937,0,0,0.0911073906426069,0,0,0,-0.193226657660766,0.242995797950145,0,0,0,0,0,0,0,0.164752593525223,0,3.46944695195361e-18,0,0,0.0782585039815615,0,0,1.73472347597681e-18,-0.112735197463482,0,0,0,-0.0377990903705882,0,0
X002304.SZ,0,0,0.0618753352847391,0,0,0.114667337141214,0,0,0.176854307738849,0.147364829056799,0,0,0,0,0,0,0,0,0.0326455944532831,0.0250147815630226,0,0.0251186941386715,0,0,0,0,0,0,0,0,0,-0.0161137858362699,0.116941974308373,0,0,-0.0536952907664156,0.0611444877811481,0,0,0,0,0,0,0,0,0,0.0558497778385357,0,0,0,0,0,0,0,0,0,0.0238631064240557,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,-0.398464853904605,0,0,0,0,0,0,0,0,0,0.259423214544161,0,0.0524672999168519,0.0146374073514183,0,0,0,0,0,0,0,0,0,0.219038877427648,0,0,0,0,0,0.0881491131199294,0,0,0,0,0.369629589678829,0,0,0,0.0584086365904932,0,0,-0.0600088979211033,0,0,0,0,-0.0298591712338659,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0.57310710571959,0.180068698351461,0.0426352139557066,0,0,0,0,0.185701894843102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122366353104628,0,0.0417788483590419,0.135634677101547,0,-0.0978725982055073,0,0,0.0326530638868817,0.000298281147739797,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,-0.138703816743746,0,0,0,0,0,0.146144952950659,0,0.0106695157650353,0,0,0,0,0,0,0,0.260130283260091,0.101168374403246,-0.00448994030086635,0,0.251990278817117,0,0,0.0466413470829109,0,0,0,0,0,0,0,0,0,0,0,0.061399774309131,0,0,0,0,0,0,-0.0422876077224778,0,0,0,-0.0347466583504113,0,0
X000100.SZ,0,0,0,0,-0.0228261738638556,0.218967278785768,0,0,0,-0.125737620536028,0,0,0.353893972375781,0.197951337674701,0,0,0,0,0,0,0,0,0,0.0667614995392769,0,0,0,0,0,0,-0.0227707711460543,-0.112334946732607,0,0,0,0,0,0,0,0,0.177066318594417,0,0,0,0.0910205616115383,0,0,0,-0.0379158779211201,0,0,-0.0734001283700442,0,0,0,0,-4.33680868994202e-19,0,0
X002241.SZ,0,0,0,0.400857998671756,0,0,0,0,0,0,0,0,0,0,0,0.210796875995603,0.0344491030341676,0,0,0,0,0,0,0,0,0,0,0,0.0630972410459292,0,0,0,0.0832562747489178,0,-0.0228325682146909,0,0,0,0,0,0,0,0,0,0.117424766270593,-0.0302767162774585,0,0.0398243632962351,0,0,0,0.0380066777222709,0.0155178999361562,0,0,0,-0.00990982195209687,0,0
X300014.SZ,0,0,0.345501151583382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102909755918897,0.317201150974143,0,0,0,0,0,0,0,0,0,0,0,0,-0.032795075204226,0,0,0,0,0,0,0,0,0,0,-0.0293129536254091,0,-0.0982291696582173,0,0.337530939345446,0.0192682545132747,0,0,0.0642701154445187,0,0,0,0,-0.077307126630687,0,0
X002463.SZ,0,0,0,0.280605218794351,0,0,0,0,0,-0.361604061161993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138722773745487,0,0,0,0,0.217740931544279,0,0,0.134808699383569,0.172737986875681,0.529188631186064,-0.236354098591209,0,0,0,0,0,0,0,0,0.0823390944920223,0,0,0,0,0.189289813478627,0,0,-0.0182042601084134,0,0,0,0,-0.0232409910428124,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0.0640932707444604,0,0,0,0,0,0,0,0,0,0.0787948096232384,0,0,0.0977553766763617,0,0,0,0,0,0,0.027286536017847,0,0,-0.162735593829941,0,0.0044408221165213,0,0,0,0.556251692129242,0,0,0,0,0,0.00751606312327997,0,0,0,0,0,0,0.068478888752941,0,0,0,-0.00456543438117872,0,0
