,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000858.SZ,X000625.SZ,X000063.SZ,X600703.SH,X600690.SH,X002292.SZ,X002241.SZ,X600271.SH,X600118.SH,X000559.SZ,X000100.SZ,X600031.SH,X600066.SH,X002236.SZ,X600741.SH,X002475.SZ,X600372.SH,X000157.SZ,X000338.SZ,X600089.SH,X002465.SZ,X300124.SZ,X002049.SZ,X000568.SZ,X600177.SH,X601877.SH,X002129.SZ,X002294.SZ,X300003.SZ,X002074.SZ,X600582.SH,X000869.SZ,X002506.SZ,X002085.SZ,X000977.SZ,X600498.SH,X600867.SH,X000547.SZ,X002426.SZ,X300001.SZ,X600252.SH,X600839.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.112435919508576,0,0,0,0,0,0,0,0,0,0,0,0,-0.0591084226178448,0,0,0,0,0,0,0,0,0,0,0,0.105918373174795,0,0,0,0,0.0738825743876138,0,0.0138683152116303,0,0,0,0,0,0.0433944902365952,0.0270353883251973,-0.0479696342527156,0,0.0576856452852947,0.0216124527552391,0,0,0,0,0,-0.0127854644444991,0.0234923851108664,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.246148373860099,0,0.0623565922910837,0,0,0.025663603158242,0,0,0,0,0.0884764640146118,0,0,0,0,0,0,0,0.105288640413312,0,0,0.0152917281914833,0,0,0,0.0375814993173803,0,0,0,0,0,0,0,-0.153658887519845,0,0,0,0,0,0.0243866227263521,0,0,-0.00792524208543406,0.00356511843332203,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118291138027498,0,0.000415616685880765,0,0,0,0,0,0,0.040261641124652,0,0,0,0,0.0485243039459802,0.224679540978384,0.0985451812210103,0,0,0,0,0,0,0,0,0,0.0218696625193567,0,0,0,0,0.134774108529297,0,0,0,0,0,-0.0188804193030553,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0428826333572567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193910255348546,0,0,0,0,0.0772842833486802,0,0,0.139137254846443,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.00771154717008481,0,0,0.00269504412489718,0.0204043245332705,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0686836303623031,0,0,0,0,0,0,0,0.0130619690997171,0,0,0,0,0,0,0,0,0,0,0,0,0.0502522952992039,0,0,0,0.161734406899226,0,0,0,0,0,0.0221565005983482,0,0,0,0,0.0458238649427842,0,0,0,0.136253242497356,0,-0.00760284013850998,0,0,0,0,0,0,0
X002304.SZ,0,0.13700080185509,0,0.111374015440865,0,0,0,0,0,0,0,0,0,0,0,0.0287322374233733,-0.0168825601181613,0,0,0,0,0,0,0,0,0,0,0,0,-0.0413040635019186,0.0568974590915154,0.0503673465787033,0,0.102552687405737,0,0,0,0,0,0.00808145218918992,0,0,0,0.0168787253840957,0.0329755455139155,0,0,0,0,0,-0.00907788792872882,0.0125006291060055,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0146158228391229,0,0,0,0,0,0,0.121880707827608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159271059221636,0,0,0,0,-0.229703148891155,0,0.0138732689791225,0,0.122223670013927,0,0.0154059269950678,0,0.100316458943546,0,0,0,0,0,-0.0238956836781562,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0871502050518827,0,-0.11950327320766,0,0,0,0,0.231732039306174,-0.125318129857358,0,0,0,0,0,0,0,0,-0.0248729688848106,0,0,0,0,0,0,0.0362121506481627,0,0,0.0215248605939008,0,0,0,0,0.0931678729701644,-0.0737133711862703,0.0504379573959065,-0.00768655503506902,0,0,0.0185520335580419,-0.0125836492392686,0,0,0,0,0,0
X000625.SZ,0,0.0750660866567094,0,0.0361759250664298,0,0,0,0,0,0,0,0,0,0,0,0,0.134017955372051,0,0,0.382461770109159,0,0,0,0,0,0,0,0,0,0,0,0.0663114411609864,0,0.0213338712279311,0,0,0,0,0.00230097457297258,0,0,0,0,0,0.0207046908387559,0,0.0530896645426186,0,0.136691033458975,0,0,-0.0445988374661231,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0379942675973049,0,0,0,0,0,0.0533917552165433,0,0,0,0,0,0,0,0,0,0.228370571285187,0,0,0.0683646484946608,0,0.10596489254209,0,0,0,0,0,0,0.00413797762761489,0.0656887208349178,0.0196052951750064,0,0.0182096756131473,0,0.0126711619398036,0,0.0140753318908117,0,5.42101086242752e-20,0,0,0,0,0,0,0
