,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002236.SZ,X000568.SZ,X002241.SZ,X600271.SH,X000100.SZ,X600031.SH,X600118.SH,X600177.SH,X002292.SZ,X002456.SZ,X002475.SZ,X002007.SZ,X600372.SH,X000338.SZ,X000559.SZ,X000157.SZ,X002180.SZ,X300003.SZ,X002506.SZ,X000981.SZ,X002074.SZ,X600867.SH,X600522.SH,X300124.SZ,X002294.SZ,X002085.SZ,X002426.SZ,X600089.SH,X000869.SZ,X002508.SZ,X601877.SH,X600498.SH,X002249.SZ,X002465.SZ,X000050.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.427238676201436,0,0,0,0,0,0,0.230798540831474,0,0,0,0,0.0347856177891626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134906953322086,0,0,0,0.0724638078730253,0,0,0,0,0.160841579405836,-0.0955206933685428,0,0,-0.193807382064573,0.0409901546732887,0,0,0,0,0,0,0.0128829534435719,0,0,0,0,0,0,0
X600104.SH,0.179492617748078,0,0.0697145440499747,0,0,0,0,0.0933391743281239,0.0834527688418572,0,0.116179769422146,0,0,0,0,0,0,0,0,0,0,-0.0314682273377053,0,0,0,0.0219762803320809,0,0,0,0.0130018763706843,0,0,0,0,0,0,0,0,-0.0210932025328389,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.0551230415526573,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.103867554560143,0,0,0,0,0,0.0158285031799417,0,0,0,0,0.0639701753333788,0,0,0,0.109686297031089,0.0993726736804541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119516243540756,0.0852352386082942,0,0.117780453818774,0,0,0,0,0,0.0240154527410092,0,0,0,0,0,0,0
X000858.SZ,0.16888787458725,0,0,0,0.126277855377873,0.0948035653310859,0,0,0.158725029678991,0,0.0962919437108342,0,0,0,0.384024150553708,-0.00046827015804065,0,0,0,0,0,0,0,0,0.0348716636178966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00695875998613797,0,0,0,-0.00312607166610626,0,0,0,0,0,0
X002304.SZ,0,0,0,0.721534224699956,0,0,0,0,0,0,0,0,0,0,0,0.0396619549333348,0,0,0,0,0,0,0,0,0,0.0590395304268186,0,0,0,0.0442609949589832,0,0.0207001649372175,0,0,0,0.00372636565137304,0,0,0,-0.0238343898931397,0,0,0,0.0140374880363566,0,0,0,0,0,0,0.00314476181374588,0,0,0,0,0,0,0
X600276.SH,0.0460750778919427,0,0,0.0834744515026778,0,0,0,0,0.0765876113889968,0,0,0,0,0.0323119153390203,0.0532985249379924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311915905085101,0,0,-0.0279838441960856,0.0607986270511111,0,0,0,0,0,0.0389864383871642,0,0,0,0,0,0,0,0,0,0,0,-0.00285339919860249,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0520739135657756,0,0,0,0,0,0,0,0,0.0256648596100171,0,0,0,0,0,0,0,0,0.140644733679699,0,0,0.0257677378542877,0,-0.0145442565088328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214629841439295,0.0455446599065397,0,-0.0234316079038163,0.0452171999557161,0,0,0,0,0,0
X000625.SZ,0,0.154939518954778,0,0,0,0,0,0,0,0,0.187493862007148,0,0.0171365403863142,0.0906308211018177,0,0,0.0828314978379465,0,0,0,0,0,0,-0.0686811965372494,0,0,0,-0.0466143259148613,0,0,0,0,0,0,0,0.0427627054606694,0,0,0,0,0,0,0,0,0,0,0,0,0.00748914767407929,0,-0.00704103575514353,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0633453684563676,0,0,0,0,0,0,0.0728274260593775,0,0,0,0.0617027573993716,0,0,0,0,0,0,0,0,0,0.178733133537023,0,0,0.0094650414755693,0,0.00179280798415044,0,0,0.0333912420348583,0,0,0.0402274147372634,0,0,0,0,0,0,0,0,0,0,0,0.0262011935031783,0,0,0,0.0678595391920457,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0444646261043052,0,0,0,0,0,0,0,0,0,0,0.0486686917390539,0.0792659637280919,0,0,0,0,0,0,0.0768663646641212,0,0,0,0,0,0,0.0642220686592728,0,0,0,0,0,0.0649032252367475,0,0,0,0,0,0,0,0.0232298512592328,0.124595931865549,0,0,0.0851443112428804,0,0,-0.00184812382161649,0,0,0,0,0,0,0
X600741.SH,0,0.384279237911298,0,0.0252053028481927,0.152950093987443,0,0,0,0.0946114159107207,0,0,0,0,-0.00271901547820779,0,0,0,0,0,-0.0637562694278471,0.242807856673112,0,0.0809978508031753,0,-0.0270246477461387,0,0,0,0,0.0844688373917328,2.16840434497101e-19,0,0.0847037798448266,0.0872972372015981,0,0,0,0,0,0,0,0,0,0,0,0.0843568535327761,0,0,0.01770266383143,0,-0.0115174336889051,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.157829419328577,0,0,0,0,0,0,0,0,0.0534189428718435,0,0,0,0,0.0751831567082041,0,0,0,-0.00598770146636452,0.166694957250423,0,0,0,0.0468393289754518,-0.280098887918172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163691051576825,0,0,-0.00500762996720295,0.0512838984016794,0,0,0,0,0,0
X600066.SH,0,0,0,0.0376172722314717,0,0,0,0.14915990442342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094891055193279,0,0,0,0,0.152413822592936,0,0,0,0.0719187798395183,0,0,0,0,0,0,0,0,0,0,0,0.114292059885394,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305613281547718,0,0,0,0,0,0.166292759097807,0.0620444909876324,0,0,0.0685341990642746,0,0,0,0.0772657867094684,0,-0.0630536084280255,0,0.0610527186889779,0,0.0183621067086474,0,0,0,0,0,0,0,0,0,0,0,0.0180448073119331,0.14681228887605,0,0,0.0272244793651872,0,0,0,0,0,0
