,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600118.SH,X600031.SH,X000100.SZ,X600271.SH,X600372.SH,X000157.SZ,X002292.SZ,X002236.SZ,X002241.SZ,X600066.SH,X600741.SH,X002475.SZ,X000338.SZ,X600089.SH,X600177.SH,X601877.SH,X002129.SZ,X000559.SZ,X000016.SZ,X000568.SZ,X300003.SZ,X600435.SH,X000547.SZ,X002465.SZ,X002294.SZ,X300124.SZ,X600839.SH,X600582.SH,X000550.SZ,X002276.SZ,X000066.SZ,X600252.SH,X002456.SZ,X000800.SZ,X000869.SZ,X002007.SZ,X000581.SZ,X002498.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.225006987575207,0,0,0,0.00599666581874714,0,0,1.73472347597681e-18,0.12261810539221,0,0,0,0,0,0,0,0,0,0,0.134307851750884,0,0,0.0272444236926446,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0118469038748183,0,0,0,0,0,0.0505954220558029,0,0,0,0,0.00204877301715526,0.0215251820242977,0,0,0,0,0,0
X600104.SH,0.372027036353351,0,0,0,0,0.0231385871682422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118938708278319,0.310456128266302,0,0.0622824174231642,0,0,0,0,0,0,0,0,0.0594169724073817,0,-0.0320217071270187,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0935900913741192,0.0134404043788652,0.0156904755558485,0,-0.0312203133299973,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0732884830868394,0,0,0,0,0,0.0662851636848837,0.0169854184754706,0,0,0.0114876139385379,0,0,0,0,0,0,0.0987476587264318,0,0,0,0,0.0142865759481066,0,0.452744381205515,0,0,0,0,0,0.0439239297793616,0,0,0,0,0,0,-0.0181956687264789,0,0,0,0,0,0,-0.0285197961826135,0.00103580635660614,0,0,0,0,0,0
X002415.SZ,0.0274735823195914,0,0,0,0,0,0,0,0,0,0,0,0.124049144289386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171968911484061,0,0,0,0,0,0,0,0,0.170340996443685,0,0,0,0,0,0,0.0776823847970083,0,0,0.0716216500183824,0,0,0,0,0,-0.0326775261336041,0.0144156053216417,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.197847039879652,0.129323683277636,0,0,0,0,0.128926414483015,0,0,0,0,0,0,0,0,0,0,0,0.0289606081610433,0,0.0858897645046352,0,0,0,0.0507608616849624,0,0,0,0,0,0,0,0,0,0,0,0,0.0717100901120798,0,0,0,-3.95825173813566e-05,0,0,0,0,0,0
X002304.SZ,0,0.188264700986329,0,0,0,0,0.411139272983979,0,0,0,3.46944695195361e-18,0.0349565823450409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112193340571307,0,0,0,0,0,0,0,0.000772910227594762,0.00577659934232371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318043906788897,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.268793869682995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528408764418282,0,0.116497664098944,0,0,-2.16840434497101e-19,0,0.542186064915956,0,0,0,0,0,0,0.0472709752179307,0,0,0,0,0,0,0,0.0185414454901283,0,0,0.032989716903622,0,0,0.0237415541100815,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.138366517305393,0,0,0,0.117318809923182,0,0,0,0.0382709410528442,0,0,0,0,1.73472347597681e-18,0.176230719911608,0,0.0804269670263652,0.0980257899502446,0.0854369809521824,0,0,0,0,0.0204209047365253,0,0,0,0,0,0,0,0,0.0132174179037016,0,0,0.0183301552610426,0,0,0,0,0,0,0,0,0.0276288968454368,0,0,0,0,0,0
X000625.SZ,0,0,0.0712239717955072,0,0,0,0.0590852697178148,0.0553978303167797,0,0.00963729388927797,0,0,0,0,0.101333189173285,0.00213734297518044,0.0636363019041723,0,0,0,0,0,0.219506556136733,0,0,0.0265365458512295,0,0,0,-1.0842021724855e-19,0,0.0686923042129942,0,0,0,0,0,0,0,0,0.0402680357076052,0,0,0,0,0.0106568035082004,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.054930493875824,0,0,0,0,0,0,0,0,0.160162075905183,0,0,0,0,0,0,0,0,0,0.0378071000909586,0,0,0.426341237493278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315240333176619,0,0,0,0,0.145745451993298,0,-0.0268313811235092,-0.0263774843786137,0,0,0,0,0,0
