,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000625.SZ,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X002241.SZ,X600031.SH,X000338.SZ,X600066.SH,X002456.SZ,X000100.SZ,X002508.SZ,X601877.SH,X300124.SZ,X300136.SZ,X600522.SH,X600177.SH,X600271.SH,X002008.SZ,X300003.SZ,X000157.SZ,X002085.SZ,X002007.SZ,X002294.SZ,X600118.SH,X600089.SH,X600487.SH,X600867.SH,X600566.SH,X600699.SH,X600809.SH,X600372.SH,X000559.SZ,X300115.SZ,X002180.SZ,X000623.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0440370616042178,0,0,0,0.0497199622288059,0,0,0.0850748903539125,0,0.00506728175423537,0,0.019624826790949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274828105722098,0,0,0.0314744704129558,0,0,0,0.245932501396789,0.0853959763635167,0,0,0,0.303784248461281,0,0,0,0,0,-0.115983072154622,0,0.0114841872552732,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.265105967867093,0,0,0,0,0,0,0,0,0,0.589761463758116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.203953990738881,-0.00615767388267566,0,0,-0.0296181973453955,0,0,0,0,0,0,0.0952507843523299,0,0,0,0,-0.108654438975054,0,0,0,0,0.000217611328970406,-0.0159808521270556,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.145638600808685,0.0733327067273346,0,0,0,0,0,0.158478271401808,0,0,0.197886320499874,0,0,0,0,0,0,0.0814601692587932,0,0,0,0.0158104429200335,0,0.00576789158262041,0,0,0,0,0,0,0,0,0,0,0.221646524723837,-0.319111389079043,0,0,0,0,-0.0540338412462715,0,0,0,0.0031516166300382,0.0315130794089037,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0615549228331568,0,0.176815604053512,0.169728912735157,0,0.0213476128209834,0.000142266634753491,0,0,0,0,0,0,0,0,0,0.0386292781176363,0,0,0.159777822797418,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00946763270510756,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0254235759444508,0.0182006711936988,0,0,0,0,0.602845388431254,0,0,0.0969583165908295,0,0,0,0,0,0,0,0.0877730975699733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031116509888247,0,0,0,0,0,0,0,-0.00894322654132964,0,-0.00236131747756941,-0.000810037320166213,0,0,0,0,0,0
X600276.SH,0,0.150493229711737,0,0.0641771449892463,0.0217691569712314,0,0,0,0,0,0,0,0,0.023188603135074,0,0,0,-0.120545154355117,0,0,0,0,0,0,0,0,0,0,-0.0877169568641068,0.012502519906684,0,0,0,0,0,0,0,0,0,0,0,0,-0.00912280096913114,-0.160553484446053,0,0,0,0,0,0.0102828500264424,0.0191801319141516,0,0,0,0,0,0
X000725.SZ,0,0,0.351795613128463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217083097037571,0,0,0,0.163824048255618,0,0,0,0.495691524930104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396676847633076,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.249854153115798,0,0,0,0.224539246471583,0,0,0,0,0.339853342275471,0,0,0.0900642668215477,0,0,0,0,0,0,0.0624380815083908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297773416075307,0,0,-0.0768844027229688,0,0,0,0,0,0.0134228853419736,0,0,0,0,0,0
X600690.SH,0,0.462725437586829,0,0,0,0,0,0.10073842430541,0,0,0,0,0,0.153995255768404,0,0.0817180878895311,0,0,0,0,0,0,0,0,0,0.0460726399139267,0,0,0,0,-0.138202144522663,0,-0.00388445524907169,0,0,0,0,0,0,0,-0.0479082004593775,0,8.67361737988404e-19,-0.0712272994505936,0.0784756412552722,-0.0109373415998777,0,0.0751154092228618,0,-0.000637670911328506,-0.00998744644120628,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.083948022028697,-0.0359528997522934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309030780562386,0,0,0,0,0,0,0.0543840671460646,0,0,0,0,-0.0938274760978971,0,0,0.0682635198490208,0,0,0,0,0.0693665760027448,0,0.253201920970607,0,0,0,0,0,-0.00712491988757708,0,0,0,0,0,0
