,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X600703.SH,X000338.SZ,X000568.SZ,X600741.SH,X300003.SZ,X601877.SH,X600271.SH,X300124.SZ,X002236.SZ,X002008.SZ,X002456.SZ,X002007.SZ,X600487.SH,X000100.SZ,X600566.SH,X600498.SH,X000661.SZ,X000625.SZ,X002179.SZ,X600867.SH,X000596.SZ,X600809.SH,X300146.SZ,X600177.SH,X002294.SZ,X002180.SZ,X000157.SZ,X600089.SH,X002506.SZ,X300136.SZ,X600066.SH,X600372.SH,X300142.SZ,X000977.SZ,X002241.SZ,X600522.SH,X000981.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.774704136964268,0,0,0.0904943349518642,0,0,0,0,0,0,0,0.0361602297044312,0,0,0,0,0,0,0.0163195460535415,0.0945136623759513,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.0318343296085949,0,0,0,-0.0103792675688617,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0119709915353863,0.00475425062103277,0,0,0,0,0,0
X600104.SH,0,0,0.105465503628684,0,0,0.133055166152828,0,0,0,0,0.0732211582592088,0,0,0,0,0.0867446250081138,0,0,0,0,0,0,0,0,0,0,0,0.0967311295257461,0.0149963676930698,0,0,0,0,0.0967744456765493,0,0,0,0,0,0,0,0,0,0,0,0.20499068163674,0,0,0,0,-0.0786584964391965,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.122401958207931,0,0,0,0,0,0,0,-0.171286309349618,0,0,0.00370759620616063,0,0,0,0.590514694094813,0.115147131443555,0,0,0,0,0,0.0331292159310432,0,0,0,0,0,0,0,0,0,0.112421748808898,0,0,0,0,0,-0.00129622372930081,0,0,0,0,0,0,0.174096907976362,0,0.0865793448220237,0,0,0,0.028185938299656,0,0
X600276.SH,0,0,0.056833430940119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304857413759846,0,0,0,0.14330713737432,0,0,0.10821034394147,0,0,0,0,0,0,0,0.0634846886512778,0,0,0.324864603345203,0,0.058729072345377,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00769655390251641,0.0237905362321275,0.0364122233568655,0,0,0,0,0,0
X000651.SZ,0.116637711898156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282467556333729,0,0.0665445674487547,0,0,0.119958449809777,0,0,0,0,0,0,0,0,0,0,0,0.0214301604252355,0.00305215343934292,0.0890068399474786,0,0,0,0,0,0,0,0,0.0300952494265169,0,0.0613157129345429,0,0,0,0,0,0,0.00450362663079866,0,0,0,0,0,0,0
X000858.SZ,0.0567003896073416,0.0290379455276123,0,0,0,0,0.208003132350299,0,0,-0.00585166827034332,0,0,0,0,0.0707490843436837,0,0,0,-0.00916250825646916,0,0,0,0,0,0,0,0,0,0,0,0,-0.00589977740155326,0.236296875022589,0.239096314010649,0.00584006476942741,0,0,0,0,0,0,0,0.0841401125280005,0,0,0,0,0,0,0,0,0.015537699842761,0.0143378598058882,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.335851731402063,0,0,0,0,0,0,0,0,0.384884773864869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184846898559498,0,0,0.0638650217239076,0.0580451349953793,0.221801023940945,0.0616265353853734,0,0,-0.0704283571119691,0,0,0,0,0,0,0,0,0,0,0,0,0.0153557711271207,0,0.0454826722941286,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0.213223935740993,0,0.000448592377484137,0,0,0,0.0025121602596883,0,0.135247947056311,0,0,0.249915038008713,0,0,0,0,0,0,0,0,0,0.0746690907847349,0,0,0,0,0,0,0,0,0,0.166741170486609,0,0,0,0.0252132647057875,-0.0799986312015826,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.175005871271206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254944828155225,0,0,-0.042395029934943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197619079441871,0.244910748428667,0,0,0.297757135425257,0,0,0,0,0,0,-0.0665598324871854,0,0,0,0,0,0
X000063.SZ,0,0,0.263444286136432,0,0,0,0,0,0,0,0.234055996332692,0,0.204579330552453,0,0,0,-0.046507828561536,0,-0.0455233963102731,0,0,0,0.224441669505693,0,0.106091428721774,0,0,0.107371519418752,0,0,0,0,0,0,-0.138105062610935,0,-0.0238458446754988,0,0,0,0,0,0,0,0,0,0,0.119255544177107,0,0,0,0.0112402366135184,-0.0887559405155505,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174361677423466,0,0,0,0,0,0.569004450998075,0,0,0,0,-0.0593139514640017,0.210951033364488,0,0,0,0,-0.118380957059419,0,0,0,0,0,0,0,0.0943832317515333,0,0,0,0.186375455095857,0,0,0,0,0,0.00230510887841205,0.0947552877347602,0,0,0,0,0,0
X600031.SH,0,0,0.0773238914302018,0.0611201543036174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155885734586051,0.0387147055011449,0,0.0835884827546492,0,0,0,0,0,0,0,0,0.248611454100646,0.29384715943905,0,0,0,0.0384241100821129,0,0,-0.0192383779128137,0.0311362778803022,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.183174750442581,0.364360495958733,0,0.0468921169654901,0,0.280443896445202,0,0,0,0,0,0.506607952721884,0,0,0,0.287431753452047,0,0,0,0,0,0,-0.0166140575821042,0,0,0,-0.29790778734953,0,0,0.189312914934442,0,0,-0.0407122449510721,0,0,0,0,-0.000904966530760174,0,0
