,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000725.SZ,X000338.SZ,X002371.SZ,X000625.SZ,X600031.SH,X000596.SZ,X000063.SZ,X000100.SZ,X600089.SH,X002179.SZ,X300014.SZ,X000157.SZ,X600703.SH,X002236.SZ,X600741.SH,X002241.SZ,X600372.SH,X000661.SZ,X002129.SZ,X002049.SZ,X002028.SZ,X000977.SZ,X002463.SZ,X601877.SH,X600584.SH,X601799.SH,X600522.SH,X000921.SZ,X000800.SZ,X600066.SH,X600183.SH,X002007.SZ,X002223.SZ,X600177.SH,X600060.SH,X002074.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.301492181519886,0.063733904217304,0,0.101999476427376,0,0.132372909882835,0,0,0,0.0542192539798188,0,0,0,0,0,0,0,0,0,0,0.0763560474606642,0,0,0,0,0,0,0,0,0,0,-0.0274743126860286,-0.0123716396705343,0,0,0.133703191272827,0,0,0,0,0,0,0,0,0,0,0,0,0.0154927601053081,-0.0139018242543282,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0491207838640522,0.451199733490193,0,0,0,0,0,0,0,0,0,-0.00941342845410428,0,0.0863590721435389,0,0,0,0,0.0706473043951504,0,0,0,0,0,0,0,0.042639161115072,0,-0.0754305255182832,0.0314855676783535,0,0,0,0,0,0,0,-0.0442451720089678,0,0,0,0,0.117665390078537,0,0,0,-0.00173697457154291,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0262412800177398,0,0,0,0,0,0,0,0.210876628729197,0,0,0,0,0,0,0,0,0,0,0.107088345282111,0.163553568186275,0,0,0.143585977855909,0,0,0,0,0,0,0,0.0660232658249488,0,0,0,0.0252904205104603,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100782551836979,0.00700879265176744,0,0,0,0,0,0
X600809.SH,0,0,-0.0281653790324372,0,0,0,0.499249547648824,0,0.0618604201862684,0.153887539779592,0,0,0,0,0,0,0,0,0.434086651985489,0,0,0,0,0.056189613603528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015147760851997,0,-0.205665292269414,0,0,0,0,0,0,0,-0.0471786350786153,0.0308215597457838,0.0222040883540794,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148214721213664,0,0,0,0,0,0,0,0.0331112455315703,0,0,0,0,0,0,0,0.404285318385591,0,0,0,-0.0167205376664995,0,0,0,0,0,0,0,0.14844798277218,0,0.0705855563433335,0,0,0,0,0,0,-0.0257129528419937,0,0,0,0,0,0,0
X600690.SH,0,0.0536801456485697,0,0,0,0,0.2955186334742,0.105055731191975,0,-0.00747001650374144,-0.0139303515874989,0,0,0,0.074979448664424,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.038694902230543,0,0,0,0,-0.0180893521349226,0,0,0,0,0,0,0.0590632907331165,0,0,0,0,0,0,0,0,0,0.0198856035868342,-0.00716768412816294,0.0322227532161939,0,0,0,0,0,0
X000568.SZ,0,0.615291579755796,0,0.351083061210892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107627497266511,0,-0.0619130190173883,0,0,0,0,0,0,0,0,0.0251270141134489,0,0,0,0,0,0.0307877809000261,0,0,0,0,0,-0.0112600612362754,0,0,0,0,0,0,0,0.00535488610902092,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.458006587928936,0,0,0,0,0,0,0,0,0,0,0.0101886173388058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314484703103219,0,0,0,0.112393902717958,0,0.207479421346141,0,0,0.0468805533594351,0,0,0,0.119156078210417,0,0,0,0.00644757901017325,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.186887532033587,0,0,0,0,0,0,0,0,0,0.00683583922044097,0,0,0,0,0,0,0.105984238567923,0,0,0,0,0.352019519792717,0,0,0,0,0,-0.0792362566039926,0.0118502242347861,0,0,0,0,0,0,0,0.229801788441869,0,0,0,0,0,0,0,-0.029007373235889,0.00669867883967872,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784908303869585,0,0,0,0,0,0,0,0.0217312226626522,0,-0.0896114917959469,0,0,0.0947525265376226,0,-0.0903830215554808,0,0,-0.0343388991085819,0,0,0,0,0,0.371213641012568,0.056273554181922,0,0,0,0,0,0,0,0,0,-0.0180152070449682,0,-1.73472347597681e-18,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.084533681136139,0,0,0,0,0.173877633071532,0,0,0,0.0378248755706008,0.0756327087946371,0,0,0,0,0,0,0,0,0,0.0309053096676314,0,0,0,0,0,0,0,0,0,0,0,0,0.00490559442545898,0.0512603979774557,0,-0.0645298182646349,0,0,0,0,0,-0.0302714100954736,0,0,0,0.0263272400385863,0,0,0,0,0,0
X300124.SZ,0,0,0.144057627908348,0,-0.0341286139147812,0,0,0,0,0,0.144499583694119,0,0,0,0,0.0309836468055185,0.126418114839821,0,0,0,0,0,0.20087056651395,-0.076901523729682,0,0,0,0,0.15868881704965,0,0,0,0,0,0,0.176570625012294,0,0,0.225444298741035,0,-0.109616458369911,0,0,0.0346959109284006,0,0,0,0,-0.309242056562994,0,0,0,0.00672364037285854,0,0,0,0,0,0
X002304.SZ,0,0,0.189099667427523,0,0,0,0.430922123548882,0,0,0,0,0,0,0,0,0,0.0463138743946756,0.0217653623938872,0,0,0,0,0.0225449416650384,0.0510467430860056,0,0,0,0,0,0,0,0,0.0497434025328247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105335867744944,0,-0.00495270450381721,-0.00575399531879197,0,0,0,0,0,0
X000725.SZ,0,0,0,0.158804573190305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408035331248179,0,0,0,0,0,0.0664994598263458,0,0,0,0,-0.0210983517977111,0,0,0.100809217080805,-0.12379847876507,0,0,0,0,-0.113486442718399,0,0,0,0,0,0,0,0,-0.0317703459478756,0,-0.0152790080180242,0.014491382137456,0,0,0,0,0,0
