,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X002475.SZ,X600741.SH,X600031.SH,X000338.SZ,X000063.SZ,X300003.SZ,X002236.SZ,X600809.SH,X600271.SH,X002008.SZ,X601877.SH,X000596.SZ,X002456.SZ,X600867.SH,X300124.SZ,X600487.SH,X000100.SZ,X000625.SZ,X600566.SH,X600066.SH,X002294.SZ,X000661.SZ,X300136.SZ,X002179.SZ,X600498.SH,X300142.SZ,X000977.SZ,X000157.SZ,X002180.SZ,X002007.SZ,X002241.SZ,X000981.SZ,X300146.SZ,X000050.SZ,X000869.SZ,X600522.SH,X002049.SZ,X600779.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.416315696303744,0,0,0,0,0,0.051070383356863,0,0,0,0,0,0,0.0521845490515,0,0,0,0.0241098029334827,0,0,0,0,0,0,0,0,0,0.0106299182023004,0,0,0,0,0,0.0152355241599272,0,0,0,0,0.0821204162692521,0,0,0.0276611364908437,0,0,0,0,0,0,0,0.000689590819728084,0,0,0,0,0,0
X600104.SH,0,0,0,0.217271269906726,0,0,0,0,0.0362781480697992,0,0,0,0.13509672288522,0.109971704644832,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333100021565616,0,0,0,3.79192322143493e-05,0,0,0.129496708701765,0,0,-0.108196347311329,0,0,-0.225288485805962,0,0,0,0,0,0,0,0,0,0,0.0265257643629263,0.0254068332495723,0.0403481153408567,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0940134882400863,0,4.33680868994202e-19,0,0,0,0.00189756282551041,0,-0.0976760921484804,0,0.161899378478992,0,0,0.0532295943208749,0,0,0,0,0,0.0184092532421287,0,0,0,0,0,0,0.0491742725389997,0,0,0,0,0,0,-0.00770649534578346,0,0,0,0,0,0,0,0.0406196571055733,0.196337020420306,0,0.00150107863429718,0.00871657232595828,0,0,0,0,0,0
X000858.SZ,0.169348089069514,0,0,0,0,0.0760866744493765,0.179915360722121,0,0.205179441201499,0,0,0.0400863877636523,0,0,0,0,0,0.0885925610718548,0,0,0.0439931935387197,0,0.135953637949357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227644140313424,0,0,0.00985811591517436,-0.00391604369536689,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.174441774731324,0,0,0,0,0.131502480581314,0,0,0,0,0,0,0.0610894464999469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0045210649613916,0.00794363115882309,0,0,0,-0.0223373243645986,0,0,0,0,0,0,0,0.159648226242244,0.110112920559443,0,0.0117558403784818,0.0145643532347305,0,0,0,0,0,0
X600276.SH,0,0,0,0.0193171575803933,0,0,0,0,0,0.0779591988393723,0,0,0,0.0158085330440317,0,-0.0776632047685137,0,0,0,0,0,0,0,0,0,0.225708357490236,0,0,0,0.0525707826885642,0.0705605373862404,0.219737543180202,0.232128060458545,0,0,0,0.0741556435955823,0,0,0,0.00759865360712945,0,0,0,0,0,0,0,0,0,0,0.021598901088966,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.469151963684112,0,0,0,0,0.0377998636138835,0.0680538962138003,0,0,0,0,0,-0.0840394634522916,0.135649460535524,0,0.273617920669164,0,0,0.0806404065720339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0963781981588182,0,0,0,0,0,0,-0.121528197259521,0,0,0,0,0.0322942687357037,0,0,0.00664061679714468,0.00868468588029397,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00416282036033823,0,0,0,0.0829782349868594,0,0,0,0,0.245118952636286,-0.0701631129252619,0.0445678860929178,0,0.284384770399563,0.0654032306885852,0,0,0,-0.00220808202047474,0.0178788885071997,0,0,0,0,0,0
X600690.SH,0.174011279747542,0,0,0.411625066341258,0,0,0,0,0,0,0,0,0,0,0,-0.0225048606281754,0,0.0475216716780218,0,0,0,0,0,0,0.111699503447996,0,0,0,0,0,0,0,0,0,0.0141752530665753,0,0,0,0,0,0,0,0,0,0,0.0520249860458829,0,0,0,0.106914412498456,0,0.00913452628946648,0.0274085918417796,0,0,0,0,0,0
X000568.SZ,0,0,0.0109054055628977,0.0413695981339648,0,0,0.0715163928083404,0,0.0853057976580177,0,0.00583195920542556,0,0,0.0923935593856661,0.0802297653511547,0,0,0,0,0,0,0,0.30102321344157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130171798078402,0,0.0506003325165864,0,0,0.0184698986181047,0.00330104035724316,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.0350750675429747,0,0,0,0,0,0.0802874558100983,0.039069226782415,0,0,0.0346669233632509,0,0,0,0,0.0468649626884419,0,0.12560959321561,0,0,0,0,0,0.0687413900965621,0,0,0.243583376186784,0,0,0,0,0,0,0,0,0,0,0,0,0.053302277726575,0,0,0.00290159808597328,0.0035061420057427,0,0,0,0,0,0
X002475.SZ,0,0.167845001231866,0,0,0.112937098786603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562057932160708,0,0.0202272125061344,0,0,0,0,0,0,0,0.0058381730635159,0,0,0,0,0,0,0.0396547308423535,0,0,0,-0.0696712258226041,0,0,0,0,0,0,0.0119443239337448,0.00270804596851882,0,0,0,0.0666965819274325,0,0
X600741.SH,0,0.449253795328168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613572044402383,3.46944695195361e-18,0,0,0,0.049558768131564,0.0301520747828112,0,0.127697054857108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181786197891336,0,0,0,-0.162511550972631,0,0,0,0.0738604751394424,0,0,0,0.0144887324172528,0.00708701871280915,0,0,0,0,0,0
X600031.SH,0,0,0.468124595507397,0,0,0,-0.0682826884565841,0,0,0,0,0,0,0,0.186332579511196,0,0,0.0102140567330712,0,-0.024534767636995,0.167880055663144,0,0,0,0,-0.00477044990402245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.200652607200448,0,0,0,0,0,0,0,0,0,0,0.0138635777861066,-0.0306188672644167,0,0,0,0,0,0
