,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000625.SZ,X000858.SZ,X000063.SZ,X600690.SH,X600031.SH,X600276.SH,X000100.SZ,X000338.SZ,X000157.SZ,X600089.SH,X600372.SH,X600703.SH,X002241.SZ,X600271.SH,X600741.SH,X002236.SZ,X600066.SH,X601877.SH,X002129.SZ,X600177.SH,X600582.SH,X600118.SH,X000623.SZ,X000550.SZ,X000581.SZ,X002475.SZ,X000559.SZ,X000568.SZ,X300124.SZ,X300146.SZ,X000869.SZ,X000800.SZ,X000400.SZ,X000977.SZ,X002294.SZ,X600839.SH,X300003.SZ,X000050.SZ,X600060.SH,X002292.SZ,X002456.SZ,X002465.SZ,X600498.SH,X600166.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.164100073302395,0,0,0,0,0.0104117350774386,0.126223971351721,0,0,0,0,0,0,0,0,0,0,0.0113004255550079,0.207959905482753,0,0.190019438766435,0,0,0.0338440370913444,0,0,0.0238532360137459,0,0,0,0,0,0,0,0,0,0,-0.00904068238771174,0,0,0,0,0,0,-0.025326867703034,0,0.0200883130275159,0,0,0,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0.195654539991722,0,0.148417629512989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347328120477061,0,0,0,0.173301000066666,0,-0.0321534387595901,0,0,0,0,0,0,0,0,0,0,0.0679369795521402,0,0.00473563716642754,0,0,0,0,-0.0368028521258493,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.248808624421592,0,0,0,0.179601110895102,0,0.044139516751328,0,0,0,0,0.0548106588974989,0,0.0979764227932587,0,0.0326498182839686,0,0.113819434636962,0,0.0469387149175747,0,0,0,0,0,0.0785139092868316,0,0,0,0,0,-0.0510271970601412,0,0,0,0,0,0.0861245143426854,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.125768782708375,0,0,0.0453191749463349,0.0343827259887236,0,0,0,0.217142052840973,0,0.127367896292964,0,0.0967913636256576,0,0,0,0,0,0,0,0,0,0,0,0.110515596787248,0,0,-0.0692036973540399,0,0,0,0,0,0,0,0,0,0,0,0,0.0424072244594905,0,0,0,0,0,0.0260241441316589,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.204065104639363,0,-1.73472347597681e-18,0,0,0,0.0705847998300167,0,0,0.266073491214142,0,0,0,0,0.0257320369792592,0.1865516563641,0,0,0,-0.248185974221949,0,0,0,0.207500524132014,0,0,0,0,0.0714699273078049,0,0,0.0253499848667228,0.0252452528947191,0,0,0,0.0725096707506792,0,0,0,0,0,0,0,0,0,-0.0185832559180066,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.409450325267449,0.162660521687436,0,0,0,0.034312691936529,0,0,0,0,0,0,-0.0873663372583777,0,0.0868766914704317,0.141054766239932,0,0,0.0810585165145404,0,0,0,0,0,0,0,0,-0.119478461802591,0,0.171076530329397,-0.0270451585137481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220650826875032,-0.014025334243392,0,0,0,0,0,0
X000625.SZ,0,0,0,0.113389452662241,-3.46944695195361e-18,0.0173511087062755,0,0,0.135793447702531,0,0,0,0,0,0,0,0,0,0,0,0.277125379614502,0,0,0,0.0672623933860043,-0.0536047925696024,-0.0308183957660264,0,0,0,0,0,0,0,0.0418084614604501,0,0,0,0,0,0,0,0,0.0388442467796482,0,0,0,0,0.0520120409247716,0,0,0.0258258034539309,0,0,0.151532175387808,0,0,0,0
X000858.SZ,0,0,0.132398512148306,0,0,0.0300183342255851,0,0,0.144411521541156,0,0.160071319933944,0,0,0.0343150285822741,0,0,0,0,0,0,0,0,0,0,0,0.0527348013698662,0,0,0,0,0,0,0,0,0,0,0.0303583709356278,0.0655729489405118,0,-0.0593335523158517,0,0.0566125486972519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0.177671659462611,0,0,0,0,0,0,0.0223803065881682,0.0148999638717872,0,0.0564083801041386,0.163616372919291,0,0,0,0,0,0,0,0,0,0,0,0.0453764413499575,0,0,0.124873518640181,0,0,0,0,0,0.05633900086801,0,0,0,0,0,0,0,0,0,0.0108270512928182,0,0,0,0.182102870344298,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.234362773278784,0,0,0,0,0,0.00349098566520652,0,0,0,0,0.0856371114786811,0,0,0,0,0,0,0,0.0264564143570133,0,0,0,0.156703241806047,0,0,0,0,0,0,0.00492676603059424,0,-8.67361737988404e-19,0,0,0.181519301714435,0,0,0,0,0,0,0.0996357155777316,0,0,0,0.0506601896014696,0,0,-0.0396336462965135,0,0,0,0,0,0,0
X600031.SH,0.0370825232669944,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0240567514580563,0,0,0.736922719942901,0.0393296513811353,0,0,0,0,0,0,0.0460644544489951,0,0,0.0410212393683624,0,0,0.139326199509909,-0.0491313938530901,0,0,0,0,0.00926498150193817,0,0,0,0,0,0,0,0,0.01529124389294,-0.0338690125019466,0,0,-0.00958096732512879,0,0,0,-0.0110285424792108,0,0,0,0,0,0,0
X600276.SH,0,0,-0.0271669395160712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078165309656634,0,0,0,0,0.23954980720355,-0.129274628771144,0,0,0,0.0675009135842897,0,0,0,0,0,0,0,0,0.0971989213870607,0,0,0,0,0,0,0,-0.00510885098986342,0,0,-0.00184582455716824,0,0,0,0.0374150769570574,-0.0216286545391172,0,0,0,0,0,0
X000100.SZ,0.0783468047434704,0,0,0,0,0,0,0,0.0566506904371122,0,0.0100958178106117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117088877665329,0,0.123123951305323,0,0,0,0,0,0,0,0,0.0667796658742636,0,0,0,0,0,0.00549574414824361,0.25630617351333,0,0,0,0.109928300442078,0,0,-0.018699964234984,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.143467301241736,0.0632104991983864,0,0,0.0441954372650468,0,0.362475213457586,0,0,0.00678252934835328,0,0.0133538708295827,0,0,0,0,0,0,0,0,0,0,0.00214850609505969,0,0,0,0,0,0,0,0,0,0,0,0,-0.0235651065510599,0.0485258103205216,0,0,0,0,0.326008865636355,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0,0.000362568539041212,0,-0.00692493478576313,0,-0.0196778690602986,0,0,0,0.489964518683189,0,0,0.125045348525307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202466131332519,0,0,0,0,0,-0.00131834445297657,0,0,0,0,0.118044393894875,0,0,0,0.0325843935817749,0,0,0.0217056694450043,0.00404112805281685,0,0,0,0,0,0
X600089.SH,0,0,0.0423984781800476,0.0595258642060858,0,0,0,0,0,0.0694943316844121,0.0975334664825653,0,0,0,0,0,0,0,0,0,0,0,0.0638428505967141,0,0,0.102228799774728,0.0398726211933885,0.0505671036300612,0,0,0.0357198255940155,0,0,0,0,0,0,0,0.391256323235416,0,0,0,-0.0870528853701155,0.0622252664384781,-0.0026090250504045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600372.SH,0.0726965009263446,0,0,0,0.0669506690950768,0,0,0.126205269729013,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0.0747178855604551,0.0235532445457932,0,0,0.171701281528715,0,0.00965342537489492,0,0.109231274632537,0,0,0,0,0,0,0.0137818086929293,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335213938388545,0,0,0,0,0,0,0
X600703.SH,0.140680613201444,0,0,0,0,0,0,0,0,0,0.0600835022384836,0,0.0201879947243012,0,0,0,0,0,0,0,0,0,0,0,0.08428707878218,-1.73472347597681e-18,0,0,0,0,0,0.0177683422057029,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.10554973296097,0,0,0.0758057947302471,0.0709676480595637,0.0529971099626731,0,0.0440256542316992,0,0,0,0,0,0,0
