,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000725.SZ,X000596.SZ,X000625.SZ,X600031.SH,X002129.SZ,X003816.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X002180.SZ,X000100.SZ,X002241.SZ,X601877.SH,X300142.SZ,X600702.SH,X000733.SZ,X002074.SZ,X600741.SH,X600522.SH,X600460.SH,X000157.SZ,X600584.SH,X000799.SZ,X600884.SH,X300003.SZ,X002007.SZ,X002294.SZ,X601799.SH,X600563.SH,X000066.SZ,X600779.SH,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.108132167190366,0,0,0.116975613491008,0.0152121333224665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094847471859602,0.0536612944582009,0,0,0.0848999449795287,0,0,0,-0.0215715573826947,0,0,0,0,0,0,0.0390007060645175,0,0,0,0.0152381946567657,0.217913104982365,0,0,-0.00154506907951679,0.0152812383369657,0,0,0,0,0,0
X000858.SZ,0,0,0.019395243978049,0.519358899294546,0,0,0.140793232880217,0,0,0,0,0,0,0,0.00159565654748169,0.0625914631541006,0.0261153205458735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0876896880327711,0,0,0,0,-0.0148587332745345,0.00794888748097578,0,0,0,0,0,0
X600809.SH,0,0,0,0.670173730382223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637573082649132,0.0732610728316256,0,-0.117231673628886,0,0,-0.00275782789966294,-0.0565550248543973,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00144853965274833,1.0842021724855e-19,-0.0175637871956302,0,0,0,0,0
X000568.SZ,0,0.171730751772137,0.280180087069844,0,0,0,0.220859834766128,0.0205881136786482,0,0,0,0,0,0,0,0,0.0084138235657835,0,0,0,0,0,0,0,0,0,0.039390562674509,0,0,-0.0160878410548138,0.0174605745764741,0,0,0,0,0,0,0,0,0,0.296089909153757,0,0,0,0,0,0,0,0,0,0,0,-0.0158505509643949,0,0,0,0,0,0
X002415.SZ,0,0,0,0.056935227007588,0,0.195277672323914,0,0,0,0,0,0.0752191885671976,0,0,0,0,0,0,0,0.0387177564255964,0,0,0,0.14904796229213,0,0,0,0,0,0.0117214992098234,0,0.00745492125016638,0,0,0,0,-0.0403971822253462,0,0,0,0.0144492960479165,0,0,0.006872788153584,0,0.037822250661052,0,0,0,0.132722324708907,0,-0.0236833049150607,-0.00673682280650204,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.219130591953986,0,0,0.0315290985261176,-0.226312261927168,0,0,0,0,0.238686733778958,0,0,0,0,0.012619662347953,0,0,0,0.0168921472148088,0.00612656802786943,0.0259955872780451,0,0,0,0,-0.023407422766325,0.0130982275929154,0,0,0,0,0,0
X002304.SZ,0,0.315619778728166,0,0.380024460135134,0,0,0,0,0,0,0,0,0,0,0.0509773073895012,0,0,0,0,0,0.0291006655756146,0,0,0,0,0,0,0,0,-0.0823688268353473,0,-0.0051352877138241,0,0,0,0,-0.0115754040941974,0,0,0,0,0,0,0,0,0,0.0120596930817176,0,0,0,0,-0.00256727724276692,0,0,0,0,0,0,0
X600690.SH,0,0.0460939953785498,0.0291681178090477,0,0,0,0.044417797898008,0,0,0,0,0,0,0,0,0,0.255985502865141,0,0,0.0688943189246463,0,0,0,0,0,0,0,0,0.0999836134496971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145512129108894,0.0486924391530211,0,0,-0.00277416800961294,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.230371232369601,0.0117755631199407,0,0,0,0,0,0,0,0,0.157252717060648,0,0,0,0,0,0,0,0,0.241094542625477,0.0464560181555694,0.135670497128303,0,0,0,0,0.104543250105549,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.249087660025568,0,0,0,0.123254371030841,0.0264917804728906,-0.0366097671577917,0,0,0,0,0,0
X000651.SZ,0,0.014871258172356,0,0,0,0,0,0,-0.0401728676991309,0,0,0,0,0,0,0,0.153425871905579,0,0,0,0,0,0,0,0,0,0.227345506997135,-0.026927551642466,0,0,0,0,0.0577800358521331,0,0,0,0,0,0,0,0,0,0,0.00805347382371256,0,0,-0.0923034338543464,-0.00706064452242908,0,0,0,-0.00362748643011407,0.011835118256198,0,0,0,0,0,0
