,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600118.SH,X600690.SH,X000100.SZ,X600703.SH,X600031.SH,X600271.SH,X600372.SH,X000157.SZ,X000559.SZ,X000338.SZ,X002241.SZ,X002129.SZ,X600089.SH,X002236.SZ,X600839.SH,X600066.SH,X600741.SH,X002506.SZ,X000800.SZ,X002475.SZ,X000547.SZ,X600177.SH,X000568.SZ,X600582.SH,X002465.SZ,X600435.SH,X000016.SZ,X300124.SZ,X300003.SZ,X000977.SZ,X002294.SZ,X600252.SH,X000581.SZ,X002179.SZ,X002456.SZ,X600006.SH,X002007.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.223393607266374,0,0,0,0,0,0,0.0795811309987836,0.0309840761193878,0,0,0,0,0,0,0,0,0,0,0.122291650974503,0,0.0198656352352481,0,0,0,0,0,0,0.0632019669602549,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.00130471539715696,0.00475220258597092,0,0,0,0,0,0
X600104.SH,0.0529083689504217,0,0,0,0,0,0.239550694157017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152626978025576,0,0,0,0,0,0.0429601320598014,0,0,0.075024592200512,0,0,0,0,0,0,0,0,0,0,0,0,0.0870386792520977,0,0,0,0,-0.0319025589244682,0,0.047547607352933,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0476325613011692,0,0,0,0,0,0,0,0,0.194595123981577,0,0,0,0.0955898481160976,0,0.100568715242674,0,0,0,0,0,0,0,0,0,0,0,0,0.0166922347216255,0,0,0,0,0,0,0.0965653519608335,0,0,0,0,0,0.150156598926852,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0115389577995518,0,0,0.0962309911619999,0,0.0566060940720721,0,0.0262004697329279,0,0,0.111609149681479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413922264127127,0,0,0,0,0,0,0,0,0,0,0.00158324429878236,0,0,0,0,0,-0.00992086138319753,-0.00420153156305626,0,0,0,0,0,0
X002415.SZ,0,0,-0.017749507487568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196028116722883,0,0,0.188727951630093,0,0,0,0,0.14118851574941,0,0,0,0,0,0.10096906632419,0,-0.0671497234004029,0,-0.0218364380279731,0.00404869111243192,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0431889793543167,0,0,0.178336967731626,0,0,0,0,0,0,0,0,0,0,0.186279202129377,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.421408879423797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0030776253187253,0,0,0,0,0,0
X002304.SZ,0,0.182050194289428,0,0,0,0.301308603952265,0,0,0,0,0,0,0,0.00808750722451128,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831700758173713,0,0,0.0329697802757613,0,0,0,0,0.014206245103984,0,0,0,0.0154822724671063,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0154151940639525,0.123910795326026,0,0,0,0,0.112418309026227,0,0,0,0,0.0295091931829426,0,0,0,0,0.210285419354838,0.111977768578378,0,0,0,0,0.144165108643804,0,0,0,0,0,0,0,0,0.0861199255128758,0,0,0,0,0.0764094244132987,0,0,0,0,0.0217988556941116,0,0,0,0,0,0
X000063.SZ,0,0.0441143809675618,0,0,0,0,0,0,0,0,0.255675583933721,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0941826894582101,0,0.213456386436792,0,0,0,0.0945240700531713,0,0,0,0,0,0,0,0,0,0,0,0,0.00646537273774029,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0490080845842587,0,0,0,0,0,0
X000625.SZ,0,0.0212742176899439,0,0,0,0,0,0.0410207259414313,0,0,0,0,0.118433685940979,0,0,0,0,0.0606895161327606,0.00878434625773271,0,0,0,0.0721419029028578,0,0,0,0.150153192890673,0,0.0754384208016037,0,0,0,0.163051462113563,0,0,0,0,0,0,0,0,0,0,0,0,0.0162684899920394,0,0,0,0,0,0,0,0,0,0,0
