,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X000625.SZ,X600741.SH,X002475.SZ,X002236.SZ,X002241.SZ,X600031.SH,X600066.SH,X000338.SZ,X000100.SZ,X002456.SZ,X300124.SZ,X601877.SH,X002508.SZ,X002085.SZ,X300136.SZ,X300003.SZ,X600177.SH,X002008.SZ,X600522.SH,X600271.SH,X002294.SZ,X002007.SZ,X000157.SZ,X600118.SH,X600089.SH,X600867.SH,X600487.SH,X600809.SH,X600566.SH,X600699.SH,X300115.SZ,X000066.SZ,X000559.SZ,X600372.SH,X002180.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0208276772264824,0,0,0.0635163799148926,0,0,0,0,0,0,0,-0.0485639085838768,0,0,0.0302018866597502,-0.0330233859392059,0,0,0,0,0,0,0.127087762356631,0,-0.0536077218040473,0,0,-0.0336475517053895,0,0.137454461229811,0,0.15774065497547,0.19213603456213,0,0,0,0,0,-0.0144629620529568,0,0.15629524915747,0,-0.0047885473904507,-0.0114397402660161,0,0,0,0,0,0
X600104.SH,0,0,0,0.192028973570848,0,0,0,0,0.203639264819461,0,0.0382671736969021,0,0.0760953672621311,0.324874077545526,0,0,0,0,0.056670121558577,0,0,-0.000333292325055089,-0.139650006774242,0,0.0404058263099473,-0.0863885236786961,-0.0879933174365644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706662336343532,0,0,0,0,0,0,0,0,0,-0.0176399216867235,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.14257019525987,0,0.017799924830689,0,-0.05115838566106,0.128006891362093,0,0,0,0,0,0.307891999160807,0,0,0,0,0,0,0,0,0.245928862816931,0,0,0,0,0,0,0,0,0,0,0,0,0.0016759823955148,0,0,0.0177634470516321,-0.258881528762966,0,0,0,0,-1.0842021724855e-19,0,0,0.000655258013021897,0.0239550047894481,0,0,0,0,0,0
X000651.SZ,0.0449440848002132,0,0,0,0,0,0.0840092582747189,0,0.0724971946242344,0,0.204799992536757,0.0145536141469005,0,0,0,0.000850702376152097,0,0,0.106625856464213,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159523956852728,0,0,0,0,0,-0.00587473355328068,0,0,0,0.0144223089481976,0.00281968116031637,0,0,0,0,0,0
X000858.SZ,0.0464803623999782,0,0,0,0,0,0.0120795803357751,0,0,0,0,0.630659924843055,0,0,0,0.0494996193194481,0,0,0,0.00505699214559119,0,0,0,0.0740895252676054,0,0.0397970549185749,0,0,0,0,0,0,0,0,0,0,0,0,0.0701367685124012,0.0482749526846147,0,0,0,0,0,0,-0.0169147830177627,0,0,-0.0021377203491399,-0.0131846250069372,0,0,0,0,0,0
X600276.SH,0,0.0636585463993155,0.0968159274278311,0,0,0,0,0.0625366938613802,0,0,0,0,0,0,0,0,0,-0.137974999339218,0,0,0,0,0,0,0.0164840239999611,0,0,0,0,0,0.0546069285116782,0,-0.0276440342796327,0,0,0,0,0,0,0,0,0,-0.0966422407700628,-0.0923867443233907,-0.0762591335116772,-0.0833960814666129,0,0.0191901153205769,0,0.0223274984600374,-0.0139965291700451,0,0,0,-0.0080072214053122,0,0
X000725.SZ,0,0,0.383423700851887,0,0,0,0,0,0,0,0.0422229577541196,0,0,0,-0.103284122206943,0,0,0,-0.0944393502695504,0.164866858574567,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.334970470884875,0,0,0,0,0.362139820531574,0,0.0830932037707091,0,0,0,0,0,0,0,0,0,0,-0.0270932017335436,0.0334691494107067,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.146811218419717,0,0,0,0.524292898052343,0,0,0.17262890773995,0,0.179124893568838,0,0,0.0499272897349581,0,0,0,0,0,0,0.055211738538306,0,0,0,0,0,-0.0277704658096379,0,0,0,0,0,0,0,0,0,0,0.111414533589856,0,-0.264316539456731,0,0,0,0,0.689851127746832,0,-0.00421319620366398,0.0260602266196148,0,0,0,0,0,0
X600690.SH,0,0.538115463245468,-0.00385267214473801,0,0,0,0,0.0558045211022204,0,0,0,0,0.0301508453150528,0.0513089998473917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333777639872364,0,0,0,0,0,0,0,0,0,0,-0.00262084203782878,0,0.147831053412259,-0.12043474960422,0,0,0,0,0,0.0110186438980364,-0.00389737947344661,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0852802698606398,-0.0535674505974338,-0.0725287594672643,0,0,0,0,0.149321359956634,-0.0151044660064352,-0.0232450093767663,0,0,0,0,-0.139093779640685,0,0.176971806526664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185673550605532,0.0440157412577315,0,0,0.0919362538290156,0,0,0.13246442457974,0,0,0,0.0136414139847229,-0.0341963346785086,0,0,0,0,0,0
