,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X002304.SZ,X600031.SH,X600690.SH,X000338.SZ,X000568.SZ,X600703.SH,X000661.SZ,X600741.SH,X000100.SZ,X002241.SZ,X600809.SH,X300014.SZ,X002371.SZ,X600183.SH,X300003.SZ,X002236.SZ,X000596.SZ,X000977.SZ,X601877.SH,X002007.SZ,X300124.SZ,X000625.SZ,X000157.SZ,X600584.SH,X002456.SZ,X002180.SZ,X002129.SZ,X300142.SZ,X600118.SH,X002008.SZ,X600271.SH,X300136.SZ,X002463.SZ,X000066.SZ,X002179.SZ,X002414.SZ,X600699.SH,X002049.SZ,X600177.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116817877064655,0,0,0,0,0,0,0.301879754970433,0,0,0,0.146641339551891,0,0.15188199817169,0,0,0,0,0,0,0,0,0,0,0.12574531545516,0,0,0,0,-0.0814688962528982,0,0,-0.114595074557802,0.0832851077026336,0,0,0,0,-0.0213016449295519,-0.0453032955128585,0,0,0,-0.0821270540277458,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0747093665660831,0,0,0.460111981392819,0,0,0,0,0,0,0.00830626029576642,0.00396081266048568,0,0,0,0,0,0,0,0,0.0330055325746382,0,0,0,0,0,0.047314752429337,0,0,0,0.00167062002500886,0,0.122975007187573,0,0,0.0377213384924328,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.195157232621093,0,0,0,0,0,0.131781635913193,0,0,0,0,0,0,0,0,0,0.103529512199383,0,0,0,0,0,0.0360650868873239,0,0.151426845712744,0,0,-0.0646519930075312,0,0.151527897557336,0,0,0,0,-0.0216651620439257,0,0,0,0.0179258641592181,0,0,0,0,0,0,0,0,0,0,-0.031333546670976,0,0.0346968918458172,-0.0201735084465814,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0814401724936376,0,0,0.112331918764734,0,0,0,0,0.0352107515612669,0,0,0.13657128128328,0,0,0,0,0.0043114876364301,0,0,0,0,0,0,0.0336424575925791,0,0,0.0865301419960031,0,0,0,0,0.1066342435097,0,0,0,0,0.0120129577339674,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892486461167451,0,0,0,0,0,0,0,0,0,0,0.292584759311753,0,0,0,-0.0117487406176909,0.247644981313213,0.0229554716456081,0,0,0,0,0,0,0,0.221117534647814,0,0,0,0,0,0.0690691799695507,0,0,0,0,0,0,0.0378841650978799,0,0,0,0.00661029659387886,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.175715087420164,0,0,0,0.0355512181100955,0,0,0,0,0,0.191933506632816,0,0,0,0.026499993410987,0,0,0,0,0,0,0.159362576180902,0.185757080434229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00405063810627987,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167678251216287,0.11610421574735,0,0.265830451115831,0,0.0481295184604516,0,0,0,0,0,0,0,0,0,0,0,0,0.00817159538826754,0.00756907375266343,0,0.0489491310859632,0,0.150404311262555,0,0.0618975154703667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383763055003733,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0498083730166619,0,0,0,0,0.202117564340843,0,0,0,0,0.11297541050329,0,0,0,0,0,0,0,0,0,0,0,0.155941361184298,0,0,0,0,0,0,0,0.226567256664916,0,0,0,0.00971359752755475,0.13961732530565,0,0,0,0,-0.0134107771225476,0.0213948539369992,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0367987757368845,0,0,0,0,0,0,0,0,0.318091965762856,0,0,0.00438369774185165,0.00821273803881442,0,0,0,0,0,0,0,0,0,0,0.0390620783233358,0.038596246285909,0.0873182500194755,0,0.0718567993570518,0,0,0,0.0286166521246267,0.0924188936415721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387160575617545,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105955600792139,0,0,0.170854865578483,0,0,0,0,0,0,0,0.120108412102689,0,0,0,0,0,0,0,0,0.168880419368338,0,0,0.156793926712524,0,0,0.0424340333686158,0,0.00550639930908054,0,0,0,0,0,0,0
