,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X000625.SZ,X600741.SH,X600031.SH,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X601877.SH,X300124.SZ,X600089.SH,X002008.SZ,X002085.SZ,X300003.SZ,X600177.SH,X600487.SH,X002508.SZ,X300136.SZ,X000157.SZ,X600809.SH,X600271.SH,X600522.SH,X002294.SZ,X000050.SZ,X600118.SH,X000981.SZ,X002074.SZ,X600699.SH,X600867.SH,X000559.SZ,X300115.SZ,X600566.SH,X600372.SH,X000623.SZ,X000596.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0252889599663719,0,0.112661065239327,0,0.0144432276605224,-1.73472347597681e-18,0,0,0,0.217431379309593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198834619479147,0,0,0,0.0390692911049838,0,0,0.19464159384274,0,0,0,0,0,0,-0.142528611502799,0,0,0,0,0,0,0,0,0,0,-0.00225249067139957,-0.00343063394352952,0,0,0,0,0,0
X600104.SH,0,0,0,0.203141989234863,0,0,-0.100537755974066,0,0,0,0,0,0,0.0557408925758105,0.453228829880311,0,0,0,0,0,0,-0.0568739064934102,0,0,0.0277366733016558,0,0,0.129322852668392,0,0,0,-0.153391267182884,0,0,0,0,0,0,0,-0.0478613078348333,0.0394053625356039,0,0,0,-0.0958382315524184,0,0,0,-0.0465429544255743,-0.131394956689688,0,0.0205810195499654,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0350482312096064,0,0,0,0,0,0.129311786289736,0,0.264823288829529,0.0947820106108274,0,0.136512784829891,0,0,0,0,0,0,0,0,0,0,0.0673370778789235,0,0,0,0,0.154582154035802,0,0,0,0,0,0,0,0,0,0,-0.0887871691662819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.114768084595796,4.33680868994202e-19,0,0.179035034218902,0,0.0223036808317124,0,0,0,0,0,0.120296782426344,0.0483510243165531,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0408012761425575,0,0,0.105404086951914,0,0,-0.0168594873323345,0,0,0,0,0,0,0,0,0,0,0,0.139128096491483,0,0,0,0,0,-0.011126265967404,-0.000966811320853725,0,0,0,0,0,0
X000858.SZ,0,0,0,0.201019324477376,0,0,0,0,0,0.0111624063928272,0,0.525769807097592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898506029725402,0,0,0,0,0,0,0,0,0.0297461315879717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00843599921392764,0.00833784427976595,0,0,0,0,0,0
X600276.SH,0,0.0538627359930865,0.0106577392021198,0,0.260317681399923,0,0,0.158038423277548,0,0,0,0,0.110270585824945,0,0.0713750523558828,0,0,0,-0.136035429191513,0,0,0,-0.0680284746345925,0,0,0,0,0,0,0,-0.0722879557114966,0,0,0,0,0,0,0.071410309706778,0,0,0.0163261774188434,0,0,0,0,0,-0.117443196814394,0,0,0,-0.123078578419568,0.005423229369939,0.0356201856437125,0,0,0,0,0,0
X000725.SZ,0,0,0.030522837888762,0,0,0,0,0,0.149749722252826,0,0,0.0292749282974577,-0.029515073067923,0,0,0,0,0,0,0.101909516820659,0,0,0,0,0.343312201078808,0,0.331754388337764,0,0,0,0,0,0,0,0.435438407897648,0,0,0.134215351736029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133600672064745,0,0,0,0,0,0
X002304.SZ,0,0.0387223373860068,0,0,0.357890373920297,0,0,0,0,0,0.0944896140676615,0.170387968352296,0,0,0,0,0,0,0,-0.175402117665507,0.119567448773116,0,0,0,0,0,-0.020664226769542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117513514853193,0,-0.0670394533599012,-0.0099964909961191,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.148271827187657,0,0.143507944893384,0,0.105866640837215,0,0,0.132547066038175,0,0,0,0,0,0,0,0.0674043005240461,0,0,0,0.179311795102547,0,0,0,0,0,0,0,0,0,0,0,0,-0.00441595678947551,0.00298112305320386,0,0,0.107065469710786,0,0,-0.0397688958546083,0,-0.0302585149241295,0,0,0,0,-0.174324795166493,0,0
X600690.SH,0,0.0618260374242947,0.0444098168262589,0.302702219521463,0,0,0,0,0,0,0.0482587737167713,0,0.14374178877219,0.267140742293359,0,0,0,0,0,0,0,0,0,0,0,0,0.0496595610954215,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0406014621910965,0,0,0,0,0.0732007529765009,0,0,-0.0228713922152273,-0.0517211788793522,0,0.0267525009712024,-0.0131505318255588,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.0389134829919428,0.13496010264774,0.0781288073852189,0,0,0.0978958973512138,0,0.384567476260317,0.292931022664594,0,0.345848219034876,0,0,0,0,0,0,0,0,0,-0.123228247775797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.055680804500863,0,0.0232651495178068,0.0148286277726603,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.538182266390389,0,0.0395225789473691,0,0,0,0,0,0,0,0,0,0,0.092263604091967,0,0,0,0,0,0,0,0,0,0,0,0,0.113376500190582,0.00736499371965961,0,0,0,0,0,0.0845471093752763,0,0,0,-0.0391404447714973,0,0,0,0,0,0,0,0.016943748638482,0,0.0142077527989952,-0.0203214894897122,0,0,0,0,0,0
X002236.SZ,0,0,0.107594510781822,0,-0.0998768151857445,0,-0.119907590820382,0,0,0.20989743419435,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152557083762667,0,0.172830793592308,0,0,0,0,0.131039525076086,0,0.112713444035415,0,0,0,0,0,0.00123571007932734,0,0,0,0,0,0.448958124843606,0.0495424025384048,0,0,0,0,0,0.0117989882739253,0,0,0,0,0,0,0
