,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600809.SH,X600690.SH,X600031.SH,X600104.SH,X002304.SZ,X002475.SZ,X000725.SZ,X000661.SZ,X000338.SZ,X003816.SZ,X300124.SZ,X300014.SZ,X000063.SZ,X000100.SZ,X000596.SZ,X600703.SH,X000157.SZ,X002241.SZ,X002129.SZ,X002179.SZ,X600741.SH,X002371.SZ,X000625.SZ,X002007.SZ,X601877.SH,X002236.SZ,X300142.SZ,X002049.SZ,X600584.SH,X000799.SZ,X002414.SZ,X600183.SH,X000800.SZ,X300003.SZ,X601799.SH,X300146.SZ,X002074.SZ,X002008.SZ,X600089.SH,X600779.SH,X600707.SH,X000977.SZ,X000066.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.144447498096918,0,0,0,0,0.06315907318732,0,0,0.105314533189105,0,0,0,0,0,0.0292780889628012,-8.67361737988404e-19,0,0.00372497110846507,0,0,0,0,-0.0174004450088122,0,0,0,0,0,0,0,0.18466825356011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494686146752618,-0.0892189888030335,0,0,0,-0.00267232048539542,0,0
X000858.SZ,0,0,0,0,0,0.358327861519337,0.034704650136014,0,0,0,0.167740554970125,0,0,0.00632421919831539,0,0,0,0,0,0,0.0268518880372435,0,0,0,0,0.0953274966623297,0,0,0,0,0,0.0255370133070749,0,0,0,0.115450412129539,0.0298351080408576,0,0,0.0261439897688443,0,0.0368624595433079,0,0,0,0,0,0,0,0,0,-0.0112606062454607,-0.00612995190877179,0,0,0,-0.0116622488894766,0,0
X002415.SZ,0,0,0,0,0,0.0843733994052605,0,0,0,0,0.0326425743840868,0,0,0,0,0,0.0290774881177806,0,0,0,0,0,0,0,0,0,0,0,0,0.255626566776981,0,0.190835295227057,0,0,0,0.0817007874733346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614865235292744,0,0,0,0,-0.00602088017469511,0,0
X600276.SH,0,0,0,0,0,0.0155293985340613,0.0955461084879025,0,0,0,0,0,0,0.0308899345499662,0,0,0,0,0,0,0,0,0.0684342764644036,0,0,0.178883061374952,0,0,0,0.0682420719541708,0,0,0,0,-0.00438870165793524,0,0,-0.0133486263303798,0,0,0,-0.151234109449422,0,0,0,0.0125640085300718,0,-0.0213640135427089,0,0,0,0,-0.000317627621646448,0,0,0,0.00325797515878597,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0784974212559354,0,0,0.0560672309966025,0,0,0.0612211652415672,0,0,0,0,0,0.124742788074297,0.012577044798711,0,0.124471800367206,0,0,0,0,0,0,0.0241566352538577,0,0,0,-0.0250288774614486,0,0,0,0,0,0,-0.136215030382147,0,0.0424854799076569,0,0,0,0,0,0,0,0,-0.012047151071234,0,0,0,0,-0.032219744813506,0,0
X000568.SZ,0,0.464537286252914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00338204657058828,0.129658488145018,0,0,0,0,0,0,0,0,0,0,0,0.0328615648984471,0,0,0,0,0,0.150058921899516,0,0,0,0,0,0,0,0,0,0.110935913262162,0,0,0,0,0,0,-0.0526507607522436,0,0,0,-0.0408019799588432,0,0
X600809.SH,0,0,0,0,0,0.056022052291122,0,0,0.336028567671626,0,0,0.049835503816619,0,0.0318664547215956,0,0,0.0543086259183571,0.170515808167626,0,0,0.148894050655433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224972108549262,0,0,0,0,0,0,0.0345458276294665,0,0,0,0,0,0,0,0,0,-0.0672739791933749,0,0,0,-0.0418060612108721,0,0
X600690.SH,0,0.14920287809542,0.0773957269800505,0,0.249740630258845,0,0.120027950226512,0,0,0,0,0,0,0.10087784595943,0,0,0,0,0,0,0,0,0,0,-0.0553080199064883,0.112723591965432,0.194890087473055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027399295659638,0,0,0,0,0.00464189848645295,0,0,0,0,-0.0162616950089812,0,0
X600031.SH,0,0,0,0,0,0,0.131145524738945,0,0,0,0,0,0,0,0,0,0.0944881407599039,0,0,0,0,0.0859398644698512,0.0698776007165662,0,0.374208946156993,0.156651859397024,0,0,0,0,0,0,0,0,0.0263489776914573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993571641580438,0,0,-0.0207065143254978,0,0,0,0,0.0499470096931217,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0210383452527209,0,0,0,0,0.0216446734042322,-0.0424720388279919,0,0,0,0,0.0287437684344349,0.0306208240887764,0,0,0,0,-0.118049027690139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127501836174762,0,0,0,0,0.0395205587526853,0,0,-0.00325990682548657,-0.0500772148619206,0.0382304026015217,0,0,0,-0.0844767284405227,0,0
X002304.SZ,0,0.190590609777596,0,0,0,0.303676176747244,0,0,0,0,0,0,0,0,-0.248236711644909,0,0,0,0,0,0,0.127177754222943,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.0104934210534978,0.0749136748412887,0,0.0322126203012082,0,0,0,0.0279190709612138,0,0,0,0,0,-0.0501753961605634,0,0,0,-0.00714181819937055,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684788020636629,0,0,0.0449092483834359,0,0,0.112060141053261,0.523158696444898,0.0166594881810624,0,0,0,0,0.0201013423830286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123575363674131,0,0,0,0,0,0,0,0.00387824883248378,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.0528611527754729,0,0.00419995862646934,0,0,0,0,0,0,0,0,0,0,0.233676438654974,0,0.0949961145458847,0,0,0.14157933978367,0,0,0,0,0,0,0,0,0,0.0168251382620739,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0266790746001643,0,0,0,0,0,0,0,0.0537917744063062,0,0,0,-0.0432422684014748,0,0
X000661.SZ,0,0,0,0,0,0.0467846636988025,0,0.104253078031804,0,0,0,0,0,0,0,0,0.0875123186634209,0,0.137730659092213,0.09573758208892,0,0,0.0679851192422727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110678981998542,0,0.0583997982652149,0,0.106078642120904,0,-0.0260014488025336,0,0,0,0.0836256631968416,0,-0.024886300244948,0,0,0,0,0,0
