,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X600741.SH,X002236.SZ,X000625.SZ,X002241.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X300124.SZ,X600809.SH,X600487.SH,X002008.SZ,X601877.SH,X600522.SH,X000100.SZ,X002085.SZ,X300136.SZ,X002508.SZ,X300003.SZ,X600089.SH,X600498.SH,X600177.SH,X600271.SH,X000157.SZ,X600699.SH,X000559.SZ,X600118.SH,X600867.SH,X002294.SZ,X000050.SZ,X300115.SZ,X000596.SZ,X600566.SH,X002179.SZ,X000981.SZ,X002180.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.184685147578831,0,0,0.0381462479091677,0,0,0,0.0540906238780211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00802063801346733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511269648649224,0,0,0.0881546478855155,0,0,-0.00689172471105495,0.0179272136037019,0,0,-0.00107812170072912,-0.00773379116529602,0,0,0,0,0,0
X600104.SH,0,0,0.0299543558063131,0,0,0,0.0328772826788953,0,0,0,0,0.051364414674554,0.360421950490523,0,0,0,0.0195284352247723,0,-0.0455471981875447,0,0,0.0144602520969799,0,0,0,0,-0.00255215668025599,0,0.0444979017277235,0,0,0,-0.0346032665889638,0,0,0,0,0,0,0,0,0,0,0,0.0404492769687841,0,0.039758704264965,0,0,0,0,-0.0441597998194602,0.0393707913223726,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0526850349139194,0,0.0389912366938543,0,0,0,0,0.115358970788186,0,0.0377998642696001,0,0,0,0,0,0.0946262039662746,0,0,0,0,0.0450762735141256,0,0,0.0511686417828187,0,0.0483325130192287,0,0,0,0,0,0,0.0051284266009318,0,0,0,0,0.0880116574397997,0.0191722820344709,0,0,0,0.0216109927657324,0,0,0.0331389422777571,0.0075828897828351,0.17012960095351,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,-0.0818920177130673,0,0,0,0.299111145362105,0.0713558836512154,0.00496895276289516,0.0309953388384284,0,0,0,0,0.0834605883252232,0,0,0,0,0,0,0,0,0,0,0,0.260764224746443,0,0,0,0,0,0,0,0,0,0,0,-0.0390407962435808,0,0,0,0,0,-0.0526446416565733,0,0,0.0121174283982765,0.00102882069729295,0,0,0,0,0,0
X000858.SZ,0,0,0,0.286953613673028,0,0,0,0,0,0,0,0.293380859637304,0,0,0,0,0,0,0.0199142447599071,0,0,0,0.179030835306401,0.0850884217677608,-0.0368277612039757,0,0,0,0.0149499042267824,0,0,0,0,-0.0597074153599554,0,0,0,0,0,0,0,0,-0.00586059797074354,0,0,0,0,0,0.0286526856943075,0,0,-0.00982446138213318,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.044037486591403,0,0,0,0,0,0,0,0,0,0,0,-0.11682932175362,0,0,0,-0.183772686413155,0,0,0.0554981894890168,0,0,0,0,0.109611163130238,0,0,0,-0.00253109341271891,-0.0539094556737452,0,0,0.103943645556252,0,0.0701870746426869,0.0513363003610945,0,0,0,0.0187498705667547,0,0,-0.00957013889277243,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.00615837853943924,0,0,0.149065749737056,0,-0.0213958618300031,0,-0.119359349589069,0.0287774382394675,0,0,0,-0.0450037502728446,0,0,0,-0.020704873034738,0,0,0,0,0.0935245400002945,0,0,0,0.132458643741454,0,0,0,0,0.152312904691426,0,0,0,0,0,0,0,0.191438945459809,0,0,0,0,0,0.0117266911257194,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0408665509411262,0,0,0,0,0,0,0.168417417431943,0.190402395430294,0,0,0,0,0,0.0263163293122553,0,0,0,0,0,0,0,0,0,0.158755588934832,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068577294145071,0.0191461782253317,0.0180874454066248,0,0.0466910280741896,0,-0.114767646548193,0,0,-0.0289039970013283,0.00636808163238044,0,0,0,0,0,0
X000063.SZ,0,0,0.0488438984617404,0,0,0,0,0,0,0,0,0,0,0.0926927325208831,0,0,0,0.0413214506403934,0,0,0,0,0,0.0824198267359441,0,0.106800366987383,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0436776424593689,0,0.0342978376088472,0,-0.0232868769971824,0,0,-0.00353407280446265,0.0629125117835415,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0961957954702781,0,0,0,0,0,0,0.204913794286976,0,0,0,0,-0.195590271680255,0,0,0,0,0,-0.16160131032973,0,0,0,0,0,0,0,0,0,0.294365174320371,0,0,0,0,0,0,0.00495587211316632,0,0,0.0560578862741191,0,0,0,0,-0.293435502962684,-0.128057204013681,0,0.0260519380419841,0,0,0,0,0,0,0
