,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X002241.SZ,X600183.SH,X000596.SZ,X600703.SH,X002007.SZ,X300003.SZ,X002236.SZ,X000100.SZ,X000157.SZ,X601877.SH,X300142.SZ,X002463.SZ,X002179.SZ,X000066.SZ,X002008.SZ,X600271.SH,X300124.SZ,X000625.SZ,X300136.SZ,X600867.SH,X300014.SZ,X002129.SZ,X002506.SZ,X000977.SZ,X600177.SH,X002180.SZ,X600498.SH,X600066.SH,X002049.SZ,X002456.SZ,X600487.SH,X002371.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0316518909895058,0,0,0,0,-0.0249521816199103,0.00383784509769531,0,0,0,0.615993418173891,0,0,0,-0.053221467409785,0,-0.0264621860774743,0.0368087904300356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185581420925611,0,0,0,0,0,-0.0622110342403553,0.0323675303667139,0,0,0,0.0149491336324858,0,0,0,0.00163570181498992,0,0.024152215859667,0,2.71050543121376e-20,0,0,0,0,0.0180391836744339,0,0
X000858.SZ,0.152303844283163,0,0,0,0.0243303582630058,0,0,0.0111377749134076,0,0.0220124043645204,0,0.472819037236564,0,0,0,0,0.168034567480532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224402627186638,0,0,0,0,0,0,0,0.0625676142484564,0,0,0,0.010834308737721,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0089624894607952,0.112520169399365,0.0470095259592224,0,0,0.162229360334752,0,0,0,0.041781812811185,0,0.0540813539312172,0,-0.00552882967705066,0.0995153212967478,0,0,0,0,0,0,0,0.041928957309573,-0.0561012948209971,0,0,0.02831805263505,0,0,0,0,0,-0.0221238360910261,0,0.152137612943669,0.0404758026570667,0,0,0,0,0,0,0,0,0,0,-0.0077968232636599,0,0,0,0.0185662912371437,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21091149454185,0,0,-0.0644412056791347,0,0,0.259559613060569,0,0.0302736477129236,0,0,0,0,-0.0182243929310979,0,0.121144254184832,0,0,0.061567458837844,0,0,0,-0.00819054095722592,0.0189361279363391,0,0,0,-0.0324921187729594,0,0,0,0,0,0,0,-0.000749400958780601,0,0,0,0,0.0106578174092981,0,0
X002415.SZ,0,0.0124744014952742,0,0,0,0,0,0,0.0779451812749941,0,0,0,0,0,0,0.10762010958848,0,0,0,0.0417166166735974,0,0,0,0,0.528997122109123,0,0,0.155470018332024,0,0,0,0,0,0,0,0,-0.013078316772725,-0.0164707595711382,0,0,0,0,0,0,0,0,0,-0.0451201023247792,0,0,0,0.00797353024388049,0,0,0,0,-0.00757692164834446,0,0
X600104.SH,0,0,0,0,0,0,0.0298307501704571,0,0,0,0,0,0,0,0,0.176929629749089,0,0,0,-0.105311137198937,0,0,0,0,0,0,0,0.0871293625456881,0,0,0,0,0.0626946396483543,0,0,0.0693603880439254,0,-0.0652152569621255,0,0.00849176616410038,0,0.0120145174215354,0,0,0,0,0.0628284118557267,0,0,0,0,-0.0135456634258672,0,0,0,0,0.00791232322363454,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101759404121608,0,0,0,0,-0.0846612066724878,0,0,-0.105231998327223,0,-0.119683417756091,0,0,0,0,0,0,-0.0975320762922466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149454122797909,0,0
X002475.SZ,0,0.0231106739711244,0,0,0.199800314617614,0,0,0,0,0,0.00281084397056119,0,0,0,0,0.0758239817523667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00543897517302875,0,0,0.155427031651246,0,0,0,0.0691822318199529,0,0,0,0,0,0,0,0,0,0.0866256738666499,0.177515301527322,0,0,0,0.0332037178389299,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0681915172717398,0,0,0,0.154828694761182,0.0685182196413284,0,0,0,0.164332239029691,0,0,0,0.0933924698527304,0,0,0,0,0.072990751000705,0,0,0.00598536250290652,0,0,0,0,0,0,0,0,0.0294870173507297,0,0,0,0,0.0666289268563087,0,-0.0467702923249955,0,0,0,0,0,0,0,0,0,0,0,0,0.0227221347454034,0,0,0,-0.0343029509146862,0,0
X000063.SZ,0,0,0,0,0.200499158511579,0,0,0,0,0,0,0,0,0,0,0,0.144096769684703,0,0.0169981475907383,0,0,0.182447185655076,0,0,0.0862028768326765,0,0,0,0,0,0,0.0099366138226146,0,0.078385263887571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00982201957110401,0,0,0,0,0,0,0
