,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X600690.SH,X002415.SZ,X000651.SZ,X600809.SH,X003816.SZ,X002371.SZ,X000568.SZ,X300124.SZ,X000725.SZ,X600031.SH,X600104.SH,X000063.SZ,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X002179.SZ,X002463.SZ,X000100.SZ,X002241.SZ,X600418.SH,X600584.SH,X600089.SH,X000977.SZ,X600703.SH,X600372.SH,X002049.SZ,X000157.SZ,X002028.SZ,X600066.SH,X002236.SZ,X600522.SH,X600741.SH,X600183.SH,X601877.SH,X600460.SH,X601799.SH,X000800.SZ,X600487.SH,X000661.SZ,X000921.SZ,X002294.SZ,X002180.SZ,X002456.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.500007412366622,0,0,0,0,0,0.026371889850984,0,0,0,-0.0210688805581323,0,0,0,0,0,0.127452024459472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465347301406928,-0.133710912047985,-0.0328493878279957,0,0,0,0,0
X000858.SZ,0.464590908944079,0,0,0,0,0,0,0.445959590963084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032263727443077,0,0,-0.0179325741025276,0,0,0,0,0,0,0.0204630797841171,0,0,0,0,0,0,0,0,0,0,0,0,0.0820608286248002,0,0,0.0497518525152241,0,0,0.0363598165019278,0,0,0,0,0,0,0
X600276.SH,0,0.276002852435372,0,0,0,0,0,0,0,0,0,0.327659395517443,0,0,0,0,0,0,0,0,0,0,0.0112618178141615,0,0,-0.0216708481381883,0,0,0,0,0,0,0,0,-0.0105356531277578,0,0,0,0,0,0,0,0,0,0.265983783089876,0,0,-0.149117321256704,0,0,-0.0456316411072534,0.0714090452267141,-0.159153773954964,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.041384724841079,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0626761951266418,0.127147991788712,0.00440162501287125,0.767339660173501,0.0534705260113171,0,0,0,0,0,0,0,0,0,0,0,0,0.0318017521380369,0,-0.0568064140658776,0,0,0.171764373911596,0,0,0,0,0.00573130584221392,0,0,-0.00965149387585854,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.021327250732996,0,0,0.396656806535622,0,0,0,0,0,0.0172295162684285,0,0,0,0,0,0,0.0658003701865549,0.0223196214575083,0,0,0,8.67361737988404e-19,0.120558792128053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0259604421391932,0,0,0,0,0.209103039166033,-0.125658035288817,0,0,0,0,-0.0767027990900566,0.0256767911861965,0,0,0,0,0,0
X002415.SZ,0.119861346543815,0,0.0673696228170489,0,0.168952508628015,0,0,0,0,0,0,0,0,0,0,0,0.0975270180773748,0,0,0,0.196714813974665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412816789803441,0,0,0,0,0,0,0,0.11190861088575,0,0,0,0,0.065056746942197,0,0,0,0,0
X000651.SZ,0,0,0,0,0.428779170282517,0,0,0,0,0,0,0.125220621608878,0,0,0.075367044876647,0,0,0,0,0,0,0,0,0,0,0.010800077372216,0,0,0,0,0,-0.00708388400659964,0,0,0,0,0,0,0,0,-0.0755214724439946,0,0,-0.0388525374013333,0,0.0203850917911142,0,0,0.0248319829643237,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.0821036794163618,0,0.58390841453115,0,0,0,0,0,0,0,0,0.20915730961707,0.00329614768875957,0,0,0,0,0.0623673114670308,0,0,0,0,0.0935361928473008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361954682443281,0,0,-0.00487715411281592,-0.0206023574488165,0.0324351298888989,0,0,0,0,0
X003816.SZ,0,0,-0.190366417576028,0,-0.176892522138763,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363376702679073,0,0,0,0,0,0,0,0,0,0,0,0.0907238598562141,0,0.496874732567402,-0.381932786576251,0,0,0,0,0.104567782269709,0,0,0,0,0,0,-0.333183758697255,0,0,0,0,0,0,-0.0559087623566452,0.092926796759607,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0.0689572301551286,-0.0951878783011819,0,0,0.210317000612881,0,-0.02022693822824,0,0,0,0,0,0.0493050285351297,0,0,0.0420231644836303,0,0,-1.73472347597681e-18,0.386437057442348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243217581735551,0,0,0,0.102828689332279,0,0,0,0,0.0429721047861954,0,0.115388796804094,-0.0359163128329463,0,0.0346547527777657,0,0,0,0
