,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X600703.SH,X000100.SZ,X300142.SZ,X000157.SZ,X002236.SZ,X600271.SH,X002007.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X002179.SZ,X000625.SZ,X002506.SZ,X600487.SH,X600498.SH,X600183.SH,X600177.SH,X600867.SH,X000977.SZ,X002241.SZ,X002371.SZ,X600066.SH,X300014.SZ,X000066.SZ,X000050.SZ,X600522.SH,X300146.SZ,X600118.SH,X600776.SH,X600372.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.163919718098526,0,0,0,0,0,0.133394225910852,0,0.0423245702586965,0,0,0.0809399751298738,0,0,0,0,0,0,0,0,0,0,0.16125470112648,0,0,0,0,0,0,0,0,0,0,0,0,0.00348574918147504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238877907226517,0,-0.00177912500226874,0,0
X000858.SZ,0,0,0,0,0,0.14374907609592,0,0,0,0,0,0,0,0.108097773298233,0,0,0.287849297929081,0,0,0,0,0,0,0.198319258516183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104741637609768,0,0.0383538579187674,0,0,0,0,0,0,0,0,0,0,0,-0.022858300904886,0.00306032986052762,0,0,0,0.0419338474956585,0,0
X000651.SZ,0,0,0,0,0,0,0.138902150324111,0,0,0,0,0.327739529664873,0.219684577833521,0,0.183475768643976,0,0,0.0866794377200709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727127578944625,0,0,0,0,0,0,0,0,0,0,-0.0105309649120181,-0.106389329123734,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0392108540210576,0,0,0,0,0,0
X600104.SH,0,0,0.0854896768535137,0,0,0.0194016495874009,0,0,0,0,0,0,0,0,0.202065491501208,0,0,0,0,0,0,0,0.0128548418475025,0,0,0.0613905579626634,0.120586910112822,0,0,0,0.251143835355816,-0.00865296259495403,0,0,0,0,0,0,0,0,0,0,0.0171607578449903,0,0,0,0,0,0,-0.0371428955861632,0,0.00315230337329213,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0470486300963406,0.174039709050211,0,0,0,0,0.079763414969575,0,0,0,0.303230784120544,0,0,0,0,0,0,0,0,0,0,0,0,0.00333506740970567,0,0.0459109456514047,0,0,0,0,0,0,-0.020375181223666,0,0.0350442219867579,0,0,0,0,0,0.00903559973660472,0.0193717174054485,0,0,0,0.0146701755610149,0,0
X002415.SZ,0,-0.0364976381111776,0,0,0,0,0,0,0,0,0,0,0.383057746417133,0,0,0,0,0,0,-0.102860002764174,0,0,0,0.574451149152392,0,0,0,0,0,-0.050733665172457,0.0633823943722363,0,0.115591063221977,0,0,0,0,-0.11768115763284,0,0,0,0,0,2.16840434497101e-19,0,0.000606905137130609,0,0,0,0.0114003745215571,0,0.0123545977422588,0,0,0,0,0.0319300966419406,0,0
X002304.SZ,0,0.0427939233929737,0.077712178686736,0,0,0,0,0,0,0,0,0,0,0,0,0.266038400977962,0.178394201293759,0.0326039278846445,0,0.0431588401850834,0,0,0,0,0,0.126622969424915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000216111955947648,-0.0415477075409408,0,0,0,0,-0.00802357932361382,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0986540453378481,0,0,0.04730808289424,0,0,0,0,0,0,0,0,0,0,0,0.12992070605669,0,0,0,0.159283231920269,0,0,0.305852426090023,0,0,0,0,0,-0.050567148557283,0.172476690411792,0,0,0,0,0,0.23170480421488,0,0,0,0,0,0,0,0,-0.0189665602471415,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721292831566816,0.0198761737266814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732935947585656,0,0,0,0,0,0.00580736754216605,0,0.0936215500155322,0,0.148068374386069,0.35482688593531,0,0,0,0,0,0,0,-0.0109236484046501,0,0,0,0,0,0,0
X000568.SZ,0,0.212405257071545,0,0,0,0.00152341610182177,0,0,0,0,0,0,0,0,0,0.00823907765501772,0.245989229391421,0,0,0.0505727129427356,0,0,0,0.0166470285426143,0,0,0,0,0,0,0.137528323082761,0,0,0,0,0,0,0,0.121787263453069,0,0,0.0581354294557308,0,0,0,0,0,0,0,0,0,-0.0113432245427084,0,0,0,0,0,0,0
