,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X600690.SH,X002475.SZ,X000651.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000725.SZ,X000625.SZ,X000338.SZ,X002371.SZ,X600031.SH,X000063.SZ,X000596.SZ,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002129.SZ,X002241.SZ,X600372.SH,X002236.SZ,X600741.SH,X002049.SZ,X000661.SZ,X000977.SZ,X600584.SH,X601877.SH,X600522.SH,X002463.SZ,X002028.SZ,X000800.SZ,X601799.SH,X600183.SH,X600066.SH,X000921.SZ,X002007.SZ,X600460.SH,X002074.SZ,X002223.SZ,X600177.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0267023769814836,0.355924452211319,0.151543402033979,0,0.00997960652478354,0,0,0,0,0,0,0.0215716018664542,0,0,0,0,0,0,0.00967189073566694,0,0,0,0,0.0149320219154709,0,0,0,0,0,0,0,0,0,0,0,0,0.098113136678162,0.0798475061832312,0,0,0,0,0,0,0,0,0,0,0,-0.0192154945026543,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.060958522185587,0.377246099087234,0.146957780014813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00879296560729386,0,0,0.124798667717795,0,0,0,0,0,0,0.0435672653146783,0,0,0.0212129861687625,0,-0.0701431615955799,0,0,0,-0.0555115033938069,0,0,0,0,0,0,0,0,-0.00632810454845568,0.0030618681504063,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.221596492078502,-1.73472347597681e-18,0,0,0,0,0,0,0.185281367301881,0,0.0412283044363833,0,0.0985845091923668,0,0,0,0,0,0,0,0,0,0.083423745116703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00328082261626255,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144122382767541,0,0,0,0,0,0,0,0.0392160932641834,0,0,0,0,0,0,0,0,0.407872139518883,-0.0146081740769242,0,0,0,0,0,0,0,0,0.151210089052652,0,0.062153956004956,0,0,0,0,0,0,-0.0257527875978418,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.487011279925083,0,0,0,0,0,0,0,0,-0.0114852628437119,0,0,0,0,0.409295559912137,0,0,0,0,0,0,0.126838977351601,0,0.0158374208132304,0,0,0,0,0,0,0,0,0,0,-0.0329698666727327,0,-0.127061033626729,0,0,0,0,0,0,0,0,0,-0.0273053159053531,0,0,0,0,0,0,0
X000568.SZ,0.125468350009041,0.809381056769104,0,0,0.107394162063075,0,0,0,0,0,0.0276411369376834,0,0,0,0,0,0,0,0,0,0.117808458077119,0,0,-0.0878160408192923,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0613844261264512,0,0,0,0,0,0,0,0.0387740211053975,-0.0967969577630404,0,0,0,0,0,0,0,0.0174391299182074,8.67361737988404e-19,0,0,0,-0.0144263063926688,0,0
X600690.SH,0,0.16004643454839,0,0,0,0.225169650124586,0,0,0.0783110988245335,0,-0.0380370477693009,0,0,0,0,0.118965066350485,0,0,0,0,0,0,0,-0.0495899625036577,0,0,0,-0.0340971932967668,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.42005247016781e-05,0,0.0546786076859372,0,0,0,0,0,0,0,0,0.0216111260804823,0,0,0,0,0,0
X002475.SZ,0.0565660364657513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00898844441293822,0,0,0,0,0,0,0.144738785662845,0,0,0,0,0,0.363689044017579,0,0,0,0,0,-0.0506312365980863,0,0,0.0430843450385006,0,0,0,0,0.164972953299015,0,0,0,0,0,0,0,0,0,-0.0525570396924374,0.0291044518806521,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.52528787386682,0,0,0,0,0,0,0,0.0307418064923661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682215899603983,0,0,0,0,0,0,0.0944666115040173,0.0457213271709304,0,0.188127298227511,0,0,0,0,0,0,0,0.0139916640668276,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0557852116245361,0,0,0,0,0,0,-0.0467401270496922,0,0,0.0423775032068143,0,-0.0254295529924335,0,0,0,0,0,0,-0.00358951467044235,0,0,0,0,0,0,0,0,0,0,0.308385651738032,0,0,0.0299289966902369,0,0.0396448436699798,0.105987313475133,-0.0154744987687863,0.0155249506410683,0,0,0,0.0506933262254008,0,0
