,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X600690.SH,X003816.SZ,X000651.SZ,X600809.SH,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000625.SZ,X600031.SH,X000063.SZ,X002304.SZ,X300124.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X600089.SH,X600372.SH,X002463.SZ,X600703.SH,X000157.SZ,X600584.SH,X000977.SZ,X002028.SZ,X600741.SH,X600522.SH,X002236.SZ,X600066.SH,X600183.SH,X002049.SZ,X601877.SH,X600418.SH,X000921.SZ,X000661.SZ,X000800.SZ,X002223.SZ,X002180.SZ,X600460.SH,X600487.SH,X002129.SZ,X002074.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.194422971622954,0,0,0,0,0,0,0.144369927954353,0.112225930623699,0,0,0,0,0,0,0,0,0.0557678415908143,0.0513735507763424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00459308074992502,0,0,0,0,0,0,-0.049045336439679,0,-0.00794137412315278,-0.0958756840365927,0,0,0,0,0,-0.0703412609644972,0,0,0,0.00664043508025604,0,0
X000858.SZ,0.168057993231142,0,0,0,0,0,0,0,0.0520402072733912,0.338964715608993,0,0,0,0,0,0,0,0,0,0.0252250634344043,0,0,0.0581400211430101,0,0,0,-0.0219523456134125,0,0,0,0,0,0.0392019558687093,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.0521287133707841,0,0,0,0,0.0734313425111966,0,0,-0.00986289732851298,0,0,0,0,0.0283576065982265,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0540559213254754,0,0,0,0,0.217180953391053,0,0,0.114271618238267,0,0.0279383133273415,0.0320754386821377,0,0,0,8.67361737988404e-19,0,-0.0934715020817238,0,-0.0674920180078704,0,0,0,0,0,0,0,0,0.131988479916116,0.0282195817841314,0,0,0,0,0.00393900731545904,0,0,0,0,0,-0.00606372272403587,-0.0324838575217088,-0.131500070543476,0,0,0.0288288961090891,0,0
X002415.SZ,0,0,0,0,-0.0514353684131088,0.00510246148949954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308618189202128,0,0,0,0,0,0,0,0,0,0,0,0.110109509944943,0,0,0.112920518918822,0.170737204503237,0.00892619294843961,0,0,0,0,0,0,0.037944006212011,0,-0.12836599828962,0,0,0,-0.0624937134378393,0,0,0,0.00382756612513756,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111137165149652,0,0,-0.0476018380866246,0,0,0.525055754577372,0,0,0,0,0,0.250809580303111,0,0.0611611868171759,0,0,0,0.0472541710050824,0,0,0,0,0,0,0,0,0,0,0,0.00561040000385475,0,0,0,0,-0.00790593684838338,0,0,0,-0.0421528339058919,0,0
X600690.SH,0,0,0,0,0,0,0,0.36342014868024,0,-0.120178326725759,0,0,0.079047629209613,0,0,0,0,0,0.168317812733389,0,0,-0.0957432988295895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017086081702228,0,0,0,0.200144467521724,-0.08060206497172,0,0,0,0,0,0.0252284924076239,0,0,0,0,-0.0107812545716763,-0.106256421527344,0,0,-0.0334675895012071,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.0790317949467131,0,0,0,-0.0787518337214234,0,0,0,0,-0.158284101954242,-0.0603598340043889,0,0,0,0,0,0,0,-0.0587999171794908,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.320578642457967,0,0,0,0,0,0,0,0,-0.0133253420340813,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0750826114887005,0,0,0,0,0,0.0324218525941018,0,0,0,0.0123011997368575,0,0,0,0,0,0,0,0,0,0.147811550812471,0,-0.0738305305681528,0,0,0,0,0,0,0,0.00168669768596466,0,0.138145824655557,0,0,0,0,0,0,0.0702642432455815,0,0,0,0,0,0.0473781407599826,0,0,-0.0253229446939675,0,0
X600809.SH,0.246911201865102,0,0,0,0,0,0,0,0,0,0.0894589463782733,0,0,0,0,0,0,0,0.00526424200910418,0.381274027635115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177134576320547,0,0.00776903247065694,0,0,0,0,0,0.00940372502551914,0,0.0987505795793191,0,0,0,0,0
X000568.SZ,0.514762722833915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256614845949143,0,0,-0.0310161610689685,0,0,0,0,0,0,0,0.0244737735439944,0,0,0,0,0.0437595963122752,-0.0322221565625421,0,0,0,0,0.0822985692351613,0,0,0,-0.0409324614670465,-0.0325407916721757,-0.035602648311085,0,0,0,0,-0.0142979006617612,-0.039522757153351,0,0,-0.00709679096189138,0,0
