,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X000100.SZ,X600703.SH,X002292.SZ,X600066.SH,X600741.SH,X600031.SH,X002506.SZ,X002241.SZ,X002236.SZ,X600118.SH,X002475.SZ,X002049.SZ,X000559.SZ,X000157.SZ,X600372.SH,X000338.SZ,X300003.SZ,X002074.SZ,X000568.SZ,X002294.SZ,X600089.SH,X002085.SZ,X300124.SZ,X600177.SH,X600867.SH,X600582.SH,X002465.SZ,X002180.SZ,X002007.SZ,X601877.SH,X600498.SH,X000869.SZ,X600584.SH,X000550.SZ,X002456.SZ,X002426.SZ,X002249.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.279408118673307,0,0,0,0,0,0,0,0,0,0,0.242989552747191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0591077558230658,0,0,0.0589900015211201,0,0,0,0,0,0,0.0737726111006683,-0.00328911952477829,0,0,0,0,0,0
X600104.SH,0,0,0.367723740065857,0.0455713579168979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701709706571061,0.0152738194711987,0,0,0.0175846953890079,0,0,0,0,0,0.0625544398358086,0,0,0,0,0,-0.00029604324041829,0,0,0,0,0,0
X002415.SZ,0,0.22177123686279,0,0,0,0,0,0,0,0,0,0.27400058880569,0,0,0,0,0,0,0.00700597053100328,0,0,0,0,0,0,0,0,0,0.00707948597626867,0,0,0,0.101622512216955,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.231916327418203,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0.219818506595006,0,0,0,0,0,0.00591259712679042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487143449917989,0.387593255229861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00738207114564342,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191277946484054,0,0.0801618609269844,0.118277299887285,0,0,0.0892848644680775,0,0,0.0744294172466702,0.153435482777633,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0667834297736838,0.0997991634677679,0,0,0,0.0983264118816557,0,0,0,0,0,0.0513241377292282,0,0.00311891276822002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167860309248816,0.0771433358823571,0.130892643201692,0,0,0,0,0,0,0.0374896396650864,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00699670179249942,0,0,0,0,0,0,0,0,0,0,0.0889874072094295,0,0,0,0,0.0592199334577398,0,0,0,0.00961073017788868,0,0.0248584528434554,0,0.0479607158297671,0,0,0,0.036287624199733,0.0110226148930156,0,0,0,0.0452259685938916,0,0,0,0,0.00569790908360392,0,0,0,0,0,0
X000725.SZ,0,0,0.15323964677215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620556551637622,0,0,0,0,0.0506705900302759,0,0,0,0.0241130654833344,0,0,0.213561426056971,0,0.127341902831518,0.192709679865485,0,0,0,0,0,0,0.0240344854048639,0,0,0,0,0,0,0,0,-0.00653130165110185,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0579661810474837,0,0,0,0,0,0,0,0,0,0.0543583487971279,0,0,0,0.0876214913070826,0.0556472484261773,0,0,0,0,0.0245222741210169,0,0,0,0,0,0,0,0,0.0125610237844216,0,0.169975543064749,0,0,0,0.0268202732024586,0.191513383810846,0,0,0,0,0.157302312468437,0,0,0,0,0,-0.0165455901091859,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.307238337811017,0,0,0,0,0.126254387892936,0,0,0,0.0214833146705525,0.04229455517316,0.103521410397992,0.0569484540932589,0.00959172320806785,0,0.00892525154949721,0.154616588748638,0,0.00851896188878766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
