,X600519.SH,X600104.SH,X000725.SZ,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X000625.SZ,X600031.SH,X600690.SH,X000100.SZ,X600276.SH,X600271.SH,X600118.SH,X600372.SH,X600703.SH,X000157.SZ,X002129.SZ,X000559.SZ,X000338.SZ,X600839.SH,X600741.SH,X002241.SZ,X600089.SH,X600582.SH,X600066.SH,X600177.SH,X002292.SZ,X002236.SZ,X002475.SZ,X300003.SZ,X300124.SZ,X002456.SZ,X000800.SZ,X600060.SH,X002223.SZ,X601877.SH,X600166.SH,X002276.SZ,X000568.SZ,X000727.SZ,X600435.SH,X002465.SZ,X600198.SH,X000581.SZ,X000550.SZ,X000547.SZ,X000977.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0788357547665923,0,0,0,0,0.0353048809824924,0,0,0,0.0759272859165882,0,0,0,0,0,0.0721146875099562,0,0,0,0,0,0.0313965156484105,0,0,0,0,-0.0211810335137879,0.0637585947605185,0,0,0,0,0,0,0.199114970889618,0,0,0,0,0,0,0,0,0,0,0.00200158791031078,0.010776122152276,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0532389193151085,0.0961405189814742,0,0,0,0,0,0.0251390574901419,0,0.0859455952255305,0.0599011961843858,0,0,0,0,0.0680697584410622,0,0,0,0,0,0.00559942478911013,0,0.030132117937834,0,0,0,0,0,0,0,0,0,0,0.0511454554330241,0,0,0,0,0,0,0,0,0.078369007585814,0,-4.2351647362715e-22,-0.000388003166391593,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0748226696866017,0,0,0,0,0.105954187499982,0,0.0978410463221404,0,0,0,0,0.0699995051398803,0,0,0.00993493099088793,0.236387902947636,0,0,0,0,0,0,0,0,0.00778758272351969,0,0,0,0,0.0256883587363609,0,0.110221877872637,0,0,0.0084082085449347,0,0,0,0,0,0,4.33680868994202e-19,-0.0128973797962448,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0169480940070161,0,0,0,0,0,0.0262830491053115,0,0.100766955618567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132365355239495,0,0,0,0,0,0,0.175341894188344,0,0,0.155278163788422,0,0,0,0.0708293408304109,0,0,0,0,0.00442608350474222,0,0,-0.023190379151096,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0716014673616271,0,0,0,0.0435465433522552,0,0,0.0245223863566199,0.072984695716155,0,0.0314479719118975,0,0,0,0,0,0,0.0642075466445001,0,0,0,0,0,0,0,0,0,0,0,0,0.00356854855179291,0,0.0394238145185937,0,0,0,0,0.0779405162950992,0,0,0,0,0,0,0,0.00214409855079043,0,0,-0.00681843135837014,0.00171686816696772,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0872951600964976,0.0171540795239541,0,0,0,0,0,0.102719908116051,0,0,0.147719842164944,0,0,0,0.0810714305541752,0,0,0,0.116315398330489,0,0,0,0,0,0,0,0,0.0299087802414356,0,0,0,0,0,0,0.0380981245217092,0,0,0,0,0,0,0,0,0,0,-0.000489602415198902,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0488217038341701,0,0.00689600291465235,0,0,0,0,0,0.0343838892174571,0,0.0356817008698239,0.170297995017887,0,0,0,0,0,0,0,0,0,0,0.0125430426198757,0,0.0192044880815645,0,0,0.022916272614416,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0843227992922275,0,0,0,0,0.104489672128918,0,0,-0.00169958701063579,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.112809943718557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056415007617371,0,0,0,0.0159310132518852,0,0,0.0944721733342289,0,0,0.22829455765685,0,0,0,0,0,0,0,0,0.0588775660130656,0,0,0,0,0,0,0,0,0,0,0,0.166394610754036,0,0,-0.0014153353347903,0,0,0,0,0,0,0
X000625.SZ,0.0571749755131609,0,0,0.0138752746905655,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.0334898721860769,0,0,0,0,0.117840283991008,0.0225267145788297,0.0878428943131615,0,0.0236501950907826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464465243869424,0,0,0,0.000256210536590374,0.0480610579348918,0,0,0,0,0,0
X600031.SH,0,0,0,0.102055453304191,-0.0931534595842415,0,0.12323316971646,0,0,0,0,0,0,0,0,0.0364603988715418,0,0.132976344823334,0,0,0,0,0.142650559223365,0,0.0994092780245954,0,0,0,0,0,0,0.0294708095239515,0,0,0,0,0,0,0,0,0,0,0.0806328295956554,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.0185477428107179,0,0,0,0,0,0
