,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600690.SH,X000651.SZ,X600104.SH,X600031.SH,X000725.SZ,X002371.SZ,X300014.SZ,X003816.SZ,X300124.SZ,X000063.SZ,X000338.SZ,X002241.SZ,X600703.SH,X002129.SZ,X000596.SZ,X000625.SZ,X002049.SZ,X601877.SH,X000661.SZ,X300142.SZ,X002179.SZ,X000100.SZ,X600089.SH,X000799.SZ,X600460.SH,X600741.SH,X000157.SZ,X002236.SZ,X600702.SH,X600779.SH,X002074.SZ,X600584.SH,X600884.SH,X002414.SZ,X601799.SH,X002007.SZ,X000733.SZ,X000800.SZ,X600183.SH,X300003.SZ,X300146.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.488274822780147,0,0.0346868734190832,0,0,0,0,0,0,0,0,0,0,0.00203222424279429,0,0.0291762598492015,0.0607627570612348,0,0,0,0,0,0,0,0,0.000383067694299704,0,0,0,0,0,0,0,0,0,0.0215057924305805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000927767207587632,0,0,0,0,0.0634462603049272,0,0
X000858.SZ,0,0,0,0,0.0463221018637159,0.302433347181585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457105895237188,0,0,0,0,0.0553083977301075,0,0,0,0,0.049761094677557,0.232813349915458,0,0,0,-0.0143186622064912,0,0,0,0,0,0,0,0,0,-0.0369584583018435,0,0,0,0,0,0,0
X002415.SZ,0,0.0676052105627587,0,0,0,0,0,0,0.174698678100869,0,0,0,0,0,0.0395784804094651,0,0,0,0,0,0.103817536835417,0,0.0286154959861409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549562374367481,0,0,0.11096161757522,0,0.133931065921689,0.0418329404115187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.00540563136638088,0,0.162810998694635,0,0,0,0,0,0,0,0,0,0,0.052521784840542,0,0.0128072166864614,0,0,0,0,-0.0692402086504219,0,0,0,0,0,0.531455400376877,0,0,0,0,0.130075210554851,0.0323340664749865,0,0,0,0,0,0,0.0527352842538022,0,0,0,0,0,0,0.000854591709527763,0,0,0,0,0,0,0
X600276.SH,0,0.267621639439913,0,0,0,0,0,0,0,0,0,0.00516002573102187,0,0.0496311877120767,0.0487982585050918,0,0.099868494120924,0,0,0,0,0,0,0,-0.30775177457516,0.17615367656953,0.193134290376988,0,0,0,0,0.132587504969581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189025987225984,0,0,0,0,-0.022828362731765,0,0,0,0,0,0
X000568.SZ,0,0.572254614439582,0,0.058291513186501,0.000790707495550855,0,0,0,0,0,0,0,0,-0.018127904212835,0,0,0.0409292107932155,0,0,0,0,0,0.0460782435668728,0,0,-0.0423376446842954,0,0,0,0,0,0.0549569873765288,0,0,0,0,0.0180620108469795,0.0560640067541577,-0.00730214342329678,0,-0.0158481476412695,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X002475.SZ,0,0,0.118581905922079,0.0161289911246967,0,0,0,0,0,0,0,0,0,0.0991498887932913,0,0,0,0,0,0.205136603283065,0.0226296325839035,0,0,0,0.108350828905282,-0.0809627545916518,-0.0782830161406026,0,0,0,-0.248269920942047,0,0,0,0,0,0,0,0,0,0.0702048962390157,0,0,0,0,0,0,0,0,0,0,0.00435924607279443,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.112225003502951,0,0,0,0,0,0,0,0,0,0,0,-0.128665758966149,0,0,0,0,0,0,0.196940443357958,0,-0.122733856387732,0,0,0,0,0,0,0.122867688862825,-0.0315697144435646,0.00119124052407227,0.0237473435486915,0,0,0.0463066517063515,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113299390796227,0,0,0,0,-0.00205974142054684,0,0
X600690.SH,0,0,0.0927885791121888,0.0348904145358732,0.027761776864036,0,0,0,0,0,0,0,0,0,0.102643413542064,0,0,0,0,0,0,0,0,0,0.0152647238759645,0,0,0,0,0,0,0,-0.0470966972858002,0,0,0,0,0.0784722423786145,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0208854348950798,0,0,0,0,-0.017897011070993,0,0
X000651.SZ,0,0.0721484538569004,0,0.0147902333091432,0,0,0,0,0,0,0,0.0766297987091202,0,0,0,0,0,0,0,0,-0.0382537471589566,0,-0.0559363200386744,-0.0173191606912826,0,0,0.0311743591184586,0,0,0,0,0,0,0,0.0645638231978265,0,0,0,0,0,0,0,0,0.0798724982904572,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0351907267788549,0,0,0,0,0,0
