,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X600031.SH,X002304.SZ,X000568.SZ,X600809.SH,X000725.SZ,X000063.SZ,X000661.SZ,X600690.SH,X003816.SZ,X002241.SZ,X000338.SZ,X000596.SZ,X600703.SH,X002007.SZ,X300124.SZ,X300014.SZ,X300142.SZ,X002371.SZ,X600741.SH,X000100.SZ,X002049.SZ,X002129.SZ,X000625.SZ,X000157.SZ,X601877.SH,X002236.SZ,X300003.SZ,X600584.SH,X002414.SZ,X600183.SH,X000800.SZ,X002179.SZ,X300136.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002185.SZ,X000050.SZ,X000547.SZ,X002008.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.112589420061984,0,0.0456091054524726,0,0,0,0,0,0.108689002574558,0.245668991078194,0,0,0,0,0,0,0,0.000848704578522935,0.0842129864706763,0.0360204598265274,0,0,0,0.00230393826204171,0,0,0.00974849248571291,0,0,0,0,0,0,0.0231248137696381,0.011403696695304,0,0,0,0,0,0,0.0486636386068095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.337313705842788,0,0,0,0,0,0,0.0851551416315504,0.166171845039751,0,0.421107598761387,0,0,0,0,0,0.0551003776674355,0,0.00253203824490157,-0.0305951917570991,0,0,0,0,0.0229569298531693,0,0,0,-0.0354405882694999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303872765510565,0.0107120953067304,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.150657341176032,0,0,0,0.0495421942064473,0.308324458534384,0.0938624777271435,0,0,0,0,0,0,0,0,0,0.0102737888398534,0,0,0,0,0,0,0,0,0,0,0,0,0.0280762883464409,0,0.0154621212700957,-0.0789954297881336,0,0,0.000273844944181693,0,0,0.0328921825090688,0,0,0,0,0,0,0,0,0,-0.0118396508688106,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316312097605785,0,0,0,6.93889390390723e-18,0,0,0,0.0353566325092704,0,0.071298619881726,0,0.0629195587320911,0,0,0,0,0,0.0978689954234224,0,0,0,0,0,0,0,0.0296908665351464,0.00612720661884079,0,0.0865615085250941,0.0515035349248561,0.0180461955433244,0.0313458166805213,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.123692444554534,0,0,0,0,0,0,0,0,0,0,0.0615186042124902,0,0,0,0,0,0.0114228419016192,0,0,0,0,0,0.00647439670582327,0.0411612819289713,0,0,0,0,0.184362012711887,0,0,0,0,0,0.0765763245599805,0.0739811221370295,0,0,0,0,0,-0.0624983153745529,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502006287390518,0,0,0,0,0,0,0,0,0,0,0,0,0.0927580638957123,0,0,0.0114752305972933,0,0,0,0,0,0,0,0.0310934091135878,0,0,0,0,0,0.0130937974058794,0.137516212053492,0,0,0.048252928395648,0,0,-0.0740786889874367,-0.0201766754924316,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.176717562230494,0,0,-0.0444258560979186,0,0,0,0,0,0,0.0677745377225895,0,0.0842693240507076,0,0,0,-0.00857450275668793,0,0,0,-0.0201936667993454,0,0.0502508530078758,0,0,0,0,0,0,0.142766156110383,0.0407409263527392,0,0,0.119345314201014,0,0,0,0,0,0,0,0,0,0,0,0.00778141381129848,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0260916745101139,0,0,0,0,0,0,0,0,0.265746495727573,0.0216441283673436,0,0,0,0,0,0,0.056010117327136,0,0,0.023702196215679,0,0.40167664556173,0,0,0,0,0,0,0,0,0.0297640174958007,0,0,0,0,0,0,0,0,-0.0588977213435445,0,0,-0.00285350072585117,0.0202283540797296,0,0,0,0,0,0
X002304.SZ,0,0.322972743154534,0,0,0,0,0,0,0,0.273436016768138,0.00458549610390355,0,0,0,0,0,0,0,0.0675756676162856,0,-0.019866357870723,0,0,0,0,0,-0.00877530974508487,0,0.187789501670518,0,0,0,0.046122775567696,0,0,0,0,0,0,0,0,0,0,-0.0201414318948924,0,0,0,0,0,0,0,0,0.00154462034669785,0,0,0,0,0,0
X000568.SZ,0,0.41885264251472,0,0,0,0,0,0,0.248062419087983,0,0,0,0,0,0,0,0.0301943493406939,0,0.0951422371285425,0,0.0459086903469142,0,0,0,0,-0.0332693004215424,0,0,0,0,0,0,-0.0493561298085191,0,0.058576308452414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115095512213578,0,0,0,0,0,0
