,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X600741.SH,X000625.SZ,X002475.SZ,X002241.SZ,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X300124.SZ,X601877.SH,X600809.SH,X600487.SH,X002008.SZ,X000100.SZ,X002508.SZ,X600522.SH,X300136.SZ,X300003.SZ,X002085.SZ,X600089.SH,X600498.SH,X600271.SH,X000157.SZ,X600699.SH,X600177.SH,X600867.SH,X000559.SZ,X000596.SZ,X000050.SZ,X600118.SH,X002294.SZ,X600566.SH,X002180.SZ,X002179.SZ,X300115.SZ,X000981.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.142484372916263,0,0,0.0324313610920709,0,0.00407908450327362,0,0.103237374718126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.080548256641914,-0.00348625456019485,0,0.0236052037275452,0,0.026150572983986,0,0,0,0,0,-0.00822731652742115,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.010690897987636,0,0,0.085743227833247,0,0.0155542484882133,0.00716418550967656,0.370923392069919,0,0.0681655654710364,0,0,-0.0200043989395802,0,0,0,0,0,0,0,0,0,0,0,0,0.042032031702373,-0.0480527402169864,0,0,0,0,0,0,0.0335761512265915,0,0,0,-0.0121752056621836,-0.0356863901806289,0,0,0,0,0,0,-0.0322003099545622,0.0369393904869582,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0863931274291453,0,0.0078893247005153,0,0,0,0.151424849385231,0,0,0.0513027751258743,0.0415146193189304,0,0,0,0,0.119689393850092,0.014043603766343,0,0,0,0,0,0.0254097308210969,0.0426960718546601,0.0244806192267891,0,0,0,0,0,0,0,0,0,0.0085208292333777,0,0,0,0,0.0330044501535783,0,0,0,0,0,0.0348615791557123,0.00544285880157648,0.209129129898726,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0153557221068551,0,-0.00957800861992257,0,0,0,0.202663479197669,0.082333301924647,0.106895286308695,0,0,-0.0886261332106765,0,0,0.0809837344450899,0,0,0,0,0,0,0,-0.00934718412249975,0.318847203163102,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191837909479414,0,0,0,-0.0309530685089994,0,0,0,0,0,0.012377484550248,0,-0.0531686549989495,0,0,0,0,0
X000858.SZ,0,0,0,0.275864147842562,0,0,0,0,0,0,0,0.349711818526885,-8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.00452256320131419,0,0.156850667000949,0.0216810891271057,-0.0243630655183045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00562686215620898,0,0,0,0.033289518355213,0,0,0,0,0,-0.0113913052607688,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0576009654261883,0,0.102912853436569,0,0,0,0,0,0,0,0,0,0,0,-0.0785355321897228,-0.108704617713146,0,0,0,0,0,0,0,0,0.0546539579855691,0,0.11075421021132,0,0,-0.0723740905012608,0,0,-0.00198392177304513,0,0,0,0.00334365206373156,0,0,0,0,0,0,0,-0.00769536141754555,0.00975456871513584,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.00615534013118126,0,0,0.149066376552603,-0.021390950386857,0,0,0.0287744554805439,-0.119360016059862,0,0,0,-0.0450020304631312,0,0,0,0,-0.020704738735553,0,0,0,0.0935282472854547,0,0,0,0.13246074864274,0,0,0,0,0,0.152306329001474,0,0,0,0,0,0,0.191447077355032,0,0,0,0,0,0.0117263885415956,0,0,0,0,0,0
X002304.SZ,0,0,-0.0261136855436627,0,0,0,0,0,0,0,0,0.296046974851948,0,0.147794389787301,0,-0.104226201471292,0,0,0,0,0,0,0,0,0,0,-0.00292623977064406,0,0,0,0,0.040574270274705,0,0,0,0,0,0,0,0,0.0414245970355147,0.118238795407054,0,0,0,-0.123726328588596,0.020182784947891,0.122203373115419,0,0,0,-0.0152090355769845,0.0175680812248872,0,0,0,0,0,0
X000063.SZ,0,0,0.0521263782198774,0,0,0,0,0,0,0,0,0,0.0872561626495777,0,0,0,0,0.0409634942047738,0,0,0,0,0.0861373910364345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055215977349186,0,0,0,0.0832377988725143,0,0,0,0,0,0,0,0,0,0,0,0.0712913821675524,0,0,0,0,0,0
X600703.SH,0,0.0936689003175396,0,0,0,0.135043586025317,0,0,0,0,0,0,0,0.140600640225423,0,0,0,-0.223352922496163,0,0,0,0,-6.93889390390723e-18,0,-0.0967617638885276,0,0,0,0,0,0,0,0,0.215506367088444,0,0,0,0,0.0354314497738899,0,0.0280489477502156,0,0,0,0,-0.310439843699106,0,0,0,-0.0692306790387925,0,0.0248660011450334,0,0,0,0,0,0,0
