,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X600690.SH,X002415.SZ,X000651.SZ,X600809.SH,X002371.SZ,X003816.SZ,X000568.SZ,X000725.SZ,X600104.SH,X300124.SZ,X600031.SH,X000063.SZ,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X002179.SZ,X000100.SZ,X002241.SZ,X002463.SZ,X600418.SH,X600089.SH,X600584.SH,X600703.SH,X000977.SZ,X600372.SH,X600839.SH,X002028.SZ,X000157.SZ,X002049.SZ,X600066.SH,X002236.SZ,X600522.SH,X600741.SH,X600183.SH,X600460.SH,X002129.SZ,X002456.SZ,X601877.SH,X600487.SH,X000661.SZ,X000800.SZ,X000066.SZ,X002185.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.482403287917382,0,0,0,0,0,0.0419182474327237,0,0,0,0,0,-0.0198692434023003,0,0,0,0.116398370464905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356433449304529,-0.138526964922855,-0.0378410763565927,0,0,-0.0370908328427831,0,0
X000858.SZ,0.412289490304095,0,0,0,0,0,0,0.510152447536892,0,0,0,0,0,0,0,0,0,0,0.0898598518431637,0,0,0,0,0,-0.0462951458200475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01663390237841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0264543794276277,0,0,0,0,0,0,0,0,0,0,0,0,0.0185950415417793,0,0,0.633444847398195,0.09816430388489,0,0,0.107346970594034,0,0,0,-0.00853439720711624,0,0,0,0.0202554844993947,0,0,0,0,-0.0589531494588854,0,0.0323314036633566,0,0.184007865701765,0,0,0,0,0,0,0,-0.046091157315766,0,0,0,0,0,0
X600276.SH,0,0.23534825668289,0,0,0,0,0,0,0,0,0,0,0,0.0760327939010592,0,-0.0860611742533345,0,0,0,0,-1.38777878078145e-17,0.105639536543417,0,0,0,-0.0143203465057572,0,-0.179325550612051,0,0,0,-0.0315842369956295,0,0,0,0,0,0.0895031994846624,0,-0.0305144638530881,0,0.0517306389556935,0,0,0,0.460331601520111,0,0,0,0,0,0.047033751541717,-0.191506787677125,0,0,0,0.0264672790854124,0,0
X600690.SH,0,0,0,0,0,0,0.356585977935724,0,0,0,0,0,0,0,0,0,0.186660244562543,0,0.0702707620395101,0,0,0,0,0,0.0101638791817002,0.153338450002691,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.00315570807582281,0,0.0181606540639969,0,0,-0.00877207902282316,0,0,0,-0.0151916618392172,0,0,0,0,0,0,0
X002415.SZ,0.099520255809062,0,0,0,0.120003802048312,0,0,0.0879741477054388,0,0,0,0,0,0,0,0,0,0,0,0,0.130410019644316,0,0,0,0,0,0,0,0,0,0,-0.0335268652459252,0,0,0.0882446469158952,0,0,0,0,0,0.0479410871138688,0.0784973555330592,0.174562431085468,0,0,0.00205944002728804,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.391384531068034,0,0,0.013567202526779,0,0,0,0,0.0314815152942502,0.0628579362535834,0,0,0.0313514126656841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000351533728409747,0,0,0,0,0,0,0,0,-0.10214766057293,0.0626490441764608,0.0261918660330356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.118173184120918,0,0,0,0,0,0,0,0.0884059011150173,0.551505096167515,0,0,0,0,0,0,0,0,0.107553375565701,0.101365280504531,-0.105810832516945,0,0,0,0.0427923274946482,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00477544336055651,0,0,0,0,0,0.0352488036432956,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214167993690869,0,-0.0577770562321419,0,0,0,0,0.0711334360159034,0,0,0,0.0203194052552023,0,0,0.149693013676122,0,0.0789628311288764,0,0,0.102323843483852,0,0,0.00626327632716148,0,0,0,0,0.222802000778106,0,0,0,0,0,0,0,0,0,0,0.102056894721734,-0.0767416823823364,0,0.185164318378059,0,0.0325163462877864,0,0
X003816.SZ,0,0,0,-0.0302965846754581,-0.367426522318532,0.0738986611331333,0,0.0358039081293023,0,0,0,0,0,0,0,0,0,0,0.259047531988119,0,0,0,0,0.168174522070708,0,-0.291210885630861,0,0,0,0,0,0,0,0.0610616298003417,0,0,0,0,-0.0555897172218366,0,0,-0.0377430679129168,0,0,0,0,0,0,-0.222333723525155,0,0,-0.0199042753416481,0,0.356739154048161,0,0,0,0,0
X000568.SZ,0.28303388401058,0,0,0,0,0,0,0.549182682285176,0,0,0,0,0,0,0,0,0,0,0,0.084337256757021,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0.0171511415275254,0,0,0,0.0553199569262649,0,0,0,0,-0.000202029471017319,0,0,0,-0.0588598325189822,0,0,0,0,0,0,-0.083642670170668,0,-0.0495521057466233,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830026833522335,0,0,0,0,0,0.0196876129678742,0.0102246308398208,0,0.513245146382316,0,0,0,0,0,0.00806442614929633,0,0,0.0663578282817139,0,0,0,0,0,0,0,0,0.0130425076602313,0,0.00790259753799713,0,0,0,0,0,0,0,0,0,0,0.0127566755389229,0,0,0,0,0
X600104.SH,0,0.00026174541681126,0,0,0,0,0,0,0,0.0635460337871573,0.083495537744431,0,0,0,0,0,0,0,0,0,0.209683953143748,0,0,0,-0.158218424717771,0,0.170394363230393,0,0,0,0,0,0,0,-0.0252722923205693,0.0956081230339375,0,0,0,0,0,0,0.0268605953034563,0,0.0461082300090988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
