,X600519.SH,X600104.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000063.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600276.SH,X600690.SH,X000100.SZ,X600031.SH,X002129.SZ,X600372.SH,X600118.SH,X600271.SH,X000338.SZ,X600703.SH,X000157.SZ,X600089.SH,X002241.SZ,X600741.SH,X600177.SH,X002292.SZ,X002236.SZ,X600582.SH,X600066.SH,X600060.SH,X000800.SZ,X300124.SZ,X601877.SH,X000977.SZ,X600839.SH,X002475.SZ,X000581.SZ,X000623.SZ,X002294.SZ,X002456.SZ,X000559.SZ,X600435.SH,X000869.SZ,X002465.SZ,X000568.SZ,X000550.SZ,X600867.SH,X600498.SH,X300003.SZ,X300146.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0342271970237507,0.0216319559139377,0,0,0.170102497581249,0,0,0,0,0,0,0,0,0.164666392361022,0,0,0.14607435244744,0,0.0151791750468876,0,0,0,0,-0.0957976849190456,0,0,0,0,0,-0.0423564662453556,0,0,0,0,0,0.00315000997940438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00942168681116297,0,0,0,0,0,0
X600104.SH,0,0,0.162937413486236,0.112902490238856,0.0282677127447205,0.0450372438896441,0,0,0,0,0,0,0,0,0.0417441606327323,0,0,0,0,0,0,0,0,0,0,0.0813817976568765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124670243338552,0,0,0,0,0,0,0,-0.000380754343096808,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0514108705025203,0.106731274540626,0,0,0,0,0.00574966428214437,-3.46944695195361e-18,0,0,0,0,0,0,0,0.141865406957421,0,0,0,0,0,0,0,0,0,0,0,0,0.0660247336967927,0,0,0,0,0,0,0,0,0,0,0.0733031066746339,0.204365413140384,0,0,0,0,0,0,0.0057150249348706,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605271663083756,0.0633023365343993,0,0,0,0,0,0,0,0,0.0229527792284507,0,0.123401651532475,0,0,0,0,0,0,0.0904544609955554,0,0,0.0693079676748019,0,0,0,0,0,0,0,0,0,0.293658851621863,0.250278419458997,0.0366053486462981,0,0,-0.0267551686033507,0,0,0,0,0,0,0
X002415.SZ,0,0,0.0593166948457096,0,0,0.0449237867380524,0.0107805250799868,0,0,0,0,0,0,0,0,0,0,0,0,0.169950539534549,0,0,0,0,0.0143650071428059,0,0,0,0,0,0,0,0,0,0,0,0.191868736432321,0,0.107143389972414,0,0,0,0,0,0,0,0,0,0,0,0,-0.00475247311508259,-0.0102491483475397,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.11594437576471,0,0.0421792857414285,0,0,0,0,0.0612090820172589,0,0,0,0,0,0,0,0.00687911122177485,0,0,0,0,0,0.00810939744148357,0,0,0.0355527662148596,0,0,0,0,0.168293535353717,0,0,0,0,0,0.0229651549990323,0,0,0,0.0834233203204788,0,0,0.252599833504865,0,0,0,0,0,0.0312657984520148,0,0,0,0,0,0
X000625.SZ,0,0,0.0338811262007309,0,0.308849518807887,0,0,0,0,0,0,0,0,0,0.0327045288598338,-0.150573441781387,0.0580961106609511,0,0,0.00821912104204687,0.116381749287287,0,0.0935914600641517,0,0,0,0,0,0,0,0,0,0,0,0,-0.0537826896897866,0,0,0,0,0,0,0,0.0132717358204524,0,0,0,0,0,0,0,8.67361737988404e-19,0.0231892244392178,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0164527478496746,0,0,0.130226072023944,0,0,0,0,0,0,0,0,0,0,0.0725327460779859,0,0,0,0.0335005907553085,0,0,0,0,0,0,0,0,0,0.074252595229218,0,0,0,0,0,0,0,0.175984850760784,0,0.216946714974636,-3.46944695195361e-18,0,0,0,0.0701587562327699,0,0,0,0.00100491211762315,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.10181136211127,0,0.479474430096539,0,0,0,0,0.0260620214089757,0,0,0,0,0,0,0,0,0,0,0.0248519821252967,-0.0061735064497234,0.0672276580874761,0,0.142888883953497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976867841601221,0,0,0,0,0,0,0,0,0,0.00625411583988465,0,0,0,0,0,0,0
X600276.SH,0,0,-0.0351113391862739,0,0,0,0,0,0,0,0,0,0,0.0341288738831557,0,0,0,0,0,0,0,0.035598433579307,0,0,0,0,0,0,0.0352341466315561,0,0,0,0,0.0473314815294435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00576272188180459,0.0155183792293314,0,0,0,0,0,0
X600690.SH,0,0,0,0.0147891271623048,0,0,0,0,0,0,0,0,0,0,-0.0140961897975555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118959614884402,0,0,-0.0144386798280596,3.46944695195361e-18,0.0913533425056582,0.0775805345985704,0,0.13905834794,0,0,0.0153943260371061,0,0,0,0,0,0,0,0,0.00352764294935833,0,0,0,0.0075362396299157,0,0,0,0,0,0
X000100.SZ,0,0,0.0318254517544894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312495137193949,0,0,0,0,0,0,0,0,0,0,0.0634003901060085,0,0,0,0,0.133162783679195,0,0.0352611784806403,0,0,0,0,0.0189100987067411,0.0431929145952785,0,0,0,0,0,0
