,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600031.SH,X000568.SZ,X600066.SH,X002241.SZ,X002475.SZ,X002456.SZ,X000338.SZ,X002236.SZ,X600271.SH,X002085.SZ,X600118.SH,X000157.SZ,X600177.SH,X002292.SZ,X000559.SZ,X600867.SH,X600372.SH,X002007.SZ,X300003.SZ,X300124.SZ,X002294.SZ,X002180.SZ,X002074.SZ,X002506.SZ,X600498.SH,X600089.SH,X601877.SH,X002426.SZ,X600522.SH,X002508.SZ,X002465.SZ,X000550.SZ,X000050.SZ,X000981.SZ,X000869.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0273350648473714,0,0,0.0126713111057007,0,0,0,0,0,0,0,0,0,0.010872536353593,0,0.103212486508643,0.0572154539457459,0,0,0,0,0.0132630635880601,0,0,0.157990814318704,0,0,0.200193092394476,0,0,0,0,0,0,0,0,0,0,0,-0.0665437642773248,0.191151730246424,0,0,0,0,0,0,-0.0125823646358635,0,0.0559863044311718,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.063024145783421,0,0,0,0,0,0,0,0.0472049818740258,0,0,0,0,0,-0.0432876145482554,0,0,0.117224078539456,0.109536303743071,0,0,0,0,0,0.0662391867647266,0,0,0,0,0.0790612302978431,0,0,0,0,0,0,-0.0757924414950564,0,0.141296596592659,0,-0.0602276668215731,0,0.0363058518978968,0.0403341668993977,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.147714670380107,0,-0.157464336796705,0,0.243388871565506,0.136223390623779,-0.0194020532137316,0,0,0,0,0.127531236164592,0,0,0.0458103483905098,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.213583508521777,0,0,0,0,0,0,0.00838102328002824,0.297177961886999,0,0,0,0.0700743312071549,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,-0.00131897310933892,0,0,0,0,0,0,0,0,0,0,0,-0.03149194822567,0,-2.16840434497101e-19,0,0,0,0,0,0.00921315959962865,0,0,0,0,0,0,0,0,0,0,0,0,0.0592038899149672,0,0,0,0.164677430393549,0.0704393193286198,0,0,0.134143178466025,0.0575230296629229,0,0,0,0,0,-0.0521195923169386,0.0927400631062019,-0.0410238508254984,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209325500987707,0,0,0,-0.00250269853710777,0.0653907898467922,0,0,0,0,0,0,0,0,0,0.130844459550759,0.0586887426499468,0,0,0,0,0.234375067937561,0,0,0,0,0.00686435856650695,0.0825179249999845,0,0,0,0,0,0,0,0,0.0222202787279765,0,0,0,0,0,0,0
X600276.SH,0.0732971444836279,0,0,0,0,0,0,0,0,0,0,0,0,0.0357427240235579,0,0,0,0,0.0698544621470965,0,0,0,0.0267767282367359,0,0,0,0,0,0,-0.163105909572205,0,0,0,0.206240011127756,0.0587257556879767,0.104209569779697,0,0,0,0.0930777178777813,0,0,-0.0778779388223026,0,-0.00858182515284352,-0.017725054172367,0,0,0.154679132208989,0,-0.053016774223362,-0.0711830160005955,0,0,0,0,0,0
X002304.SZ,0.307361957981234,0,0,-0.0022437323611718,0.093912083327802,0,0,-0.0352590565077762,0,0,0,0.132246918010062,0,-0.0378719225699916,0.0313068252660484,0,0,0,0,0,0,0,0.0037254602679178,0,0,0,0,0,0,0,0.0405675609294752,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026447418695525,0,0,0.259042066700205,0,0,-0.0107972189623028,-0.00568158033421744,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127985131097991,1.0842021724855e-19,0,2.16840434497101e-19,0,0.0795456288981117,0,0,0,0.0844236627956033,0,0,0.0748040483520305,0,0,0.0682587013108065,0,0,0,0,0,0,0,0,0.0366586067195825,0,0,0,0,-0.0188568962039376,0,0.120892716873239,0,0.0562377762689235,0,0,0,-0.0460136058957944,-0.00604006804612585,-0.0432753111915943,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.117570884216218,-0.0152614978186873,0,0,0,0,0.176876069994666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122196102264366,0,0,0,0,0.093234045152774,0,0.0357471123939657,0,0,0,0.040902799134033,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0163407128499197,0,0,0,0,0,0,0,0,0,0,0.176222232862458,0.0978173729460438,0,0.0584634468218772,0,0,0.0985545233661502,0,0,0,0,0,0,0,0.0493890977695032,0,0,0,0,0,0,0,0,0.0366340399247441,0.0507992360263282,0,0,0,0.0388415223662688,0,0,0.0291386832372224,0,0,0,0,0.00159344645304279,-0.00738335437852967,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.0862322508199234,0,0,0,0.156846634747115,0,0,0.0367452635702423,0,0,0,0.0598581150874652,0,0,0,0,0.147332507365396,0,0,0,0,0,0,0,0,0,0,0.123573819144311,0,0,0.0229362593105612,0,0.173232958127155,0,0,0,0,-0.016274850982574,0,0,0,0,0.0529089996155404,0,0,0,0,0,0
X600741.SH,0,0.311805551989853,0,0,0,0,0,0,0.111721522533803,0.0390748478248533,0,0,0.0682165777563632,0,0,0,0.114804462191346,0,0,0,0,0,0,0,0,0.139108752344901,0,0,0,0.0307546013131323,0,0,0,0,0,0,0,0.0163631152253914,0,0,0,0,0,0,0.00212168055285151,0,0.00194757247198878,0,0.11331039892085,0,0,0.0109022838676391,0,0,0,0,0,0
