,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X002371.SZ,X000063.SZ,X600104.SH,X003816.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000338.SZ,X000625.SZ,X002304.SZ,X000100.SZ,X300014.SZ,X000596.SZ,X002241.SZ,X600418.SH,X002179.SZ,X002463.SZ,X000977.SZ,X600584.SH,X600183.SH,X000157.SZ,X600089.SH,X600066.SH,X600703.SH,X002028.SZ,X600372.SH,X600741.SH,X002049.SZ,X002236.SZ,X600522.SH,X601877.SH,X000921.SZ,X000066.SZ,X002156.SZ,X600460.SH,X600839.SH,X002281.SZ,X000988.SZ,X600487.SH,X000800.SZ,X002456.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0188944170845437,0,0,0.196677616605468,0,0,0,0,0,0,0,0,0.23628773144885,0,0,0,0,0,0.056260724502494,0.0481293797716943,0,0,0,0,0,0,0,0,0,0.0348600530531918,0,0,-0.03260217061219,-8.67361737988404e-19,0,0,0,0,0,0,-0.034164431961409,0,0.0108426356380154,-0.00629917008581376,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0685024945046124,0,0,0,0,0.454006164716198,0,0,0,0,0,0,0,0,0.104531458365999,0,0,0,0,-0.0555299180891944,0,0.0371354702188545,0,0,0,0,0,0,0,0,0,0,0,0,-0.0336251588734893,0,0,0.0773675750117513,0,0,0.00826449733494371,0,-0.0549464720914242,0,-0.00360627001454265,-0.0137585118140353,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.130080764752936,0,0,0,0,0,-0.00223835463193418,0,0,0.0315743813035557,0,0,0.280624118479152,0.0310895074559105,0,0.126646180732062,0.0680655594789269,0,0,0,0,0,0,0,0,0.0785727156730876,0,0,0,0,0,-0.0444466365360745,-0.00243379954380798,0,0.0705170545787657,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,-0.0427245315598799,0,0,0,0,0,0,0,-0.0605587111650103,0,0,0.0493940787401569,0.0583193213077261,0,0,0.0900587717344387,0.189418846097507,0,-0.0339847392727461,0,0,0,0,-0.0892988743496951,0,0,0.191268707174499,0,0,0,0,0,0,0,0,0,0.0828831953618274,0,0,0,0,0,0,0,0,0,0.0254315630202921,0,0.062150060604245,0,0,-0.0957122089108449,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0232061499672062,0.122968942847132,0,0,0.0862055180276342,0,0.0128245240090556,0,0,0,0,0,0.105788664508267,0,0,0,0,0,0,0.0892638548266911,0,0,0,0,0,0,0,0,0.00919771467397207,0,0,0,0,0,0.0156528764475322,0,0,-0.00224462287997109,0,0,0,0,0,0,-0.0041473726468116,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0620326701422555,0,0,0,0.000867653921401755,0.0186233662555862,0,0,0,0,0,0,0,0,0,0.0133456256509822,0,0,0,0,0,0,0.22047128882324,0.0362732184788301,0,0.0398533445819352,0,0.0778676981015368,0,0,0,0,0,0,0.315971126691634,-8.67361737988404e-19,0,0,0.0162965969958875,0,0,0,0,0,0,0.0165418724764027,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0680588569632146,0,0,0,0,0.0144954693079295,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,-0.0732760139623231,0,0,0,0,0.0560672000915647,0,0,0.26685591473821,0,0.201054833334665,0,0,0,0,0,0,0.0209059474818532,0,-0.0519115160975175,0,0,0,0.10830079525103,0,0,-0.045032081979654,0,-0.00136356137703635,0.0135825356184916,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.55317214625762,0,0,0,0,0,0,0,0,0.209271746933486,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151761858501666,0,0,0,0.0130510952799806,0,0,0,0,0,0.0195683913992111,0,-0.00529780037468248,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,-0.0247473269949889,0,0,0,0.237914891620327,0,0,0,0,0,0.113231754096217,0,-0.00411095573829739,0.0754813544101812,0,0,0.23832156999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136364909408176,0,0,0.0288515522834855,0,0,0,-0.116973553597848,0,0,0,0,0,0,0.0463402276366479,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.022540939269065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364869314823099,0.287563348441149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108779812103467,0,-0.133201650121034,-0.0493232253991929,0,0.0497835721426442,0,0,-0.0479662914645374,-0.0014396124744979,0,-0.0184339060686373,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115987310283918,0,0,0,0,0,0,0,0.0992357784353616,0.353348336482739,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,1.29585076962535,0,0,0,0,-0.304574641473097,-0.284877316961982,0,-0.121767221156905,0.147794616130081,0,0,0,0,0,0,0.0527891681354956,-0.01160639974465,0,0,0,0,0,0
X003816.SZ,0,0,0.11895346575587,0,0,0,0,0,0,-0.0330551567728646,0,0,0,0,0,0,0,0,0,0,0,0,0.0306634678207107,0,0,0,0,0,-0.0216624126057073,0,0,0.11030565104753,0,0,0,0,0,0.0641368195112235,0,0,0,0.0380020265606252,0,0,0.0154391093206251,0,0,0,0,0,-0.0900163246624395,0.00280884925457101,-0.061591949056468,0,0,0,0,0,0
X000568.SZ,0,0.348369011480493,0,0,0,0,0,0.215330402352178,0,0,0,0,0,0,0,0,0,0,0.0939705778314785,0,0,0.303999054650502,0.0232533180274001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312635274807823,0,0,0,0.0230807028035991,-0.00844226706701769,0,0,0,0,0,0.0112404316533,-0.0114820247130521,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335799197978199,0.00889881683403352,0,0,0.0797652067355489,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0679067808375541,0,-0.0196956714125266,0.054915900765139,0.0577013247957837,0,0.0607553651046664,0,0,0,0,-0.012901257344635,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.0100000531340288,0,0,0,0,0,0,0,0.103221932923956,0,0,0,0,0,0,0,0.184550914194628,0,0,0,0.11817959213566,0,0,0.0268785829707102,0,0,0,0,0.246777731337238,0,0,0,0,0.00284522681268067,0.00540217187957132,0,0.00578014315453992,0,0.0148766974173935,0,0,-1.73472347597681e-18,0,0,0.0177369791160023,0,0,0,0,0,0
X600031.SH,0,0,8.67361737988404e-19,0,0,0.0282449718713194,0,0.227014899673935,0,0.031381844979245,0.0280041004022132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792618521644825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202337318432895,0,0,1.73472347597681e-18,0,0.00974971709026838,-0.0105604024986351,0.118899113948562,0,0,0,0.0363503674504008,0.021727631082616,-0.0405618315284245,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110398857395855,0,0.069894878658765,0.0453722837773289,0.183232020531668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12664231437981,0,0,0,0,6.93889390390723e-18,0.10267222970879,0,0,0,-0.0344981447746137,0,0.00367550902760129,0,0,0,0,0,0
X000625.SZ,0,0,0.0698017407990284,0,0,0,0,0.0997948891803249,0,0,0,0,0,0,0,0,0,0,0,0,0.0493025955280192,0,0,0.096398532599433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117121083080805,0,0.0252046864594804,0,0.064659551738154,0,0,0,0.313912698394285,0,0,-0.0282108674040421,0.0261915303228462,0,0,0,0,0,0
X002304.SZ,0,0,0.0376168305142377,0,0,0,0,0,0,0.102663127840438,0,0,0.477215387566323,0,0,0,0,0,0,-0.0770267542246682,0,0,0.0426918715175012,-0.113979010526788,0,0,0,0,0,0,0,0.130579462411352,0,0,0,0,0,0,0.0794415905405298,-0.0696483669605183,0.00893948939310807,-0.00582885466509352,0,0,0,0,0,0,0,-0.0422295156028949,0,-0.000962264261229162,0.00999026397606991,0,0,0,0,0,0
X000100.SZ,0,0,0.0251615459146596,0,0,0,0,0,0,0.0122428272840802,0,0,0,0.34789369379713,0,0,0,0,0,0,0,0,0,0.0481856327373622,0,0.0630441477931296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280918968767007,0,0,0.0803064045706445,0,0,0,0,8.67361737988404e-19,0,-0.023550544093505,0.0125965049227751,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.205736063491331,0,0.0725213928928432,0,0,0,0.062684703112942,0,0,0.0533621124738855,0,0.0340973760325873,0,0,0,0,0,0,0.151517463826392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599116574160584,0.0142944892685143,0,0,0.0237418660852709,0,0,0,0,0,0,-0.00597790565557566,0,0,0,0,-0.147934765747801,0,0
X000596.SZ,0,0,0,0,0,0,0,0.440796445201743,0,-0.0819987244053105,0,0,0.140109777445802,0,0,0,0.0760920652873893,0.0510229084395181,0,0,0.142532139858332,0,-0.0475252365631378,0.0489436030297627,0,0,0,-0.0143524608364067,0.0639860816769181,0,0,0,0,0,0,0,0,0,0,0,0.120991421425901,0,0,0,0,-0.183963402791744,0,0,0,0,0,0.0205666540015441,-0.013962564035497,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0247636855830165,0,0.237209499532011,0,0,0,0,0,0.086294311813252,0,0,0,0,0,0,0,0,0,0.0838550236661335,0,0,0.189462303622948,0,0.103170895730589,0,0,0,0,-0.0342722797236385,-0.0146192899907452,0,0,0,0,0,0
X600418.SH,0,0,0,0,0,0,0,0,0,0,0.291975562034634,0,0,0,0,0,0,0,0,0,0,0,-0.278802383384193,0,0,0,0.243513989779779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620687304806871,0,0,0,0,0,0,0,0.390698683630341,0,-0.0697743942369341,0.0618632067423256,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0.0271598662505946,0.0100802116975813,0,0,0,0,0,0,0.0131965034848963,0,0,0.0557348426908523,0,0,0,0,0,0.0630258299159252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102668318647892,0,0,0,-0.0357052529305024,0.193368106074043,0.0934123201160946,0,0,0,0,0.0034946217041772,0,0,0,0,0,0
X002463.SZ,0,0,0,0,0,0.172854267502886,0,0,0,0,0,0,-0.112208123887984,0,0,0,0,0,0,0,0.205355472031049,0,0,0,0,0,0,0,0.159066132738443,0,0,0,0,0,0,0,0,0,0.377068317100665,0,0,-0.0432331726551728,-6.93889390390723e-18,0,0,0.156743636988861,0,0,0,0.0318454577327372,0,0.067925319998882,0.0166146986302937,0,-0.0665681419726753,0,-0.0370130926953528,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0.280448420456004,0,0,0,0,0,0,0,0,0,0,0.0204078297689729,0,0,0.143453128095569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571253252936698,0,0.222663560357325,0,0.217643163129308,0,0,0,0,0,-0.00700815845180037,0.0197694377534573,0,0,0,0,0,0
X600584.SH,0,0,0,0,0,0,0,0,0,0.0178640094805253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557786551081866,0,0,0,0,0,0,0,0,0,0.484593221063283,0,0,0,0,0,0.229555017463658,0.0347617092685115,0.00264123461317738,0,0.110514485500785,0,0,0.0285661030518446,0,-0.00845822645087671,0,0,0,0,0,0,0
X600183.SH,0,0,0,0,0,0,0.00694628993690229,0,0.0463858637320537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687002239997929,0,0,0.300601360189897,0.0977747861764973,0.0506069188305768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277792291425911,0,0,0.0684801478270346,0,0.0437809537233236,0,0,0,-0.00282727628980469,-0.00951601353077153,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0.0184412745624993,0,0,0,0,0,0,0.0559725265858149,0,0,0,0.0265889469481381,0.103489100903567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162238233309073,0,0,-0.027246385324583,0.0556299231039841,0,0,0,0,0,0,-0.0480459263817037,0,0.00698261055065166,-0.0243462248946985,0,0,0,0,0,0
