,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600809.SH,X600703.SH,X300003.SZ,X002007.SZ,X600183.SH,X000596.SZ,X002371.SZ,X600741.SH,X300142.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X000977.SZ,X601877.SH,X300124.SZ,X002236.SZ,X000157.SZ,X000800.SZ,X002463.SZ,X000625.SZ,X002129.SZ,X600118.SH,X002456.SZ,X002179.SZ,X002223.SZ,X600498.SH,X002414.SZ,X300136.SZ,X600584.SH,X600271.SH,X002049.SZ,X000066.SZ,X600487.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.340032056507493,0,0,0,0,0,0,0,0,0,0,0,0.16390422888313,0,0,0,0,0,0,0,0.0184511889036282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691079382229722,0,0.0224778354224494,0,0,0,0,0,0,0,0,-0.00774798940101167,0,0,0,0,0.0110816562320767,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.154989289568921,0,0,0,0,0,0,0.287502920908533,0,0,0.141949651993274,0,0,0,0,0.179780692461706,0,0,0,0,0,0,0.0142494041418155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670697425881338,0,0,0.0453487552712999,0,0,0.00917315694769201,0.0115596078777507,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0723801237740705,0,0,0,0.0562450385259448,0,0,0.00267371942049209,0,0,0,0,0,0,0,0,0.0925672201733947,0,0,0,0.140986928970219,0,0,0,0,0.0369197722215879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00591831661929991,-1.6940658945086e-21,0,0,0,0,0,0
X000651.SZ,0,0.296781048198716,0,0,0,0.0840013364379514,0,0,0.0773365119033775,0,0.0294803070049196,0,0.0784854757881383,0,0,0.128416704128831,0,0,0,0,0,0,0,0,0,0.0333172870776938,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341401799791551,0,0,0,0,0,0,0,0.0143194283142895,0,0,0,0,-0.0141078080608782,0.00638019002812628,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0564411511812057,0,0,0,0,0,0,0,0.160593704374161,0,0,0,0,0,0,0,0.145283507643012,0,0,0,0.122510617910905,0,0,0,0,0,0,0,0,0,0.0165526794721803,0,0,0,0,0,0.0779674194126177,0,0,0,0,0.102751469450157,0.0608298256365346,0,0,0,0.0146722203655788,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.208950418103531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057959519872993,0.137801340467588,0,0.141993843130719,0,0.210017573943588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18287502569967,0,0,0,0,0,0,0,0.0191688440007247,-0.00288869223305596,0,0,0,0,0,0
X600104.SH,0,0.254641500822246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160833019438655,0,0.000231744734147541,0,0,0,0,0.0175992960205033,0,0,0,0,0,0,0.137773627293567,0.0970801173879672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291426453449311,0.0365067344688937,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0468717475498858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206163888903422,0,0,0,0,0.0470979662662824,0,0,0,0,0,0,0,0,0.0110283036009508,0.272919323749065,0,0.026831676827004,0,0,0.0637909091776916,0.248041171305348,0.00858601122207237,0.137557105111764,0,0,0,0,0,-0.0690844118165683,0,0.0249389587655314,0.0100606441976874,0,0,0,0,0,0
X600031.SH,0,0.0920386563969182,0,0,0,0,0,0,0,0,0,0,0.036094964137229,0,0,0,0,0,0,0,0,0,0,0,0,0.0909651867980683,0,0,0,0,0,0,0.521743270776131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270244550716566,0,0,0,0,0.0193441980781645,0.0143119711708805,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.194296945750126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862622299460746,0,0,0.0656078129116684,0,0,0,0,0.0188232035116502,0,-0.0020879617437249,0,0,0,0.135116062752251,0,0,0.19305897941591,0,0.0107210012769799,0,0.00980519406322865,-0.0197898906509523,0,0,0,0,0,0
X002304.SZ,0,0.0177516589676131,0,0,0,0,0,0,0,0,0,0,0,0.258045239066551,0.0123916528924922,0,0,0,0,0,0,0,0,0,0,0.0349066493381607,0,0,0,0,0,0,0,0,0,0,0.0875477619546474,0,-1.73472347597681e-18,0,-0.0375644892553113,0.0292618551201219,0,0,0,0,0,0,0,0,0,0.0260177160747285,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.103596141134359,0,0,0,0,0,0,0,0,0,0.0141438805049747,0,0.053358163112578,0,0.508355022667139,0.0262602037659348,0,0,0,0,0,0,0,0,0,0,0.0207423580682688,0,0,0.0184246563657034,0,0.0938992685095155,0,0,0,0,0,0,0,0.00732404022028069,0,0,0,0,0,0,0
X000661.SZ,0,0.228691486380439,0,0,0,0,0.0276536686454077,0,0,0,0,0,0,0,0,0,0.0111699666618104,0,0,0,0,0.0370899221399038,0,0,0.132380229976505,0,0,0,0,0.0217216158838092,0,0,0.268215676451501,0,0,-6.93889390390723e-18,0,0.0684900861501816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00808178657057633,0.00296451675584686,0,0,0,0,0,0
X000568.SZ,0,0.315569004440894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4811969423549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112121555280133,0,0,0,0,0,0.0109621289794472,0.00974764309411635,0,0,0,0.00198727970595351,0,0,0,0,-0.0172308624402114,-0.0151336230183453,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255715646463392,0,0,0,-8.67361737988404e-19,0,0,0,0,0.00551011254834858,0,0,0,0,0,0,0,0,0,0.0311326169160262,0,0,0,0,0,0,0,-0.0125943797431526,0,0,0,0,0,0.0462660582702843,0,0.0126230083766556,0.146920282967679,0,0.0313322366059711,0,0,0,0,0,0,0
