,X600519.SH,X600104.SH,X000651.SZ,X000858.SZ,X002415.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X300003.SZ,X601877.SH,X600271.SH,X600487.SH,X002008.SZ,X002236.SZ,X300124.SZ,X000596.SZ,X002007.SZ,X000100.SZ,X002179.SZ,X600809.SH,X002456.SZ,X600867.SH,X000661.SZ,X600566.SH,X000625.SZ,X600498.SH,X600066.SH,X300142.SZ,X300146.SZ,X002294.SZ,X000157.SZ,X600177.SH,X002180.SZ,X002506.SZ,X000977.SZ,X600089.SH,X600372.SH,X002241.SZ,X000981.SZ,X600522.SH,X000050.SZ,X300136.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00686485423393187,0,0.344551000037565,0,0,0,0,0,0,0,0,0,0.00536538804339379,0,0,0.177120779634545,0,0,0,0,0,0,0,0,0,0,0.108766265805734,0,0,0,0,0,0.0491290962152296,0,0,0,0,0,0,0.0056721087781328,0,0,0,0,0,0,0,0,0,0,-0.0031356365053046,0.00646904264074767,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.251036578982667,0,0,0.12130937451241,0,0,0,0,0,0.186144614801096,0,0,0,0,0,0,0.150459307538441,0,0,0,0,0,0.194466613503507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383219206649104,0,0,0,0,0,0,0,-0.116810354168295,0.0127080668580214,-0.0103370480757298,0,0,0,0,0,0
X000651.SZ,0.152541070689085,0,0,0,0,0,0,0,0,0,0,0,0,0.0346093913039361,0,0,0,0,0,0,0.0999318619469435,0,0.125867506755949,0.0669319363680338,0,0,0,0.0733491436925679,0,0.0661798453658745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184274883296188,0.0400102319951731,0,0,0,0,0,0
X000858.SZ,0,0.168916564340801,0,0,0,0,0.0406742926676854,0,0,0,0,0,0,0.280160942728436,0.00820562403222376,0,0,0,0,0,0.0087293903327961,0.069045802294976,0,0,0,0,0,0.0869299211472948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219292858625262,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188977115320976,0.534152765346189,0,0,-0.0216649054598482,0,0,0,0,0,0,0,0,0.111913716759439,0,0,0,0,0,0,0,0,0,0,-0.08954534706798,0,0,0,0,0,0.104907578764108,0.0160010222989295,0.0767641682815478,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.015828186395097,0,0,0,0,0.31323320652177,0,0,0,0,0.13576156564969,0,0,0.0754841833497249,0,0,0,0,0,0.0653750695323486,0,0,0,0,0,0.219637753981654,0.219284938347711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276382349304043,0.0278760736365369,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0785313588315456,0,0,0,0.110950211214909,0,0,0,0.683637269206881,0,0,0,0,0,0,0,0,0,0,0.0563775208282506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0246337427285889,0,0,0,0,0,-2.16840434497101e-19,0,0.0318792750246399,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533331281906933,0,0,0.178930738413095,0,0,0,0,0,0.343466162272856,0,0,0,0,0.0303422961361066,0,0,0,0,0,0,0,0,0,0.122485132009236,0,0.123377732714113,0,0.240969509177969,0,0,0,0,0,0,0,0.0223431161123878,0,0,0,0,0,0
X600690.SH,0,0.197372646077348,0,0,0,0,0,0,0,0,0,0,0,0.116805484227042,0.084982905590076,0,0,0,0,0,0,0,0.400682673171967,0,0,0,0,0,0,0,0,0,0.111681058855722,-0.067233452095227,0,0,-0.0455212443051546,0,0,0,0,0,0.111296729345251,0,0,0,0.0278864431829525,0,0,0,0,0,-0.0164116640183824,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.190275202218378,0,0,0,0.151875658878537,0,0,0,0.355544585863364,0.00610974564608781,0,0,0,0,0,0,0.124298267018878,0.169929005889274,0,0,0,0,0,0,0,-0.11688555810555,0,0,0,0.20326608764828,0,0,0,0,0,0,0,0,0,0,0.0200778822702799,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0886010745140585,0,0.0314888467576452,0,-0.055730485356439,0,0,0,0,0,0,0,0,0.0720478419551723,0.118877586473065,0.0453518634052738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451705185562021,0,0.0460016011821388,0,0,0,0,0,0,0,0.109116241287542,0,0,0,0,0,0,0.00176476261285165,0.0347336676184844,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0377833181323106,0,0,0,0,0,0,0.164071533936144,0,0,0,0,0,0,0,0,0,0,0,0.484572825058835,0,0.197144078168659,0,0,0,0,0,0,0,0,0,0,0,0.1310065672733,0,0.128652594096797,0,0,0,0,0.150405872904544,0,0.0174921877108682,0.0698901781596586,0,0,0,0,0,0
X000338.SZ,0,0.190458064827952,0.191726599949333,0,0,0,0,0,0,0,0,-0.0297367124520528,0,0,0,0,0,0,0,0,0,0,0,0.0259270275288491,0,0,0,0.236468609713635,0,0,4.33680868994202e-19,0,0,0,0,-0.0138983272901569,0,0,0,0,0,0,0,0,0.0734764167260762,0.107038604203509,0,0,0,0,0,0.00854682065659165,0.00294014563474844,0,0,0,0,0,0
X000568.SZ,0,0,0,0.577435938190904,0,0,0.13250302491721,0,0,0,0,0.00915987243784225,0,0,0,0,0.166162216401807,0,0,0,0,0,0,0,0,0,0,0.120750710951585,0,0,0,0,0,0,0,0,0,0,0,0,0.001779538325676,0,0,0,0,0,0,0,0,0,0,-0.0122609717781925,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0.0134940142184484,0.0971875441112237,0,0,0.0537656802752036,0,0,0,0,0.0338849891479637,0,0,0,0.23119324744938,0.123429854212225,0,0,0,0,0,0,0,0,0.0649187604975278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233750316314196,0,0,-0.00389181836225882,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.0572209757266706,0,0,0.0571494015652459,0,0,0,0,0,0,0,0,0,0,0.130703136715073,0.316221763068694,0,0,0,0,0,0,0.128411081479679,0,0,0,0,0.100735404836034,0,0,0,0,0,0,0,0,-0.00876452899273452,0,0,0,0.246494230604326,0,0,-0.00815797438639515,0,0.00145837706370063,-0.00861288733661029,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.551765580875565,0,0,0,-0.153791089450626,0,0.161998645949579,0,0,0,0,0,0,0,0,0,0,0,0,0.161964708094769,0,0,0,0,0.171105656799753,0.0123714768241479,0.213573023019205,0,-0.0686708493631988,0,0,-0.0231087361537664,0,0,0,0,0,0,0,0.0213988759776897,0,0,0,0,0,-0.0721505545352009,0.00344535648713547,0.018807702758542,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.119929712176593,0.0918909792444898,0,0.0371223137967701,0,0,0,0,0,0,0,0,0,0,0,0,-0.0402436156998984,0.286630355132461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400686005668396,0,0,0,0,0,0,0.140749392514418,0,0.00886723373108172,-0.0469114874597407,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,-0.0269736520128204,0,0,0.0481988090238909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981502768140136,0,0,0,0,0,0.0728984758519752,0,-0.0252127709772417,0,0,0,0,0,0,0,0,0,0.360020860083731,0,0.500474345777161,0,0,0,0,0,0.34231996867581,0.0464778116583817,0.0938156343286352,0,0,0,0,0,0
X600487.SH,0,0,0,0,0.000463591220791764,0,0,0.138265885374216,0,0.0746731550921338,0,0,0,0,0,0,-0.035350462040127,0,0,0,0,0,0,-0.0688433583239959,0,0,0,0,0,0,0,0,0,0.302531104797531,0,0,0.099049669000341,0,0,0,0.100437285492515,0,0,0,0,0,0,0.391804646449191,0,0,0,0.0224528999426214,0.0226330451079205,0,0,0,0,0,0
