,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000568.SZ,X000661.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X002007.SZ,X300003.SZ,X600741.SH,X600183.SH,X000100.SZ,X000596.SZ,X002371.SZ,X002241.SZ,X300014.SZ,X000977.SZ,X601877.SH,X002236.SZ,X300142.SZ,X000157.SZ,X300124.SZ,X000625.SZ,X000800.SZ,X002463.SZ,X002129.SZ,X600118.SH,X002179.SZ,X002223.SZ,X002456.SZ,X600498.SH,X600271.SH,X002049.SZ,X000066.SZ,X002414.SZ,X300136.SZ,X600584.SH,X002180.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.320217561808206,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0865708623994203,0,0,0,0,0,0,0,0,0,0,0.0024062995854086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355157049078971,0,0,0,0,0,-1.73472347597681e-18,0,0.0440356487159344,-0.0127091334531445,0,0,0,0,0.0270963862283653,0.0201339652691305,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.195650735722533,0,0,0,0.337943185789255,0.0669528829705413,0,0,0,0,0,0,0,0,0,0.217968620074746,0,0,0,0,0,0,0,0,0.0420578643151945,0.00549123470153761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239880580968775,0.0196362809565592,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765902473378242,0,0,0,0.0791870850096828,0.0218010601033292,0.00663592568133485,0,0,0,0,4.33680868994202e-19,0,0,0.0990238757772341,0,0,0,0.119654712226034,0,0,0,0,0,0.0234640399498742,0,0,0,-0.0104449635250185,0,0,0,0,0,0,0,0,0,0,0.000691849496858736,0,0,0,0,0,0
X000651.SZ,0,0.134513499368035,0,0,0,0.0635725015251823,0.0557275505170378,0,0,0,0,0,0.159963379818236,0,0.0137587789068896,0,0,0,0,0,0,0,0,0,0,0,0.00324056034663711,0.040007559050112,0,0,0.187733139626582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101398244982499,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.108626281394053,0,0,0,0,0,0.199674617531144,0,0,0,0,0,0,0,0,0.0967471137005487,0,0.045262519033753,0,0,0.0609045978863637,0,0,0,0,0,0,0.0521486218554604,0,0,0,0,0,0,0,0.00804093724557016,0,0,0.113166952876818,0,0,0,0.0289044096200108,0,0,0,0.00297962980654704,0,0,0,0,0,0
X600104.SH,0,0.246254041859481,0,0,0,0,0,0,0,0,0,0,0,0,0.108947353765682,0,0,0,0.0156328873606152,0,0.0460983654484133,0,0,0.0802453887094748,0,0,-6.93889390390723e-18,0.0683242473568037,0,0,0,0,0,0.12267303855494,0.139465269272983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00428343771529555,0.0308072493638465,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.330562218331397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154510298953057,0,0,0,0.0470672691715157,0.170128742097153,0.0682112487049715,-0.000878815962013237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314895741296844,0,0.29054502261959,0,0,0,0,0.0119985668649929,0,0,-0.107127776314106,0,0,0,0
X000063.SZ,0,0,0,0,0.04923594956845,0,0.0961166102843183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157784999627773,0,0,0,0,0.136163878266089,0,0,0,0,0,0,0.199859566747097,0,0.00579050890459571,0,0,0,0.0274365683382117,0,0.24961736302652,0,0,0,0.00340630883082497,0,0,0,0,0,0.0287776394155411,0.0290582749872787,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.029731220200917,0,0,0,0,0,0,0.0845829007934165,0.0430362834265991,0.166826310450781,0,0,0,0,0,0,0,0.0453367437560872,0,0,0,0.0713492371539091,0,0,0,0,0.276440520529182,0,0.0246250722225878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357523678565976,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.0918849928593525,0,0,0,0,0,0,0,0,0,0,0,0,0.0185712444464596,0,0,0,0,0,0,0,0,0.214798159054747,0.0194683183644491,0,0,0,0,0,-0.0177652784910483,0.00495936858406427,0,0,0,0.225078126482535,0,0,0.0571352814085546,0,0,0,0.0118042995578459,-0.0258921306862297,0,0,0,0,0,0
