,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X300003.SZ,X000100.SZ,X000596.SZ,X002236.SZ,X601877.SH,X300014.SZ,X600183.SH,X300124.SZ,X000157.SZ,X000066.SZ,X300142.SZ,X002007.SZ,X002456.SZ,X002371.SZ,X000625.SZ,X300136.SZ,X002008.SZ,X002179.SZ,X002463.SZ,X000977.SZ,X600271.SH,X600584.SH,X002180.SZ,X600177.SH,X000050.SZ,X600066.SH,X002129.SZ,X600487.SH,X600498.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.113655865150983,0,0,0,0,0.000412271254111201,0,0.525256755573195,0,0,0,0,0,0,0.15009898823115,0,0.123598902668412,0,0,-0.140845149788931,0,0,0,0,0,0,0,0,0,0,0,0,-0.0498279077240107,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279183336456401,-0.0148493305139154,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0706770316158005,0,0,0,0,0,0,0.515184103063056,0,0.0137273587717081,0.0349243086654531,0,0,0.0132814878586281,0,0,0.0363412525241295,0,0,0,0.0170740385475085,0,0,0.00869354846309139,-1.73472347597681e-18,0,0.00088472496277169,0,0,0,0,0,0,0.0297768784053995,0,0,0,0,0,0,0,0,0,0,0,-0.0118395494395575,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.201557275905665,0,0,0,0,0.270792088818962,0,0,0,-0.106018568755038,0,0,0,0.0771985973230095,0.0802016908274253,0.030955575016928,0,0,0,-0.109704960735545,0,0,0.0135470650148489,0,0,0,0,0,0,0.0588621576669143,0,0,0,0,0,0.0074939854417043,0,0,0,0.227156367668496,0,0,0,0,0,0,0,0,0,-0.0249270446774169,0,0
X600276.SH,0,0,0,0,0,0,0.0408081413801574,0,0,0,0,0.127261531540471,0,0,0,0.342595012605029,0,0,0,0,0.0217703078216862,-0.0422799510753749,0,0,0,-0.0172854995124464,0,0,0,0.00942874388850279,0,0,0,0,0.050861514598401,0,0.0896582421808128,0,0,0,0,0,0,0,0,0,0.0358074943036395,0,0,0,0,-8.67361737988404e-19,-0.0289795088508692,0,0,0,0.0292034647373877,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.0154389835326806,0,0,0,0,0.0905877290711898,0,0,0.0784237515305821,0,0,0,0,0,0,0,0.63278183099549,0,0,0,0.109075488057524,0,0,0,0,-0.138478720122887,0,0.071444520600969,0,0.113427112785337,0,0,0.0479399255761359,0,-0.0455393772273158,0,0,0,0,0,-0.017132155301236,0,0,0,0.0640819327833924,-0.0563861142404836,0,0,0,-0.0398616046159342,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0946541023362132,0,0,0,0,0,0,0,0,0.0119905728610271,0.0146970912060642,0,0,-0.0335238989629752,0,0,0,-0.0431980004132946,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0632018071483717,0,0,0,0,0,-0.00219690627462661,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397903871235693,0,0.0308238610689071,0.208755927691012,0,0,0,0,0,0.00900427338792026,0,0,0,0.241474136434494,0,0,0,-0.098480575898393,0,0.00319672405917152,0.341390852524295,0,0.0566006716355236,-0.071080812717703,0,-0.0296999501888531,0,0,0,0,0,0,0,0,0,-0.0391548654131484,0,0,0,0,0.0168459386070194,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.0451508145266142,0,0.164138952009943,0,0,0,0.0587993614239273,0,0,0,0,0,0,0,0,-0.0349202160919812,-0.0696629776227777,0,0,0,0,0,0,-0.0958092111337731,0,0.0947948403489251,0,0,0,0,0,0,0,0,0.217157333775658,0,0,0.0891545316209695,0,0,0,0.0477007675168641,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519562272279752,0,0.0166926759597969,0,0,1.73472347597681e-18,0,0.229456131090362,0,0,0,0.0378773004487162,0,0,0,0.0551431079858909,0,0,0.0254815399579939,0,0,0,0,0,0,0.00816308380704234,0,0.117546591684655,0,0,0,0,0,0,0,0,0,0.0230554530620562,0.0146975662173935,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.00429344858175286,0,0,0,0,0.0273534299185597,0,0,0,0.0323166986050918,0,0,-0.059981925804262,0,0,0.245081171392753,0,0,0,0.050965354635918,0,0,0,0,0.0427724884691545,0,-0.00479871943649315,0,0,0.0709960144267664,0,0.00845133592380508,0.0441525561852543,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0341677863017965,0,0,0,0,0,0
