,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X000100.SZ,X002236.SZ,X000661.SZ,X600809.SH,X300003.SZ,X002008.SZ,X300124.SZ,X000596.SZ,X600487.SH,X600776.SH,X002007.SZ,X002456.SZ,X600498.SH,X000625.SZ,X000050.SZ,X002179.SZ,X000157.SZ,X300142.SZ,X002180.SZ,X002371.SZ,X002241.SZ,X300146.SZ,X000977.SZ,X600118.SH,X600522.SH,X600089.SH,X600372.SH,X600867.SH,X600177.SH,X300136.SZ,X600066.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.139422057171229,0,0,0.000902289902188156,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0053592907108478,0,0,0,0.046489094785507,0,0,-4.33680868994202e-19,0,0,0,0.140872694744941,-0.0117717679650918,0,0,0,0,0.00185042907874624,0,0,0,0,0,0,0.0969318291783949,0,0,0,0,0,0,0,0,0,0,0,-0.0132525216496079,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0291484599350888,0,0,0.0116641630117256,0.0769547319605359,0.104932587890421,0,0.131574177603268,0,0,0.0116036331557408,0,0,0.235885415534349,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.164781375562199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0310689430308596,0.0508852243324285,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0209307348365159,0.107791149361166,0,0,0.026819402012584,0,0.340615174559334,0,0,0,0,0.0944957585638606,0,0,0,0,0,0,0,-0.00999756835922416,0,0,0,0,0.0378598606935959,0,0,0,0,0,0.156309522694825,0,0,0,0,0,0,-0.000764625082424488,0,0,0,0.188747445136946,0,-8.67361737988404e-19,-0.0929102023133907,0,0,0,0,0,0
X000858.SZ,0,0.0731128288833921,0,0,0.0109484014797436,0,0.123639994616038,0,0,0,0,0,0,0.32418487943942,0,0.0145590647870939,0,0,0,0.0480208917917189,0,0.0976461406942248,0,0,0,0.0302796882338077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238075804448044,0,0,0,0,0,0.0192119878685816,0,0,0,-0.0173232922997669,0.00131536394516842,0,0,0,0,0,0
X000651.SZ,0,0,0.103435206682599,0.056628778623538,0,0,0,0,0,0.0856939747018004,0,0,0,0,0.131083428960109,0,0,0,0,0.136379166713237,0,0,0,0,0,0,0,0,0,0,0,0.0364461406758181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00436109656969868,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,-0.146608937792266,0,0,0,0.126040721553928,0,0,-0.0295933479808148,0,0.0569548102454346,0,0.509549401784623,0,0,0.24328837008051,0,0.0917094588372375,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.113939976657411,0,0,0,0,0,0,0,0,0,0,0,0,0.0382874986980979,0,0.035936883955779,0.0322542079613143,0,0,0,0,0,0
X002304.SZ,0,0,8.67361737988404e-19,0.0222648859013025,0,0,0,0,0,0,0,0,0,0.433370016623882,0.0509548276689898,0,0,0,0,0,0,0,0.0502723753869452,0,0.133544738959333,0,0,0.0005331552695412,0.0149071070746137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595873250252232,0,0,0,0,0.0946850897015059,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0813765351558431,0,0,0.00106588827543043,0,0,0,0,0.110711082109896,0.0652964414995428,0,0,0.0827903704125347,0,0.0691733944767553,0,0,0,0,0.175854184434695,0,0,0.163065087203276,0.0461898231615067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389017288914553,0.034898957329981,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240927446738358,0,0,0,0.0519569234744955,0,0,0,0.0325956397174852,0,0,0.26578467352549,0.0117419372959947,0,0.126701913765366,0.213791434236369,0,0,0,0,0,0,0.0527655958642172,0,0,0.137985124511216,0,0,0,0,0,0,0,0,0,0,-0.0258021576939609,4.33680868994202e-19,0,0,0,0,0,0
X600690.SH,0,0,0.185384779504314,0.100410474541196,0.186613765934414,0,0,0,0,0,0,0,0.11868888765902,0,1.73472347597681e-18,0,0,0.01362960109951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798873627294103,0,0,0,0,0,0,0.159981371924213,0,0,0,0,0,0,0,0,0,0,-0.0276522477640393,-0.00797150378177129,0,0,0,0,0,0
