,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X002475.SZ,X600690.SH,X600104.SH,X600276.SH,X300014.SZ,X000651.SZ,X300124.SZ,X002129.SZ,X600031.SH,X003816.SZ,X000725.SZ,X002371.SZ,X002241.SZ,X000625.SZ,X002049.SZ,X000596.SZ,X000063.SZ,X000338.SZ,X600089.SH,X002179.SZ,X600703.SH,X601877.SH,X002074.SZ,X300142.SZ,X000661.SZ,X600741.SH,X002180.SZ,X600522.SH,X600460.SH,X000733.SZ,X000100.SZ,X600702.SH,X600884.SH,X000799.SZ,X000157.SZ,X002236.SZ,X000800.SZ,X601799.SH,X600584.SH,X600372.SH,X002176.SZ,X002056.SZ,X600563.SH,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.119474445247902,0,0,0.131492249913038,0.12630110073727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139557993378085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,-0.00448497153678486,-0.0307379572011088,0,0,0,0,0,0
X000858.SZ,0.135801663190507,0,0,0,0.301586994078084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238488066229327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437813037170466,0,0,0.202108919769903,0,0.0065722411386045,0,0,0,0,0,0,0,0.00208615987893906,0,0,-0.0348792442639909,0,0,0,0,0,0
X600809.SH,0,0.401984968560171,0,0.037612223475131,0.230908000786947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799560042768262,0,0,0,0,0.135434203665411,0,0,0,0,0,0,0,0,0.0432775580656047,0,0.123145991500531,0,0,0,0,0,0.00917572503985392,0,0,0,0,0,0,0,0.00971922984484209,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.188461867446874,0,0,0,0,0,-0.0504949189775106,0.257140462420364,0,0,0,0,0,0.106571350309771,-0.395839616170105,0,0,0,0,0,0.0530969745237444,-0.119544159360143,0.127185393599384,0,0.052226763333497,0,0,0,0,0,0,0,0.0894166511928779,0.00114978906953283,0,0,0.539922424825518,0.183768195378148,0,0,0,0,0.0444199982927284,0,0,0,0,0.104742718046584,0,0,0,0,0,0
X000568.SZ,0,0,0.286561049053981,0,0,0.164678872403911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260168336940109,0,0,0,0,0,0,0,0.0183390173088458,0,0,0,0,-0.0479737297999557,0,0,0,0,0,0,0,0,0,0,-0.0289232162248927,0,0,0,0,0,0.0152637342304101,0.0515276557956397,0,0,0,0,0,0
X002304.SZ,0,0,0.0781263972838008,0.00440039265570039,0.303167950218855,0,0,0,0,0,0,0,0.184978568949795,0,0,0,0,0,0,0,0,0,0.124515682393673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109102085849682,0,0,0,0,0,0,0,0,0,0.0141433264917744,0,0,0,0.0172462403667819,-0.149228037906142,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.059147925373478,-4.33680868994202e-19,0,0,0,0,0,0,0.131792999277437,0.400243675761355,0,0,0,0.0184859350524558,0,0,0,0,0,0,0,0,0,0,0.0256768250295551,0,-0.00768692655994259,0,0,0,0,0,0.100600235411261,0,0,0,0,0,0,0,0,0,0,0.0216696385164609,0,0,0,0,0,0
X600690.SH,0,0,0,4.33680868994202e-19,0,0.196610396554648,0,0,0,0,0,0,0.0286670767891955,0,0.132149757045785,0.0539780965754294,0,0,0,0,0,0,0.0266134626925031,0.0851033883920729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006978214147513,0,0,0,-0.0345112945087223,-0.0388495040220482,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0913615638306055,0,0,0,0.127076346773418,0,0,0,0,0,0,0,0,0,0,0,0.198025538853323,0.0247168365405962,0.0500544847077163,0,0,0,0,0,0,0,0,0.0689226396770732,0.00736958767163925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,-0.0997675160462415,0,0,0,0.222529214707434,0.211129999194337,0,0,0,0,-0.202771662522361,0,0,0,0,0,0,0.159115381641503,0,0,0,0,0,0,0,0,0.0756535368807881,0,0,0,0,0,0,0,0,0.144353466384409,0,0,0,0,0,-0.034314036943203,0,0.18684349973579,0,0.021116993967997,0,0.193802098502786,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0.15935693632237,0,0,0,0,0,0,0,0,0,0.0288115035510053,0,0.0690384963183822,0,0.10150122938342,0,0,0,0,0.128293973212237,0,0.19098728142999,0.0446088970417376,0,0,0,0.210296348518869,0,0,0,0,0,0.0787299821526573,0,0,0,0.0899475619821484,0,0,0,0,0.167949848300502,0,0,-0.00128563760174795,-0.155028933644075,0,0,0,0,0,0
