,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X600031.SH,X000568.SZ,X000651.SZ,X002475.SZ,X600809.SH,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X000338.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X000063.SZ,X003816.SZ,X600703.SH,X000100.SZ,X000596.SZ,X000157.SZ,X002241.SZ,X002371.SZ,X000625.SZ,X600741.SH,X002129.SZ,X002007.SZ,X300142.SZ,X002179.SZ,X601877.SH,X002049.SZ,X600584.SH,X002236.SZ,X002414.SZ,X300003.SZ,X600183.SH,X601799.SH,X000800.SZ,X002074.SZ,X000066.SZ,X002008.SZ,X000977.SZ,X000799.SZ,X600089.SH,X002294.SZ,X600118.SH,X000050.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.19050458619555,0,0,0,0.114129422306806,0,0,0,0,0.130127199738304,0,0,0,0,0,0,0,0,0,0,0,0.110083731970852,0,-0.123736668842417,0,0,-0.0350378944096004,0.0235550430340488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639087355767069,0,0,0,0,0,0,-0.00993953525677421,-0.00224487754550868,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.386526189248872,0,0,0.145578269148214,0.0750376023591925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349790696063797,0,0,0,0,0,0,0,0,0,0.00566932179151531,0,0,0,0,0,0,0,0,0.0878180115866963,0,0,0,0,0,0,-0.00218591877988288,-0.0248821054165248,0,0,0,0,0,0
X600276.SH,0,0,0,0.113462080539443,0,0,0,0,0,0,0,-0.0288280249472654,0,0,0,0,0.045551949693769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0914983712367689,0.0129956068879433,0,0,0,0,0,0,0.028336376350994,0,0,0,0,0,0,0,0.149823185204808,0,0,0,0,-0.00385355751429155,0,0,0,0,-0.0428451191729643,0,0
X002415.SZ,0,0,0,0,0,0.0650798121303857,0,0,0,0.033394214118613,0,0,0,0,0,0.122528398719404,0,0,0,0,0,0,0,0,0,-0.047131817540004,0,0,0.172758573972647,0,0,0,0,0,0.501320417797029,0,0,0,0,0,0,0,0,0,0.105005158362021,0,0,0.0289883056045538,0,0,0,-0.00842077089463802,0,0,0,0,-0.0113077020038052,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.113470826188043,0,0.235755141205562,0,0,0,0,0,0,0,0,0.0943369062404438,0,0,0.216437577554469,0,0.0416831614383573,0.0124946786422837,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0353235906236948,0.14156897974339,0,0.0282131249563206,0,0,0,0,0,0,0,0,0,0,-0.01770579835442,-0.00973939756306354,0,0,0,0,0,0
X000568.SZ,0,0.422279749787541,0,0.0469255768518604,0,0,0,0,0,0,0,0,0,0,0,0.0298150011967285,0,0,0,0,0,0,0,0,0,-0.0380336967600696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0606935160102638,0,0,0.380675158669093,0,0,0,0,0,0,0.0372655860413147,-0.0734323354591813,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.106652105477931,0,0,0,0,0,0,0,0,0,-0.0713473579463397,0,0,0,0.0354546451202279,0,0,0.143947366448198,-0.068470092902138,0,0,0,0.0305068113428715,0,0,0,0.138760418031088,0,0,0,0,0,0,0,0,0.0374137341468563,0,0,0,0,0,0,0,0,0,0,0.00460114882303019,8.67361737988404e-19,0,0,0,-0.00115367918170893,0,0
X002475.SZ,0,0,0,1.73472347597681e-18,0,0,0,0,0.0622783432794027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766509751195409,0.131188532483806,0,0,0,0,0.186316987256286,0,0,0,0,0,0,0,0,0.0154422583781699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229661463936431,0,0,0,-0.0784630861063928,0,0
X600809.SH,0,0,0,0,0.19409036467652,0.0837363383951784,0,0,0,0,0.321723696994833,0,0,0,0,0.145425728976659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0501351996653557,0,0,0,0,0.0037610102648985,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.0572567439511373,0,0,0,0.0599401374277747,0,0
X002304.SZ,0,0.215067889825616,0,0,0,0.022831843930503,0,0,0.0937164713526396,0,0,0,0,-0.142963951581126,0,0,0,0,0,0,0,0.0250689064655962,0,0,0,-0.0525843968930379,0,0,0,0,0,0,0,0,0,0.0242444346823165,0,0,0.160674142371568,-0.0769812164329698,0,0,0,0,0.138555208497815,0,0,0.129279914471514,0,0,0,-0.0521994813151664,0,0,0,0,0.0784871016781763,0,0
