,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000063.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X600276.SH,X600690.SH,X600031.SH,X000100.SZ,X600271.SH,X600118.SH,X002129.SZ,X600372.SH,X000338.SZ,X000157.SZ,X600703.SH,X600089.SH,X002241.SZ,X600741.SH,X600066.SH,X600177.SH,X002236.SZ,X600582.SH,X002292.SZ,X600060.SH,X300124.SZ,X000559.SZ,X600435.SH,X601877.SH,X000977.SZ,X002456.SZ,X000800.SZ,X002475.SZ,X002465.SZ,X600839.SH,X600867.SH,X002294.SZ,X000581.SZ,X002007.SZ,X000623.SZ,X300003.SZ,X000869.SZ,X000568.SZ,X600498.SH,X300146.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0737979852506379,0,0,0,0,0,0,0,0.0717319434811999,0,0,0,0,0,0.0533683463980174,0,0,0,0,0,0,0,-0.0297626389553767,0,-0.011039058642369,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0307814194897711,0,0,0,0,0.339146846706593,0,0,0,0,0.00951283641196654,0.0206208202649616,0,0,0,0,0,0
X600104.SH,0,0,0.0117540879845189,0.224592040686619,0.0967368060036904,0.00965401154660766,0,0,0,0,0,0,0,0.00307800966288519,0,0,0.024999754491037,0,0,0.0266929998012663,0,0,0,0,0,0.0575260085724099,0,0.0247485181830171,0,0,0,0,0,0,0,0,0.0124691367715427,0,0,0,0,0,0,0,0,0,0.162509037095846,0,0,0,0,0,-0.000599936213965475,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0904745526885899,0,0.058524392236013,0.0379435421080764,0,0,0,0,0,0,0,0,0,0,0.133034109586242,0.0652770761449503,0,0,0,0.0696048156827735,0,0,0,0,0.0238182800581166,0,0,0,0,0,0,0,0,0,0.0227999422003104,0,0,0,0,0,0.282905816870549,0,0,0,0,0,0,0,0,-0.0222930322000245,0,0,0,0,0,0
X000651.SZ,0.0407692699032322,0.0696706435849155,0.0363645875679148,0,0,0.0585405347618279,0.0127724175220404,0,0,0,0,0,0,0.0111235266883899,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027281640107733,0,0,0,0,0.149712447156536,0,0,0,0,0,0,0,0.0520353232148385,0,0,0.213036308837339,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129828053376925,0,0,0,0,0.0283866506820572,0.13759864111804,0,0,0,0,0,0.0517912294323429,0,0,0,0,0,0,0,0,0,0.056667948640134,0,0.0500862075480874,0,0,0,0.0994797060001537,0.080734308904855,0.1876189586211,0,0.0879339357051522,0.166808602837847,0.0479737926230171,0,0,-0.0181915606089267,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0969923634079281,0,0,0,0,0,0,0,0,0,0.107206846747163,0,0,0,0,0,0,0,0.143515724382634,0,0.000613834284298711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875436636567633,0,0,0,0,0,0,0,0.0703700169384977,0.215363921028551,0,0,0,-0.00684561054778445,0.00628599547376019,0,0,0,0,0,0
X000625.SZ,0,0,0.235972923381117,0.21011648141766,0,0,0,0,0,0,0,0,0,0.0153956063922877,-0.140148317825329,0,0,0,0,0,0.0573419312215193,0,0.0870458528860867,0,-0.0130366631446788,0.0176705460316337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11177304962117,-0.0590962140511574,0,0,0,0,0,0,0,0,0,0.0383346271558466,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0594564971494154,0,0,0.453606265078826,0,0,0.018951839224846,0,0,-0.0603401917676753,0,0,0,0,0,0,0,0,0.0346061533190069,0.0469811215448848,4.33680868994202e-19,0.0253167140558862,0,0,0,0.094795573711558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175275702505155,0,0.140785867487966,0,0,0,0.0101690225915486,-0.012450283459231,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.11487245035615,0,0.0769820035550481,0,0,0,0,0,0.0260308743148582,0,0,0,0.131443956976209,0,0,0,0,0,0,0.0526491396898403,0,0.00794667934300363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552102389733218,0,0.034442118414837,0.116523014422634,0,0.0845359698363925,0,0,0,0.000481526311693339,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00320346262685459,0,0,0,0,0,0.0208559030753191,0,0,0,0,0,0,0,0,0,-0.0178304478860493,0,0.0426110761971842,0,0,0,0,0.098022811258441,0,0.0500828019927212,0,0,0,0,0,0,0.0316318879607749,0,0,0,0.000852174774167045,0.0104782331455027,0,0,0,0,0,0
X600690.SH,0,0.0740247715605985,0,0,0.0715438204558362,0,0,0,0,0,0,0,0,0.00576839728105949,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.111532411249995,0,0.0610205824289363,0,0,0,0,0,0,0,0.00445876642403976,0,0.00181762415237925,0,0,0.105552347776504,0,0,0,0,0,0,0,0.000171872992415344,0,0,0,0,0,0,0
