,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600741.SH,X600809.SH,X600703.SH,X000596.SZ,X002241.SZ,X000100.SZ,X002236.SZ,X300003.SZ,X601877.SH,X300124.SZ,X000625.SZ,X000157.SZ,X600183.SH,X300014.SZ,X002008.SZ,X000066.SZ,X002007.SZ,X300142.SZ,X600271.SH,X002371.SZ,X300136.SZ,X002179.SZ,X002456.SZ,X002463.SZ,X000977.SZ,X600177.SH,X000050.SZ,X002180.SZ,X600584.SH,X002129.SZ,X600487.SH,X600066.SH,X600498.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.0572777010181949,0.191220225327545,0,0,0,0,0,0,0.289740480824541,0,0,0,0,0,0.299810428392867,0,0,0,0.0395121823740648,0,0,0,0,-0.0067190005507013,-0.0170840583675647,0,0,0,0.0613926443165127,0,0,0,0,0,-0.0800879962174188,0,0,-0.063091550269582,0,0,0,0,0,0,0,0,-0.0598505643958785,-0.0209407785728134,0,0,0,-0.0202668939672599,0,0
X000858.SZ,0,0,0,0,0,0,0.0889643913792926,0,0,0,0,0,0.0278200793131657,0.22655281209849,0,0,0,0.217700219236662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383416069473614,0,0,0,0,0,0,0,0,0.0409138598826486,0,0,0,0,0,0,0,0,0,0,-0.00179096609509089,0,0,0,0,-0.00895210610126589,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0715804475552359,0,0,0,0.281253179292003,0,0.0192223052646573,0,0,0,-0.0300937847939476,0,0,0,0,0,0,0,0,0,-0.0719955315045145,0,0,0,0,0,0,0,0.0426564247124799,0,0,-0.111998683812475,0,0,0,0.161838801594706,0,0.0766990059380395,0,0,0,0.148279710116927,0,0,0.0280355220747899,0,0,0,-0.00340782672591372,0,0
X600276.SH,0.177293649342795,0,0,0,0,0,0,0,0,0,0,0,0.0569496581066157,0,0,0.252007184095156,0,0.0338406210062854,0,0.0986502663798175,0,0,0,0,0,0,0.12077092155668,0,0,0,0,0,0.120849013407854,0,0,0,0,0,-0.00134069850077337,0,-0.100649560072094,0,0,0,0,0,0,0,0,0,0,0.0133922863873926,-0.0113264172298943,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.157729034082218,-0.0973773999077702,0,0,0,0,0.0546607296034232,0,0,0,0,0,0,0,0,0,0.155020995917166,0,0,0.00656820147080694,0,0,0,0,0,0,0,0.0253128363269442,0,0,0.215459341225971,0,0,0,0.107618797491536,0,0,0,-0.100404286877002,0,0,0,0,-0.0543756930659975,0,0.0462037908156923,-0.0141852345043591,0,0,0,-0.0331718371293104,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301092274310231,0,0,0,0,0,0,0.0949664240348756,0.0250412354900903,0,0.0294156607433885,0,0,-0.0190397385249301,0.227072385840224,0,0,-0.0651685786506096,0,0,0.0073532506575151,0,0,0,-0.0460337900066157,0.000589068987509396,0,0,0,0,0,0.113774090050603,0,0.00642383534198131,-0.000972816052595208,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0655852616751543,0,0.407940075117861,0,0,0,0,0,-0.0145076689736259,0,0,4.33680868994202e-19,0.231623760797575,0.172948269808376,0,0,0,0,0,0,-0.0015787793727579,0.0629133464571573,-0.113407140271527,0,0,0,0,0,0,0,0,-0.0532795969761585,0,-0.00177873386491113,0.0833034805996566,0,0,0,0.120204377768193,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.051810034854201,0,0.158632154120927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0904840366815939,0,0.0425349630951267,0,0,0.173134714817708,-0.0626777802744181,0.119966953151858,0,0.0630643747717971,0.12835167810298,0,0,0,0,0,0,0,0,0,0,0,0,0.0278308115259782,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.0979946857501669,0,0,0,0,0,0,0,0,0,0,0.00055997693452185,0.0980383901221676,-0.0211830238496659,0,0,0,0,0,0,0,0.0416892836132857,0,0,0.0146953262726571,0.227318437652704,-0.070414790926228,0,0,0,0,0,0.0234343054909677,0,0,0,0,0.00665789369906337,0,0,0,0,0,0,-0.031221436656863,0.0170490202869838,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186505019149304,0,0,0,0,0,0,0,0.100933102165036,0,0.0359335802674237,0,0,0,0.0422512889798289,0,0,0.0159064355062632,0.0792232699961581,0.0598953761575575,0,0,0.0129778736108379,0,0.00772400479872965,0,0,0,0,0,0.00347043402919967,-0.0192249807009887,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282601737287088,0,0,0,0,0.0591015971496515,0,0,-0.158234928058456,0,0,-0.0184759423466935,0,0,0,0,0,0,0,0,0.080477832582088,0.159486546195793,0,0,0,0.0694368192069441,0,0,0,0,0.103865682117998,0.189339980963371,0,0,0.100537376287364,0,0,0,0,0,0,0,0,0
X600031.SH,0.0639030130602203,0,0,0,0,0,0.0577703721080968,0,0,0,-0.124363130020882,0,0,0,0.249209730638805,0,0,0.120551777817838,0,0.0745471344532914,0.0402623708730377,0,0,0.0246008331932825,-0.150041851526837,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149583504017734,0,-0.00249592286450777,0.0486148446165536,0,0,0,0.0604112263361766,0,0
