,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X002415.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000725.SZ,X600690.SH,X600031.SH,X000338.SZ,X002475.SZ,X000568.SZ,X600741.SH,X601877.SH,X000596.SZ,X600703.SH,X000661.SZ,X600271.SH,X002236.SZ,X000100.SZ,X600809.SH,X000625.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X600487.SH,X300142.SZ,X000157.SZ,X002007.SZ,X002456.SZ,X600498.SH,X600776.SH,X002506.SZ,X600066.SH,X000977.SZ,X600522.SH,X000050.SZ,X002241.SZ,X600177.SH,X600867.SH,X002179.SZ,X600566.SH,X600089.SH,X002129.SZ,X002508.SZ,X300146.SZ,X600372.SH,X300136.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.221104562982759,0,0,0,0.101212639826439,0,0,0,0,0,0,0,0,0,0,0.0310015540253929,-0.0461588444408474,0.00661528814728068,0,0,0,0.0827113243915801,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0501796358036999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00860951663192966,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0444737218174636,0,0,0.248971906918067,0,0.264191292854027,0,0,0,0,0.0223426086634936,0,0,0,0,0,0.113788743666471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444667624599924,0,0,0,0,0,0,0.091676905990514,0.095809660104974,0,0,0,-0.0124988892241835,0.0410731982158105,0,0,0,-0.036555248344859,0,0
X000651.SZ,0,0.268110480681207,0,0,0,0,0.00294803950416639,0,0,0,0,0,0,0.0303367501282125,1.73472347597681e-18,0,0,0,0,0,0.130388869238991,0,0,0,0,0,0,0,0,0,0,0,0,0.0141679252189739,0,0,0,0,-0.0278045852836771,0,0,0,0,0,0,0,0,0,0,0.0179834131168013,0,-0.00722558046542304,0.00968545186695881,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.153442504676166,0,0,0.210476794400951,0,0,0,0,0,0,0,0,0.0918247875041227,0,0,0,0,0,0,0,0,0,0,0,0,0.0633100965993611,0,0,0,0,0,0,0,0,0,0.00343840824131237,0,0,0.144977633088365,0,0,-0.0619250849842425,0,0,0,0.0141520188558964,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0676518972660352,0,0.0400726768986271,0,0.112891309315901,0,0,0,0,0,0.291559058852363,0,0,0,0.0351051647597427,0,0.00396396918796544,0,0,0,0,0,0,0,0,0,0,0,0,0.0913171329692842,0,0,0,0,0,0,0.0386211917066247,0,0,0.0456643566496455,0,-0.0191948107636997,0,0,0,0,0.00451237900178571,0,0
X600276.SH,0,0,0,0,0,0,0.0211368452333568,0,0,0,0,0,-0.099104522576176,0,0,0,0.168402177807892,0.153456199781069,0.0484292727030416,0,0,0,0,0,0.321739375701886,0,0,0,0.0354064567521862,0,0,0,0,0.00855921156582567,-0.0579732051695592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267781544249793,-0.00359022817433149,0,0,0,0,0,0
X002304.SZ,0,0.119737155921008,0.153965739999416,0,0,0,0,0,0,0,0.0846358808925596,0,0,0.0117740163277685,0,0,0.17509045844873,0,0,0,0,0,0.101970775556049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140056832781848,0,0,0,0.00207018314014924,-0.0168770375900771,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.092392885746056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752813340654109,0.117081084628998,0,0,0.0536801154377776,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0693941913529847,0,-0.0624253230346767,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.228662574952296,0,0,0,0,0,0,0.0855342356162884,0,0.173839611783533,0,0,0,0,0,0,0,0,0,0.0915489304581792,0,0.0199246636780133,0,0.0587731313727238,0,0,0.0585933181835274,0,0,0,0,0,0,0.191523363912746,0,0,0,0.00295554621380908,0,-0.0373070437122911,0.0169195368001252,0,0,0,0.0534239134260018,0,0
X600690.SH,0,0.115873812240738,0,0,0,0,0,0,0,0,0,0.0644406377112033,0,0,0.119768227365956,0,0,0,0,0,0.0662795533350969,0,0,0,0,0,0,0,0,0,0,0.0808434794198181,0,0,0,0,0.0377659935002375,0,0,0,0.0680180398097634,0.0805840137218356,0,0,0,0,0.2594624676285,0,0,0,0,0,-0.0605688981584846,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0189157957012654,0,0.0860788977679326,0,0,0,0,0.176788668754756,0.0157149692510148,0,0,0,0,0,0.0117231147679619,0,0.0603131985876728,0,0,0,0,0,0,0,0,0,0.237498735238542,0,0,0,0,0,0,0,0.0561936880329358,0,0,0,0,0.0696990547647691,0,0.0895105644913724,0,0,0,0,0,-0.0169189365665221,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0.330705258788517,0.0869244611281301,0,0,-0.0539932762986125,0,0,0.252206359081158,0,0,0,0.0601867156297011,0,0,0,0,0,0.0459250641083853,0,0.0311220356814367,0.0475019808381655,0,0,0,0,0,0,0,0,0,0,-0.21867680046718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0370174565021397,0.073777516414788,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0.0210291535045776,0,0,0.105567181543701,0.0215113437208333,0,0,0,0,0,0.103174296205255,0,0,0,0,0,0.0550480861273089,0,0,0,0,0,0,0,0.0681624743522731,0,-0.0604826313422466,0,0,0,0,0.0153398225041279,0.143297867491518,0,0,0,0,0,0.0364421391087791,0,0,0,0.184257214462011,0,0.0323701522702106,0,0,0,0,-0.0307764321515155,0,0
X000568.SZ,0,0.15903177925227,0,0,0,0,0.0941249538289882,0,0,0,0,0.205685087523363,0,0,0.0117716232949561,0,0,0.0404186386301098,0,0,0,0,0.111818369805224,0,0,0,0,0.0469238654072512,0,0,0,0,0,0.010616453126709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143302684168855,0,0,0,-0.0176242412042258,-1.73472347597681e-18,0,0,0,0,0,0
X600741.SH,0,0,0,0.435355161942804,0,0,0,0,0,0.0803773026668868,0.0828781120644894,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.0928773836201683,0,0,0,0.114143347322655,0,0,0,0,0,0,0.0051123059132624,0,0,0,0,0,0,0.0440420160938724,0.047860363115785,0.292245215615128,0,0,0,0,0,0,0,0,0.0472989823624885,0,0,0,0,0,0
X601877.SH,0,0.0432252704843454,0,0,0,0,0,0,0,0,0.0343287093670961,0.0613871192147676,0,0,0,0,0,0,0.0171453525919476,0,0,0.0924141169232957,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.00701938046902659,0,0,0,0,0,0,0,-0.0338459190440123,-0.0239585392264165,0,0,0,0.0234966968862085,0,0
X000596.SZ,0,0.221075483040418,0,0,0,0,0,0.0422674218205749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268974596482025,0,0,0.0155316272238186,0,0,0.0107115460157349,0,0,0,0,0,-0.0219887096264622,0.00313754575590001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705094362685063,0,-0.0471873991722552,0.0270028542239301,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.361919936555673,0,0.191103246906661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142290059270305,0,0,0.798711852878848,0,0.12996823745379,0,0,0,0,0,0,0,0,-0.292911264358642,0,0,0.24935646210709,0,0,0,0,0.183376432884233,0.0335096146459564,0.04386589338747,0,0,0,0,0,0
