,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X000568.SZ,X002475.SZ,X000725.SZ,X000063.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X600183.SH,X002236.SZ,X300003.SZ,X601877.SH,X002179.SZ,X002007.SZ,X600703.SH,X000157.SZ,X000100.SZ,X002241.SZ,X300142.SZ,X600271.SH,X002463.SZ,X000625.SZ,X300124.SZ,X300014.SZ,X600867.SH,X000977.SZ,X002008.SZ,X000066.SZ,X002049.SZ,X600066.SH,X300146.SZ,X600498.SH,X300136.SZ,X002506.SZ,X600177.SH,X002129.SZ,X002371.SZ,X000050.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.301789216188718,0,0,0.085215749234899,0,0,0,0,0.164719107032236,0,0,0,0,0,-0.100860130033856,0,0,0,-0.0755781281278272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086151235557103,0,0.0380043840077058,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137169917704091,0.0160693679498182,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.276809222862404,0.249106901960824,0.0482154074850464,0,0,0,0,0,-0.0326840866454409,0.257475237560504,0.0348851440310771,0,-0.0497295931607236,0,0,0,0,0,0,0,0,0,0,0,-0.0297300538044069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905366621040697,0.0765303374877366,0,0,0,-0.0189441961635663,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0336544976319591,0,0,0,0.174577188092528,0,0,0,0,0,0,0,0,0,0.190113017848224,0,0,0,0.0196833889280631,0,0,0,0,0,-0.00152354226751338,0.186193474652882,0,-0.0271761944700909,0,0,0,0.179385347898127,0,0,-0.115541843842612,0.160781851703561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0307393869294954,0,0
X000651.SZ,0,0,0,0,0,0,0,0.222605618937114,0,0.0924086444330101,0,0,0,0,0,0.14196421377503,0.164543934826845,0,0,-0.0620976831626739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0337646179157648,0,0.0429308463438906,0,0.117826651564687,0,0,0,0,0,0,0,0,0,0,0.00437890599500266,-0.0201025403771035,0,0,0,0,0,0
X002415.SZ,0,0.0920527473724193,0,0,0,0,0,0,0,0.148871935306614,0,0.00792527554322681,0,0,0,0,0,0,0.118457132969491,0,0.229654205153576,0,0,0,0,0,0,0,0.23354454568281,0,0,0,0,0,0,-0.0178605802582385,0,0,0,0,0,0,0,0,0,0,0,0.0211203550321301,0,0,0,0,0.0132275581853238,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688524622975286,0.193442211119914,0,0,0,-0.0962131451277338,0,0,0.0504391092709008,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0161466894235121,0.131557456996103,0,0,-0.00646556872086243,0.0570374515200825,0,0,0,0.0495616845717639,0,0,0,0,0,0,0,0,0,0,-0.00300164692396859,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.0596552160117894,0,0,0,0,0,0,0.399142179033743,0,0,0,0,0,0,0.136030392984963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204425566761521,0,0,-0.0132294376578564,0,0,0,0,0,0,0,-0.121704401182541,0,0,0,0.197726515168651,-0.026262795784512,0.0543286558744411,0,0,0,0.0268717158048478,0,0
X000568.SZ,0,0.631212874975402,0.188297122551504,0,0,0,0,-2.16840434497101e-19,0,0.0238831977333627,0,0,0,0,0,0.0620342336734791,0,0.0856346021911272,0,0,0.0057288776066166,0,0,0,0,0,0,0,-0.169963176255042,0,0,0,-0.124787253184136,0,0.023764657582016,0,0,0.0524784006962862,0,0.0596685230255413,0,0,0,0,0,0,0,0,0,0,0,-0.00216711982701148,0,0,0,0,0,0,0
X002475.SZ,0,0.347202061237512,0,0.193521096173023,0.131284606467225,0,0,0,0,0,0,0,0,0,0,0.0340820901527892,0,0,0,0,0.08429145768244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199145364311602,0.116604067616736,-8.67361737988404e-19,0,0,0,0.0784588076016703,0,0,0,0,0,0,0,0.0362884416533779,-0.00903214949391828,0,0,0,0,0,0
