,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002475.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002304.SZ,X000568.SZ,X600690.SH,X000338.SZ,X000661.SZ,X600703.SH,X600809.SH,X600741.SH,X000100.SZ,X600183.SH,X300003.SZ,X300014.SZ,X002241.SZ,X000596.SZ,X002371.SZ,X002007.SZ,X002236.SZ,X000977.SZ,X601877.SH,X000625.SZ,X300124.SZ,X002463.SZ,X300142.SZ,X000157.SZ,X002129.SZ,X600118.SH,X002456.SZ,X600498.SH,X300136.SZ,X002179.SZ,X600271.SH,X000066.SZ,X002180.SZ,X002414.SZ,X600584.SH,X600487.SH,X002008.SZ,X002185.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,-0.0509480209257756,0,0,0,0,0,0,0,0,0,0,0.0938682820462551,0,0,-0.179396637275725,0.0389054564070206,0.0381046988953994,0,0.293304939966581,0,0,0,0,0,0,0,0,0.217597542659235,0,0.0342140541506563,0,0,0,0,0,0,0,0,-0.05891158465898,0,0,0,0.162067329478193,0,0,0,-0.0382643537459281,0,0,0,-0.0119049678350294,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0237073525064916,0.601509774234333,0,0,0,0,0,0,0,0,0,0,0,0.0707401438346224,1.38777878078145e-17,0,0,0,0,0.0388336208752223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215766185664738,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.177068013669697,0,0,0,0,0,0,0,0,0,0,0,0,0.00803632210866109,0,0.100138837472095,0,0.178247378097872,0,0,0,0.032640850471302,0,0.0965290327109816,0,0,0.0691023731496481,0,0,0,0,0,0,0,0,0,0.010273191459727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00491790908871299,0,0,0,-0.0700825580783077,0,0
X000651.SZ,0,0.00460303134007146,0,0,0,0,0,0,0,0,0.0208809912383509,0.123976601280146,0,0,0.240703299937316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151758072458864,0,0,0,0,0.0298930896617848,0,0,0.00629549908911332,0,0,0,0,0.0272902078159096,0,0,0.00736211000317422,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.127912395037867,0,0,0,0,0,0,0,0,0,0.158964622729213,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.367890649152043,0,0,0.168277962630425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00747173515460329,0,0,0,0,0,0,0,0.00744554038952811,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0872017106712894,0.070726766170814,0,0.0670247905975225,0,0,0,0,0,0,0.0780685905915739,0,0,0,0,0,0,0,0,0.00883744714462372,0,0,0,0.271116522017441,0,0,0,0,0,0,0,0.244997046718768,0,-0.0193459926378077,0,0,0,0,0,0,0,0,0,0,0,0.0242454807626286,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193390865899651,0,0,0,0.0240737318084812,0,0,0,0,0,0,0,0.116427968551505,0,0,0.121128365057701,0,0.090950234326597,0,0.0803562709499371,0.219329719424251,0,0,0,0,0,0.000271130419731515,0,0,0,0,0,0,0,0.0379142193205607,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0329416596102044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369412646515698,0,0,0,0,-0.0319370750461228,0,0,0,0,0,0,0,0,0,0,0.221763890854636,0,0,0,0,0,0,0,0.18453998575981,0,0,0,0,0.0169658589938675,0,0,0,0.0297805189948248,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528677795409669,0,0,0.431845036293284,0,0,0.0100882612064738,0,0.0186722960140027,0,0,0,0,0,0,0,0,0.0140890493428987,0,0,0,0,0.0846014837088435,0.139927027605528,0,0,0,0,0,0,0.0749110557581885,0,0,0,0,0,-0.0081568950763931,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.0461970076657649,0,0,0.0661229845839616,0,0,0,0.0437923750923391,0,0,0,0,0,0,0,0,0.110252650241669,0,0,0,0,0,0,0.136449144265541,0,0,0,0,0,0.0475015848316297,0,0,0,0,0.20305300342629,0.140691324766747,0,0,0,0.0127889658064235,0,0,0.0703242319273905,0.00550196986657044,0,0,0,0,0.0526179511857515,0,0
