,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X300014.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000596.SZ,X003816.SZ,X600031.SH,X000725.SZ,X000625.SZ,X002371.SZ,X002129.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X300142.SZ,X002241.SZ,X601877.SH,X000733.SZ,X600741.SH,X000100.SZ,X002074.SZ,X600702.SH,X600522.SH,X600460.SH,X000157.SZ,X000799.SZ,X600584.SH,X300003.SZ,X600884.SH,X000800.SZ,X002007.SZ,X300146.SZ,X600487.SH,X600779.SH,X002414.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.161442514805688,0.180977474259844,0,0.173380424056758,0,0,0,0,0.135382406860745,0,0,0,0,0,0,0,0,0,0,0,-0.08850890002075,0,0,0,0,0,0,0,0,0,-0.046131264875454,0,0,0,0.0430234005439946,0,0,0,0.023621623010267,0,0,0,0,0,0,0,0.0260372623725121,0,0,0,-0.0239125515678296,0.0136152648136766,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.55350481383043,0,0,0,0,-0.0323062847792573,0,0,0,0,0,0.0739035537536944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0676105890061933,0,0,0,0,0,0,0,0,0,0,0,0.0278391270593984,0,0.0626396224960562,0,0,0,0,0,-0.017297909477977,-0.0231805536127333,0,0,0,0,0,0
X600809.SH,0.288254503913936,0,0,0,0.359303699607628,0,0,0,0,0.0372815459522418,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124791261117823,0,0,0,0,0,0,0,-0.141392871320959,0,0,0,0.0230554657900523,0,-0.0539096652724124,0,0.0341372661800755,0,0,0,-0.0252201418550623,0,0,-0.0192960331323132,0.239427846240002,0,0,0,0.0129598841162283,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0368828377747267,0,0.0685239382476466,0,0,0,0,0,0,0,0,0,0,0,0,0.0361605255364739,0,0,0,0,0,0,0,0,0,0.104219769904122,0,0,0,0,0,0,0,0.11594214670611,0,0.0280069853243697,0,0,0,0,0.134883972561094,0.024130228161447,0,0,0.0856159456526169,0.122051833034656,0,-0.00349574439972235,-0.00896327326860203,0,0,0,0,0,0
X000568.SZ,0.54939412867284,0.095833343607168,0.410524429643491,0,0,0.0372696115607547,0,0,0,0,0,0,0,0.250744308483228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502376733059815,0,0,0,0,0,0.0814450308493654,0,0,0,0,-0.0849813949030529,0,0,0,0,0,0,0,0,0,-0.00174731879428242,0.0527585431385257,0,0,0,0,0,0
X002304.SZ,0,0,6.93889390390723e-18,0,0.500027173862041,0,0,0,0,0,0,0,0,0,0,0.00746617684155246,0,0.0214356254445552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969695858086672,0,0,0,0,0,0,0,0,0,0,-0.09569748414415,0,0,0.0157702022515009,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157186455192835,0,0,0,0,0,0.174992013980539,0,0,-0.184670968918524,0.0171487176513794,0.140801126471174,0,0,0,-0.183582238317386,0.0375393063299448,0,0,0,0,0,0,0,0,0,0.102985571027038,0,0,0,0.0114635230221305,0,0,0,0,0,0,0
X600690.SH,0,0,-1.38777878078145e-17,0.0357138029358809,0.259119044214995,0,0,0,0,-0.056505680224741,0.207595139082523,0,0,0,0,0,0,0,0,0.176811842511139,0,0,0,0,0,0,-0.0434281543123594,0,0,0,0,0,0,0,0,0,0.00333624809465899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00586928731833908,-0.030531591773061,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0388413137457073,0,0,0,0,0,0,0,0,0.183570709572255,0.0678110022883797,0,0,0,0,0,0,0,0,0,0.190384028698334,0,0,0,0,0.0487043447246445,0,0,0,0,0,0,0,0.00947417158140594,0,0,0,0,0.024027817303016,0,0.0214002317501012,0,-0.00582040348658497,-0.00295878544221661,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0247843750322494,0,0,0,0,0,0.168935319010184,0,0,0,-0.105091616718027,0,0,0,0,0,-0.0079102703532901,-0.157044055982147,2.71050543121376e-20,-0.0127516959831198,0,0,0,0.21768522536768,0,0,0,0,0,0,0,0.549715917240596,0,0,0,0,0,0,0,0,0.0191178272203682,0.0889251637553601,-0.164202072886584,0,0,0,0,0
X000651.SZ,0,0.181682962532163,-0.0472252968635853,0,0,0,0,0.244920596422802,0,-0.0870828190056286,0,0,0,0,0,0.144092491299666,0,0,0,0,0,0,0,0,0,0,0,0.138332541929042,0,0,0,-0.0881679562643954,0,0,0,0.0274527314977568,0,0,0,0,0,0,0,0,0.0271258007903345,0,0,0,-0.15986424100525,0.00216986155603995,0,-0.0211917649325272,0.0251541520707264,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206117179479749,-0.130771460297476,0,0,0,0,0.0745720565041752,0,0,0.0803264396026315,0,0,0,0.110663624188199,0,0,0,0,0.0651597569899118,0,0,0,0,0,-0.0277648254044324,0.0139868955870006,0,0,0.117846701852478,0,0,0,0.0959334360631384,0,0.0110022835791093,-0.00260731364542335,0,0,0,0,0,0
X600104.SH,0.00205582754064963,0,0,0.000528159485384958,0,0,0,0.0908404709204091,0,0,0,0,0,0,0,0.134729099363255,0,0,0,0,0,0,0.0397002864275734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122173874023206,0,0,0,0,0.0288334164353842,0,0,0,0,0,0,-0.00173728641478683,0,0,0,0,0,0,0
X000596.SZ,0,0,0.639682604916355,0,0,0,0,0,0,0,0,-0.427093332342249,0,0,0,0,0,0.0957525182776215,-0.155860673341525,0,0,-0.0494322893684326,0,0,-0.0302680077218576,0,-0.0863591104440839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148770657739589,0,0,0,0,0,0,0,0.0805441756845053,0,-0.0189231062339441,0.00614610489466741,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18331197235406,0,-0.10685001781873,0,0,0,0,0,0,0.0276387399468474,-0.0228158541583307,0,0,-0.0309821828144768,0,0,0,0.0809500949750988,0,0,0,0,0,0,0,0,0,0.0707818371752929,0,0,-0.00344823096579429,0.0808959649063994,0,-0.0897222227600111,0,2.16840434497101e-19,-0.00909229258004218,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0521215149178171,0,0,0.119764295265796,0,0,0,0,0,0.512504549643615,0,0,0,0.0159932243074871,0.0390835341643229,0,0,0,0,0.104299864742168,0,0,-0.138809213054776,0,0,0,0.240652315699632,0,0,0.03113199303169,0,0,0,0,0,0,0,0.0797593526161824,0.0882322736668382,-0.095516995480227,0,0,0,0,0,0.0372708079466177,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.020699115573605,0,0,0,0,0,0,0,0,0.267234045553834,0,0,0,0,0,0,0,0,0,0,-0.115193328009322,0,0,0,0.0275665806208954,0,0,0.27652012002073,0,0.00654091000459879,0,0,0,0,0,0,0.0102250614026884,0,0.0418361495638296,0,0,0,0,0,0,0.0136100545018123,-0.0245452721866991,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0046030575860847,0,0,0.100650755687945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614080661821584,0,0,0,0.0274061055060573,0.0683813767542212,0,0.171694397694332,0,0.0910280088102347,0.0582758055310925,0,0,0,0,0,0,0.431566243461642,0,0,0,0,0,0.0225943682320495,0,0,0.0007465406568795,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0.388555973137561,0,0,0,0,0,0,0,0,0.113075719625164,0,0,0,0,0,-0.288115732291945,0,0,0,0.312236447231748,0,0,0,0.301550484033137,0,0,-0.198686234592083,0.121487296924607,0,0.144940200674157,0,0,0,0,0,0,-0.287201032392134,0,-0.0800497986973719,0,0,0,0,-0.0907307851134189,0,-0.190050438747898,0,0,0,0,0
X002129.SZ,0,0,0,0,0.0397753089000634,0,0,0,0,0,0,0,0,0,0,0.0877631180062665,0,0.153741010196857,0,0,0,0,0,0,0,0.0903827901549746,0,0,0,0,0,0,0,0,0,0,0.00863629555737221,0,0,0,0,0,0,0,0.0410174353928637,0,0,0,0.00900568276318091,0.150752218296433,0,0.0304533868407313,-0.0426453162639218,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100217985622226,0,0,0,0,0,0,0,0,0,0,0.0734326767212961,0,0,0.0143575858477942,0,0,0,0.0641471110878476,0,0,0,0,0,0,0.0958742429226843,0,0,0,0,0.117752794974472,0,0,0.214346865555752,-0.163063337702207,0,-0.0357973729478635,0,0,0,0,0,0,0
X002049.SZ,0,0,-0.0689623045940164,0,0,0,0,0,0.263653781764418,0,0,0,0,-0.142548641306401,0,0,0,0,0.175866657133281,0,0,0,0,0,0,0,0,0,-0.138270723393516,0,0,0.187955688478543,0,0,0.025906117789895,0,0,0,0,0,0.0629334359892758,0,0,0,0,0,0.0849265864101,0,0,0,0,-0.00797126155317678,0.0590786092383172,0,0,0,0,0,0
