,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X000651.SZ,X002304.SZ,X600690.SH,X002475.SZ,X000063.SZ,X002371.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X000596.SZ,X600031.SH,X002129.SZ,X300014.SZ,X000625.SZ,X600703.SH,X000338.SZ,X002179.SZ,X600089.SH,X002049.SZ,X002236.SZ,X600372.SH,X000100.SZ,X000977.SZ,X000661.SZ,X002241.SZ,X600702.SH,X002180.SZ,X600584.SH,X601877.SH,X600522.SH,X300142.SZ,X000157.SZ,X600741.SH,X600460.SH,X002074.SZ,X002463.SZ,X000733.SZ,X300003.SZ,X002007.SZ,X600183.SH,X000066.SZ,X002294.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.130067929707745,0,0,0,0.214875377214867,0,0,0,0,0,0.0158055329300241,0,0,0,0,0,0,0.00024678034299268,0.109531610366291,0,0,0,0,0,0,0,0,0,0,0,-0.0319194961419283,0.163677147364445,0,0,0,0,0,0,0,0,0.139684072838572,0,0,0,0,0,-0.0403581872024873,0,0,0,-0.0212719900592484,0.0203049948478914,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.360779906136031,0,0,0,0,0,0,0,0,0.033077663920113,0.0689962028545251,0,0,0,0,0,0,0,0,0.0637978879101876,0,0,0,0,-0.043262085637749,0.0485286957125667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318297433956345,-0.0119169899837865,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.174132384457073,0,0,0,0,0,0,-0.0102421519825361,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.044826664777556,0.153557877911054,0,0,0,0,0,0.144547401269269,0.15522234433517,1.38777878078145e-17,0,0,0,0,0,0,0.0977124173833559,-0.150823645025684,0,0,0,0,0.166623656999934,0,0,0,0,-0.0521022535411785,0,0,0,0,0,0
X000568.SZ,0,0.532438096117732,0.0655683116432885,0,0,0,0,0.0603388205121242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713338052734534,0,0,0,0,0,0,0,0,0,-0.0406362012341091,0,0,0,0,0,0,0,0,0,0.0581731564391739,0,0,0,0,-0.025654823984069,0,0,0,0,0,0,0
X600276.SH,0,0.0841279511394394,0.0135441941241934,0,0,0,0,0,0,0,0.00738239646490822,0,0,0,0,0,0,0,0,0,0,0.149948992258384,0,0,0,0,0,0,0,-0.029492131391092,0,0,0.0929643089912115,0.116340570570837,0.0813126694231984,0,0,0,0,0,0,0,0,0,0,0.118101304235412,0,0,0.0385120817854668,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.197324643188874,0,0,0,0,0,0.0970133642868863,0.0562693322380785,0,0,-0.103985284301031,0,0,0,0,0.102666187119612,0,0,-0.0137974796972849,0,0.108170118771988,0,-0.156017656210983,0,0,0.00145422154486168,-0.00268385873748974,0,-0.0325525784025348,0.0742867951893122,-0.00630048250770661,0,0.248194232900641,0,0,0.0482792347193484,0,0,0,0,0,0,0,0,0,0,0.0113280570349087,0,0,0,-0.0369573254988097,3.46944695195361e-18,0,0,0,0,0,0
X000651.SZ,0,0.0372839822947432,0,0,0,0,0,0,0.0781542562444782,0,0,0,0,0,0,0,0,0,0,0,0.228739884333185,0.0594813578719607,0,0,0,0.0223765468788155,0,0,0,0.00924153979033275,0,0,0,0,0,0,0,0,0,0,0.0193507557821815,0,0,0,-0.0537787671956966,0,0,0,0,0,0,0,-0.0459901633515927,0,0,0,0,0,0
X002304.SZ,0,0.298894496219408,0,0.348328541890299,0,0,0,0,0.0375847882822597,0,-0.0265957652377525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136718303782017,0,0,0.0700487567121743,0.0300873010687632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0567395004236938,0.0372260933290976,0,0,0,0,0,0
X600690.SH,0,0,0,0.0352185028316851,0,0,0.125707701843143,0.161960286335294,0,0,0,0,0.137253579051584,0,0,0,-0.0355907212392483,0.178346170164401,0,0,0,0,0,0,0,0,-0.199594854945585,0.0187160411217296,0,-0.00914782871895347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116767970836469,-0.028790882735645,0,0,0,0.0152596790429728,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0564943685947295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391507876722377,0,0,0,0.215638858198178,1.73472347597681e-18,0,0,0.00588415225439164,0,0.0248054492709826,0,0,0,0,0,0,0,0,0.0239338209629803,0,0.159326281586117,0,0,0,0,0,0,0,0,0,0.0456364885060963,0,0,0,0,0,0
X000063.SZ,0,0,0.288326336358294,0,0,0,0,0,0,0,0,0.264698097727108,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.233134142156421,0.286552919531126,0.0337270684983411,0,0.112248318100734,0,0,0,0,0,0,0,-0.354888775905969,0,0,0,0,0,0,0,0,0,0.0332634366668617,0,0,0.219225198779012,0.0330583159879769,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0.162014782607863,0,0,0,0,0,0,0,0,0,0,0.247058677811631,0,0,0,0,0,-0.172059987629957,0,0,0,0,0,0,0,0,-0.0714364980817468,0,0,0,0.349137756736765,0,-0.0128126337550204,0,0,0,0,0,0.135868398642942,0,0,0,0.0525188050928706,0,0,0,0,0,0
